Count,Name,Length,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,11.4071,,,,,,,,,,,,,,,,93,0.6049,-11.2500,-1.7873,141.0351,128.1446,175.8675,140.4302,139.3946,177.6547
1,Line,11.4071,,,,,,,,,,,,,,,,95,1.0469,-11.2500,-1.5698,141.8284,128.1446,176.2578,140.7816,139.3946,177.8276
1,Circle,,,,,,,,7.0686,130.1048,150.9097,178.7979,1.5000,,,9.4248,3.0000,,,,,,,,,,
1,Line,11.4071,,,,,,,,,,,,,,,,91,0.1217,-11.2500,-1.8829,140.1678,128.1446,175.6958,140.0461,139.3946,177.5787
1,Line,11.4071,,,,,,,,,,,,,,,,84,-1.2454,-11.2500,-1.4175,137.7140,128.1446,176.5312,138.9593,139.3946,177.9487
1,Line,11.4071,,,,,,,,,,,,,,,,86,-0.8360,-11.2500,-1.6915,138.4487,128.1446,176.0393,139.2847,139.3946,177.7308
1,Line,11.4071,,,,,,,,,,,,,,,,88,-0.3698,-11.2500,-1.8503,139.2856,128.1446,175.7544,139.6554,139.3946,177.6046
1,Circle,,,,,,,,23.0624,130.1048,131.9097,178.7979,2.7094,,,17.0238,5.4189,,,,,,,,,,
1,Line,11.2500,,,,,,,,,,,,,,,,90,0.0000,-11.2500,0.0000,131.1462,139.6597,177.7184,131.1462,150.9097,177.7184
1,Line,11.2500,,,,,,,,,,,,,,,,90,0.0000,-11.2500,0.0000,131.5465,139.6597,178.3837,131.5465,150.9097,178.3837
1,Line,11.2500,,,,,,,,,,,,,,,,90,0.0000,-11.2500,0.0000,131.6046,139.6597,178.7710,131.6046,150.9097,178.7710
1,Line,11.2500,,,,,,,,,,,,,,,,90,0.0000,-11.2500,0.0000,131.3901,139.6597,178.0247,131.3901,150.9097,178.0247
1,Circle,,,,,,,,38.6339,130.1048,131.9097,178.7979,3.5068,,,22.0338,7.0136,,,,,,,,,,
1,Circle,,,,,,,,7.0686,130.1048,139.6597,178.7979,1.5000,,,9.4248,3.0000,,,,,,,,,,
1,Line,7.8438,,,,,,,,,,,,,,,,98,1.0364,-7.7500,-0.6234,132.4265,131.9097,177.4013,131.3901,139.6597,178.0247
1,Line,11.4071,,,,,,,,,,,,,,,,94,0.8360,-11.2500,1.6915,141.4500,128.1446,182.1118,140.6140,139.3946,180.4203
1,Line,11.4071,,,,,,,,,,,,,,,,92,0.3698,-11.2500,1.8503,140.6131,128.1446,182.3967,140.2433,139.3946,180.5465
1,Line,11.4071,,,,,,,,,,,,,,,,89,-0.1217,-11.2500,1.8829,139.7309,128.1446,182.4553,139.8526,139.3946,180.5724
1,Line,11.4071,,,,,,,,,,,,,,,,96,1.2454,-11.2500,1.4175,142.1847,128.1446,181.6199,140.9394,139.3946,180.2024
1,Line,11.4071,,,,,,,,,,,,,,,,100,1.8829,-11.2500,0.1217,143.3291,128.1446,179.2940,141.4462,139.3946,179.1723
1,Line,11.4071,,,,,,,,,,,,,,,,99,1.7873,-11.2500,0.6049,143.1574,128.1446,180.1613,141.3702,139.3946,179.5564
1,Line,11.4071,,,,,,,,,,,,,,,,98,1.5698,-11.2500,1.0469,142.7671,128.1446,180.9546,141.1973,139.3946,179.9078
1,Line,11.4071,,,,,,,,,,,,,,,,87,-0.6049,-11.2500,1.7873,138.8636,128.1446,182.2836,139.4685,139.3946,180.4964
1,Line,11.4071,,,,,,,,,,,,,,,,80,-1.8829,-11.2500,-0.1217,136.5695,128.1446,178.8571,138.4525,139.3946,178.9788
1,Line,11.4071,,,,,,,,,,,,,,,,81,-1.7873,-11.2500,-0.6049,136.7413,128.1446,177.9898,138.5285,139.3946,178.5947
1,Line,11.4071,,,,,,,,,,,,,,,,82,-1.5698,-11.2500,-1.0469,137.1316,128.1446,177.1964,138.7014,139.3946,178.2433
1,Line,11.4071,,,,,,,,,,,,,,,,81,-1.8503,-11.2500,0.3698,136.6282,128.1446,179.7393,138.4784,139.3946,179.3695
1,Line,11.4071,,,,,,,,,,,,,,,,85,-1.0469,-11.2500,1.5698,138.0702,128.1446,181.8933,139.1171,139.3946,180.3235
1,Line,11.4071,,,,,,,,,,,,,,,,83,-1.4175,-11.2500,1.2454,137.4050,128.1446,181.3109,138.8225,139.3946,180.0656
1,Line,11.4071,,,,,,,,,,,,,,,,81,-1.6915,-11.2500,0.8360,136.9131,128.1446,180.5762,138.6046,139.3946,179.7402
1,Line,11.2500,,,,,,,,,,,,,,,,90,0.0000,-11.2500,0.0000,131.5604,139.6597,179.1601,131.5604,150.9097,179.1601
1,Line,7.8438,,,,,,,,,,,,,,,,96,0.8397,-7.7500,-0.8704,131.9859,131.9097,176.8479,131.1462,139.6597,177.7184
1,Line,7.8438,,,,,,,,,,,,,,,,99,1.1624,-7.7500,-0.3340,132.7089,131.9097,178.0497,131.5465,139.6597,178.3837
1,Line,7.8438,,,,,,,,,,,,,,,,99,1.2092,-7.7500,-0.0217,132.8138,131.9097,178.7492,131.6046,139.6597,178.7710
1,Line,11.2500,,,,,,,,,,,,,,,,90,0.0000,-11.2500,0.0000,130.8313,139.6597,177.4856,130.8313,150.9097,177.4856
1,Line,11.2500,,,,,,,,,,,,,,,,90,0.0000,-11.2500,0.0000,129.6906,139.6597,177.3563,129.6906,150.9097,177.3563
1,Line,11.2500,,,,,,,,,,,,,,,,90,0.0000,-11.2500,0.0000,130.0778,139.6597,177.2982,130.0778,150.9097,177.2982
1,Line,11.2500,,,,,,,,,,,,,,,,90,0.0000,-11.2500,0.0000,130.4669,139.6597,177.3423,130.4669,150.9097,177.3423
