Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.5375,1.2945,0.4351,3.5375,1.2610,0.4351,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.1403,1.2945,0.3287,3.1403,1.2610,0.3287,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.4311,1.2945,0.2508,3.4311,1.2610,0.2508,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.5090,1.2945,0.5416,3.5090,1.2610,0.5416,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.2182,1.2945,0.6195,3.2182,1.2610,0.6195,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.1403,1.2945,0.5416,3.1403,1.2610,0.5416,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.4311,1.2945,0.6195,3.4311,1.2610,0.6195,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.3246,1.2945,0.6480,3.3246,1.2610,0.6480,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.2182,1.2945,0.2508,3.2182,1.2610,0.2508,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.2830,1.2945,0.3346,3.2830,1.2610,0.3346,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.2241,1.2945,0.3935,3.2241,1.2610,0.3935,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.4259,1.3280,0.3248,3.4259,1.2945,0.3248,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.3663,1.2945,0.3346,3.3663,1.2610,0.3346,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.4764,1.3280,0.4453,3.4764,1.2945,0.4453,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.3246,1.2945,0.2223,3.3246,1.2610,0.2223,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.1118,1.2945,0.4351,3.1118,1.2610,0.4351,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.3391,1.3280,0.2785,3.3391,1.2945,0.2785,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.4252,1.2945,0.3935,3.4252,1.2610,0.3935,,,,,,
1,Circle,,0.0141,-2.1196,-1.2610,0.4351,0.0669,,,0.4206,0.1339,,,,,,,,,,,,,,,,
1,Line,0.2376,,,,,,,,,,90,0.0000,-0.2376,0.0000,-1.7427,-1.3614,0.6527,-1.7427,-1.1239,0.6527,,,,,,
1,Line,0.2376,,,,,,,,,,90,0.0000,-0.2376,0.0000,-2.4964,-1.3614,0.6527,-2.4964,-1.1239,0.6527,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.1491,-1.3280,0.4647,-2.1491,-1.2945,0.4647,,,,,,
1,Line,0.0669,,,,,,,,,,90,0.0000,0.0669,0.0000,-2.1196,-1.2945,0.1688,-2.1196,-1.3614,0.1688,,,,,,
1,Line,0.2376,,,,,,,,,,90,0.0000,-0.2376,0.0000,-1.7427,-1.3614,0.2176,-1.7427,-1.1239,0.2176,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.2691,-1.3280,0.4415,-2.2691,-1.2945,0.4415,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.0130,-1.3280,0.5651,-2.0130,-1.2945,0.5651,,,,,,
1,Line,0.0669,,,,,,,,,,90,0.0000,0.0669,0.0000,-2.3768,-1.2945,0.3662,-2.3768,-1.3614,0.3662,,,,,,
1,Line,0.0669,,,,,,,,,,90,0.0000,0.0669,0.0000,-2.3859,-1.2945,0.4351,-2.3859,-1.3614,0.4351,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.1452,-1.2945,0.4970,-2.1452,-1.2610,0.4970,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.2868,-1.3280,0.4185,-2.2868,-1.2945,0.4185,,,,,,
1,Circle,,0.0009,-2.2846,-1.2945,0.4351,0.0167,,,0.1052,0.0335,,,,,,,,,,,,,,,,
1,Circle,,0.0009,-2.0029,-1.3280,0.5518,0.0167,,,0.1052,0.0335,,,,,,,,,,,,,,,,
1,Circle,,0.0009,-2.2846,-1.3280,0.4351,0.0167,,,0.1052,0.0335,,,,,,,,,,,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.2713,-1.3280,0.4249,-2.2713,-1.2945,0.4249,,,,,,
1,Line,0.2376,,,,,,,,,,90,0.0000,-0.2376,0.0000,-2.4272,-1.3614,0.7428,-2.4272,-1.1239,0.7428,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.1814,-1.2945,0.4607,-2.1814,-1.2610,0.4607,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.2341,-1.3280,0.5352,-2.2341,-1.2945,0.5352,,,,,,
1,Line,0.0669,,,,,,,,,,90,0.0000,0.0669,0.0000,-2.3768,-1.2945,0.5041,-2.3768,-1.3614,0.5041,,,,,,
1,Line,0.0669,,,,,,,,,,90,0.0000,0.0669,0.0000,-2.0506,-1.2945,0.1779,-2.0506,-1.3614,0.1779,,,,,,
1,Line,0.2376,,,,,,,,,,90,0.0000,-0.2376,0.0000,-2.1196,-1.3614,0.8703,-2.1196,-1.1239,0.8703,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.1341,-1.3280,0.2785,-2.1341,-1.2945,0.2785,,,,,,
1,Line,0.0669,,,,,,,,,,90,0.0000,0.0669,0.0000,-1.9864,-1.2945,0.2045,-1.9864,-1.3614,0.2045,,,,,,
1,Line,0.2376,,,,,,,,,,90,0.0000,-0.2376,0.0000,-2.0069,-1.3614,0.8554,-2.0069,-1.1239,0.8554,,,,,,
1,Line,0.2376,,,,,,,,,,90,0.0000,-0.2376,0.0000,-2.2322,-1.3614,0.8554,-2.2322,-1.1239,0.8554,,,,,,
1,Line,0.2376,,,,,,,,,,90,0.0000,-0.2376,0.0000,-1.9020,-1.3614,0.0583,-1.9020,-1.1239,0.0583,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.2299,-1.3280,0.3339,-2.2299,-1.2945,0.3339,,,,,,
1,Line,0.2376,,,,,,,,,,90,0.0000,-0.2376,0.0000,-2.3371,-1.3614,0.8120,-2.3371,-1.1239,0.8120,,,,,,
1,Circle,,0.0009,-2.1196,-1.2945,0.2701,0.0167,,,0.1052,0.0335,,,,,,,,,,,,,,,,
1,Circle,,0.0009,-2.2363,-1.2945,0.5518,0.0167,,,0.1052,0.0335,,,,,,,,,,,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.2230,-1.3280,0.5620,-2.2230,-1.2945,0.5620,,,,,,
1,Circle,,0.0009,-2.1196,-1.3280,0.6002,0.0167,,,0.1052,0.0335,,,,,,,,,,,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.2208,-1.3280,0.5454,-2.2208,-1.2945,0.5454,,,,,,
1,Line,0.0669,,,,,,,,,,90,0.0000,0.0669,0.0000,-2.1885,-1.2945,0.6924,-2.1885,-1.3614,0.6924,,,,,,
1,Circle,,0.0009,-2.1196,-1.3280,0.2701,0.0167,,,0.1052,0.0335,,,,,,,,,,,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.1196,-1.3280,0.2868,-2.1196,-1.2945,0.2868,,,,,,
1,Line,0.0669,,,,,,,,,,90,0.0000,0.0669,0.0000,-2.1196,-1.2945,0.7015,-2.1196,-1.3614,0.7015,,,,,,
1,Line,0.0669,,,,,,,,,,90,0.0000,0.0669,0.0000,-1.8532,-1.2945,0.4351,-1.8532,-1.3614,0.4351,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.3391,1.3280,0.2617,3.3391,1.2945,0.2617,,,,,,
1,Circle,,0.1423,3.3246,1.2610,0.4351,0.2128,,,1.3374,0.4257,,,,,,,,,,,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.3145,1.3280,0.5869,3.3145,1.2945,0.5869,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.3865,1.2945,0.4095,3.3865,1.2610,0.4095,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.3348,1.3280,0.6135,3.3348,1.2945,0.6135,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.2628,1.2945,0.4095,3.2628,1.2610,0.4095,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.2241,1.2945,0.4768,3.2241,1.2610,0.4768,,,,,,
1,Line,0.0669,,,,,,,,,,90,0.0000,-0.0669,0.0000,3.5553,1.2945,0.3020,3.5553,1.3614,0.3020,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.4252,1.2945,0.4768,3.4252,1.2610,0.4768,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.3503,1.2945,0.3733,3.3503,1.2610,0.3733,,,,,,
1,Line,0.0669,,,,,,,,,,90,0.0000,-0.0669,0.0000,3.1915,1.2945,0.2045,3.1915,1.3614,0.2045,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.0854,1.2610,0.3710,3.0854,1.2945,0.3710,,,,,,
1,Circle,,0.1927,3.3246,1.2610,0.4351,0.2477,,,1.5561,0.4953,,,,,,,,,,,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.0770,1.2610,0.4351,3.0770,1.2945,0.4351,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.1102,1.2610,0.3113,3.1102,1.2945,0.3113,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.3665,1.3280,0.4351,3.3665,1.2945,0.4351,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.2015,1.3280,0.3030,3.2015,1.2945,0.3030,,,,,,
1,Circle,,0.0009,3.2079,1.2945,0.3184,0.0167,,,0.1052,0.0335,,,,,,,,,,,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.3246,1.3280,0.3933,3.3246,1.2945,0.3933,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.4478,1.3280,0.5673,3.4478,1.2945,0.5673,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.2951,1.3280,0.4055,3.2951,1.2945,0.4055,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.3412,1.3280,0.5980,3.3412,1.2945,0.5980,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.1441,1.3280,0.4287,3.1441,1.2945,0.4287,,,,,,
1,Line,0.2376,,,,,,,,,,90,0.0000,0.2376,0.0000,2.9043,1.3614,0.5477,2.9043,1.1239,0.5477,,,,,,
1,Line,0.2376,,,,,,,,,,90,0.0000,0.2376,0.0000,3.3246,1.3614,0.0000,3.3246,1.1239,0.0000,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.2990,1.2945,0.3733,3.2990,1.2610,0.3733,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.1925,1.3280,0.5582,3.1925,1.2945,0.5582,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.4248,1.3280,0.5497,3.4248,1.2945,0.5497,,,,,,
1,Circle,,0.1423,3.3246,1.2945,0.4351,0.2128,,,1.3374,0.4257,,,,,,,,,,,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.1463,1.3280,0.4453,3.1463,1.2945,0.4453,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.3865,1.2945,0.4607,3.3865,1.2610,0.4607,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.3503,1.2945,0.4970,3.3503,1.2610,0.4970,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.4349,1.3280,0.5364,3.4349,1.2945,0.5364,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.3542,1.3280,0.4055,3.3542,1.2945,0.4055,,,,,,
1,Line,0.0669,,,,,,,,,,90,0.0000,-0.0669,0.0000,3.2557,1.2945,0.1779,3.2557,1.3614,0.1779,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.2828,1.3280,0.4351,3.2828,1.2945,0.4351,,,,,,
1,Line,0.2376,,,,,,,,,,90,0.0000,0.2376,0.0000,3.6323,1.3614,0.1274,3.6323,1.1239,0.1274,,,,,,
1,Line,0.0669,,,,,,,,,,90,0.0000,-0.0669,0.0000,3.5819,1.2945,0.3662,3.5819,1.3614,0.3662,,,,,,
1,Line,0.0669,,,,,,,,,,90,0.0000,-0.0669,0.0000,3.5130,1.2945,0.6235,3.5130,1.3614,0.6235,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.1495,1.2610,0.2600,3.1495,1.2945,0.2600,,,,,,
1,Circle,,0.0009,3.4414,1.2945,0.3184,0.0167,,,0.1052,0.0335,,,,,,,,,,,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.4435,1.3280,0.3018,3.4435,1.2945,0.3018,,,,,,
1,Circle,,0.0009,3.4897,1.3280,0.4351,0.0167,,,0.1052,0.0335,,,,,,,,,,,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.4281,1.3280,0.3082,3.4281,1.2945,0.3082,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.4568,1.3280,0.3120,3.4568,1.2945,0.3120,,,,,,
1,Circle,,0.0009,3.4414,1.3280,0.3184,0.0167,,,0.1052,0.0335,,,,,,,,,,,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.2008,1.2610,0.6496,3.2008,1.2945,0.6496,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.3246,1.3280,0.2533,3.3246,1.2945,0.2533,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.3102,1.3280,0.2617,3.3102,1.2945,0.2617,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.4919,1.3280,0.4517,3.4919,1.2945,0.4517,,,,,,
1,Circle,,0.0009,3.4414,1.2945,0.5518,0.0167,,,0.1052,0.0335,,,,,,,,,,,,,,,,
1,Circle,,0.0009,3.3246,1.2945,0.6002,0.0167,,,0.1052,0.0335,,,,,,,,,,,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.4515,1.3280,0.5386,3.4515,1.2945,0.5386,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.4579,1.3280,0.5540,3.4579,1.2945,0.5540,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.4875,1.3280,0.4185,3.4875,1.2945,0.4185,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.5052,1.3280,0.4415,3.5052,1.2945,0.4415,,,,,,
1,Circle,,0.0009,3.4897,1.2945,0.4351,0.0167,,,0.1052,0.0335,,,,,,,,,,,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.4742,1.3280,0.4287,3.4742,1.2945,0.4287,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,3.5030,1.3280,0.4249,3.5030,1.2945,0.4249,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.3246,1.2610,0.1875,3.3246,1.2945,0.1875,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.3887,1.2610,0.1959,3.3887,1.2945,0.1959,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.2605,1.2610,0.6743,3.2605,1.2945,0.6743,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.3246,1.2610,0.6828,3.3246,1.2945,0.6828,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.4485,1.2610,0.2206,3.4485,1.2945,0.2206,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.5723,1.2610,0.4351,3.5723,1.2945,0.4351,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.5639,1.2610,0.3710,3.5639,1.2945,0.3710,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.4998,1.2610,0.2600,3.4998,1.2945,0.2600,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.5391,1.2610,0.3113,3.5391,1.2945,0.3113,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.3887,1.2610,0.6743,3.3887,1.2945,0.6743,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.0854,1.2610,0.4992,3.0854,1.2945,0.4992,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.2008,1.2610,0.2206,3.2008,1.2945,0.2206,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.1495,1.2610,0.6103,3.1495,1.2945,0.6103,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.1102,1.2610,0.5590,3.1102,1.2945,0.5590,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.2605,1.2610,0.1959,3.2605,1.2945,0.1959,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.4998,1.2610,0.6103,3.4998,1.2945,0.6103,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.4485,1.2610,0.6496,3.4485,1.2945,0.6496,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.5639,1.2610,0.4992,3.5639,1.2945,0.4992,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,3.5391,1.2610,0.5590,3.5391,1.2945,0.5590,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-1.9700,-1.3280,0.4287,-1.9700,-1.2945,0.4287,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-1.9412,-1.3280,0.4249,-1.9412,-1.2945,0.4249,,,,,,
1,Circle,,0.0009,-2.1196,-1.2945,0.6002,0.0167,,,0.1052,0.0335,,,,,,,,,,,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-1.9567,-1.3280,0.4185,-1.9567,-1.2945,0.4185,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-1.9391,-1.3280,0.4415,-1.9391,-1.2945,0.4415,,,,,,
1,Circle,,0.0009,-1.9545,-1.3280,0.4351,0.0167,,,0.1052,0.0335,,,,,,,,,,,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.0161,-1.3280,0.3082,-2.0161,-1.2945,0.3082,,,,,,
1,Circle,,0.0009,-1.9545,-1.2945,0.4351,0.0167,,,0.1052,0.0335,,,,,,,,,,,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-1.9523,-1.3280,0.4517,-1.9523,-1.2945,0.4517,,,,,,
1,Circle,,0.0009,-2.0029,-1.2945,0.5518,0.0167,,,0.1052,0.0335,,,,,,,,,,,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.0131,-1.2945,0.6195,-2.0131,-1.2610,0.6195,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.1196,-1.2945,0.6480,-2.1196,-1.2610,0.6480,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-1.9067,-1.2945,0.4351,-1.9067,-1.2610,0.4351,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-1.9352,-1.2945,0.5416,-1.9352,-1.2610,0.5416,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.2260,-1.2945,0.6195,-2.2260,-1.2610,0.6195,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-1.9927,-1.3280,0.5386,-1.9927,-1.2945,0.5386,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-1.9863,-1.3280,0.5540,-1.9863,-1.2945,0.5540,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.3039,-1.2945,0.5416,-2.3039,-1.2610,0.5416,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.1051,-1.3280,0.2617,-2.1051,-1.2945,0.2617,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,-1.8803,-1.2610,0.4992,-1.8803,-1.2945,0.4992,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,-1.9051,-1.2610,0.5590,-1.9051,-1.2945,0.5590,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,-2.2434,-1.2610,0.2206,-2.2434,-1.2945,0.2206,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,-2.1837,-1.2610,0.1959,-2.1837,-1.2945,0.1959,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,-1.9444,-1.2610,0.6103,-1.9444,-1.2945,0.6103,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,-2.1837,-1.2610,0.6743,-2.1837,-1.2945,0.6743,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,-2.1196,-1.2610,0.6828,-2.1196,-1.2945,0.6828,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,-1.9957,-1.2610,0.6496,-1.9957,-1.2945,0.6496,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,-2.0555,-1.2610,0.6743,-2.0555,-1.2945,0.6743,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,-2.3588,-1.2610,0.4992,-2.3588,-1.2945,0.4992,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-1.9874,-1.3280,0.3120,-1.9874,-1.2945,0.3120,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.1196,-1.3280,0.2533,-2.1196,-1.2945,0.2533,,,,,,
1,Circle,,0.0009,-2.0029,-1.2945,0.3184,0.0167,,,0.1052,0.0335,,,,,,,,,,,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.0007,-1.3280,0.3018,-2.0007,-1.2945,0.3018,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,-0.0335,0.0000,-2.1341,-1.3280,0.2617,-2.1341,-1.2945,0.2617,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,-2.2947,-1.2610,0.6103,-2.2947,-1.2945,0.6103,,,,,,
1,Line,0.0335,,,,,,,,,,90,0.0000,0.0335,0.0000,-2.3340,-1.2610,0.5590,-2.3340,-1.2945,0.5590,,,,,,
