Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,,,3.1061,,,,,,,,180,-3.1061,0.0000,0.0000,183.4124,-12.6226,-0.1743,186.5185,-12.6226,-0.1743
1,Line,,,,,,,3.1061,,,,,,,,180,-3.1061,0.0000,0.0000,183.4124,-17.6458,3.6850,186.5185,-17.6458,3.6850
1,Line,,,,,,,3.1061,,,,,,,,180,-3.1061,0.0000,0.0000,183.4124,20.5091,32.9989,186.5185,20.5091,32.9989
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,87.9118,44.2585,339.7552,87.9118,44.2585
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,82.0622,41.8325,339.7552,82.0622,41.8325
1,Line,,,,,,,3.1061,,,,,,,,180,-3.1061,0.0000,0.0000,183.4124,5.7819,-2.6003,186.5185,5.7819,-2.6003
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,118.4433,20.8016,339.7552,118.4433,20.8016
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,117.6169,27.0868,339.7552,117.6169,27.0868
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,115.1939,32.9438,339.7552,115.1939,32.9438
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,70.7616,27.0868,339.7552,70.7616,27.0868
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,117.6169,14.5163,339.7552,117.6169,14.5163
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,77.0390,37.9732,339.7552,77.0390,37.9732
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,73.1846,32.9438,339.7552,73.1846,32.9438
1,Line,,,,,,,3.1061,,,,,,,,180,-3.1061,0.0000,0.0000,183.3675,117.6169,14.5163,186.4737,117.6169,14.5163
1,Line,,,,,,,71.8840,,,,,,,,270,0.0000,-71.8840,0.0000,339.7552,57.6882,26.5123,339.7552,129.5722,26.5123
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,345.9675,-3.5415,1.1172,342.8613,-3.5415,1.1172
1,3D Polyline,,,,,,,6.3394,,,,,,,,,,,,,,,,,
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,-21.1866,8.6593,339.7552,-21.1866,8.6593
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,-17.3322,37.9732,339.7552,-17.3322,37.9732
1,Line,,,,,,,3.1061,,,,,,,,180,-3.1061,0.0000,0.0000,180.2614,97.6300,1.0370,183.3675,97.6300,1.0370
1,Line,,,,,,,3.1061,,,,,,,,180,-3.1061,0.0000,0.0000,183.4124,-17.6458,38.0283,186.5185,-17.6458,38.0283
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,345.9675,-12.7408,5.5727,342.8613,-12.7408,5.5727
1,Line,,,,,,,3.1061,,,,,,,,180,-3.1061,0.0000,0.0000,180.3062,17.0128,29.1149,183.4124,17.0128,29.1149
1,Line,,,,,,,3.1061,,,,,,,,180,-3.1061,0.0000,0.0000,180.2614,81.0226,35.4122,183.3675,81.0226,35.4122
1,Line,,,,,,,20.2292,,,,,,,,0,0.0000,0.0000,20.2292,339.7552,-28.3613,46.7416,339.7552,-28.3613,26.5123
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,345.9675,74.8448,19.0898,342.8613,74.8448,19.0898
1,Line,,,,,,,153.2366,,,,,,,,0,153.2366,0.0000,0.0000,339.7552,129.5722,26.5123,186.5185,129.5722,26.5123
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,11.9451,41.8325,339.7552,11.9451,41.8325
1,Line,,,,,,,59.6065,,,,,,,,90,0.0000,59.6065,0.0000,186.5185,31.2451,26.5123,186.5185,-28.3613,26.5123
1,Line,,,,,,,3.1061,,,,,,,,0,3.1061,0.0000,0.0000,342.8613,-23.6096,14.5163,339.7552,-23.6096,14.5163
1,Line,,,,,,,20.2292,,,,,,,,0,0.0000,0.0000,20.2292,186.5185,129.5722,46.7416,186.5185,129.5722,26.5123
