Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,2.3554,,,,,,,,,,,,,,,,84,0.1325,1.2529,-1.9901,39.7868,625.3128,-2.7698,39.6543,624.0599,-0.7797
1,Line,1.0029,,,,,,,,,,,,,,,,92,-0.0419,1.0020,0.0000,120.7201,568.8740,40.3329,120.7621,567.8720,40.3329
1,Line,1.3721,,,,,,,,,,,,,,,,0,1.3721,0.0022,0.0000,119.1713,502.3240,15.0628,117.7992,502.3217,15.0628
1,Line,1.3721,,,,,,,,,,,,,,,,0,1.3721,0.0022,0.0000,134.6972,514.8842,-0.5662,133.3251,514.8820,-0.5662
1,Line,11.0554,,,,,,,,,,,,,,,,92,-0.0822,2.6409,10.7351,104.6595,501.2651,11.5143,104.7418,498.6242,0.7792
1,Line,6.8926,,,,,,,,,,,,,,,,92,0.2145,-6.8893,0.0000,105.1419,485.7695,-5.0682,104.9275,492.6588,-5.0682
1,Line,1.1568,,,,,,,,,,,,,,,,0,0.0000,0.0000,1.1568,105.1419,485.7695,-3.9114,105.1419,485.7695,-5.0682
1,Line,37.3725,,,,,,,,,,,,,,,,0,0.0000,0.0000,37.3725,104.4985,506.4375,17.4543,104.4985,506.4375,-19.9182
1,Line,14.8500,,,,,,,,,,,,,,,,0,0.0000,0.0000,14.8500,104.9275,492.6588,-5.0682,104.9275,492.6588,-19.9182
1,3D Polyline,6.3492,,,,,,,,,,,,,,,,,,,,,,,,,
1,Line,1.2532,,,,,,,,,,,,,,,,92,0.0390,-1.2526,0.0000,44.8077,473.7486,-2.9793,44.7687,475.0012,-2.9793
1,Line,4.2377,,,,,,,,,,,,,,,,92,0.0390,-1.2526,4.0482,27.7444,431.3807,20.5636,27.7054,432.6333,16.5154
1,Line,1.2532,,,,,,,,,,,,,,,,92,0.0390,-1.2526,0.0000,121.7438,566.7117,-0.5662,121.7048,567.9643,-0.5662
1,Line,1.3721,,,,,,,,,,,,,,,,0,-1.3721,-0.0022,0.0000,43.6947,705.3619,14.0689,45.0667,705.3642,14.0689
1,Line,12.0308,,,,,,,,,,,,,,,,92,0.3743,-12.0250,0.0000,121.7994,554.6862,-0.9630,121.4251,566.7111,-0.9630
1,Line,1.0029,,,,,,,,,,,,,,,,92,-0.0419,1.0020,0.0000,117.4023,568.8390,42.2106,117.4442,567.8370,42.2106
1,Line,1.3721,,,,,,,,,,,,,,,,0,1.3721,0.0022,0.0000,119.1922,501.6520,13.0576,117.8202,501.6498,13.0576
1,Line,12.0308,,,,,,,,,,,,,,,,92,0.3743,-12.0250,0.0000,122.1182,554.6867,-0.5662,121.7438,566.7117,-0.5662
1,Line,19.2017,,,,,,,,,,,,,,,,1,-18.9762,-0.2006,-2.9275,110.6210,377.3068,48.7661,129.5972,377.5074,51.6936
1,Line,1.2532,,,,,,,,,,,,,,,,92,0.0390,-1.2526,0.0000,118.6634,268.3219,-2.6381,118.6244,269.5745,-2.6381
1,Line,1.2532,,,,,,,,,,,,,,,,92,0.0390,-1.2526,0.0000,129.9755,252.5567,-1.9301,129.9365,253.8093,-1.9301
1,Line,1.3721,,,,,,,,,,,,,,,,0,1.3721,0.0022,0.0000,90.0248,868.8399,-3.1089,88.6527,868.8377,-3.1089
1,Line,1.3721,,,,,,,,,,,,,,,,0,1.3721,0.0022,0.0000,104.2264,879.8618,-1.6492,102.8543,879.8595,-1.6492
1,Line,13.1719,,,,,,,,,,,,,,,,0,13.1719,0.0215,0.0000,139.6536,311.5899,14.0689,126.4817,311.5684,14.0689
1,Line,19.2017,,,,,,,,,,,,,,,,1,-18.9762,-0.2006,-2.9275,104.6520,568.7042,48.7661,123.6283,568.9048,51.6936
1,Line,5.0000,,,,,,,,,,,,,,,,2,-4.9975,-0.1571,0.0000,126.2503,260.3702,-37.2540,131.2479,260.5272,-37.2540
1,Line,19.2017,,,,,,,,,,,,,,,,1,-18.9762,-0.2006,-2.9275,104.6940,567.7021,48.7661,123.6702,567.9028,51.6936
1,Line,1.0029,,,,,,,,,,,,,,,,92,-0.0419,1.0020,0.0000,123.6283,568.9048,51.6936,123.6702,567.9028,51.6936
1,Line,12.0308,,,,,,,,,,,,,,,,92,0.3743,-12.0250,0.0000,115.0320,364.2701,-2.9793,114.6577,376.2951,-2.9793
1,Line,1.3721,,,,,,,,,,,,,,,,0,1.3721,0.0022,0.0000,118.9024,510.9609,14.0689,117.5304,510.9586,14.0689
1,Line,1.3721,,,,,,,,,,,,,,,,0,1.3721,0.0022,0.0000,118.8974,511.1223,13.5653,117.5253,511.1201,13.5653
1,Line,13.1719,,,,,,,,,,,,,,,,0,13.1719,0.0215,0.0000,134.2043,486.6407,-2.6935,121.0323,486.6192,-2.6935
1,Line,1.2532,,,,,,,,,,,,,,,,92,0.0390,-1.2526,0.0000,111.7029,458.7155,-3.5702,111.6639,459.9681,-3.5702
1,Line,42.2400,,,,,,,,,,,,,,,,0,0.0000,0.0000,42.2400,50.4985,508.8396,59.6943,50.4985,508.8396,17.4543
1,Line,2.5298,,,,,,,,,,,,,,,,92,0.0390,-1.2526,2.1976,132.1940,239.2821,2.0575,132.1550,240.5347,-0.1400
1,Line,13.1719,,,,,,,,,,,,,,,,0,13.1719,0.0215,0.0000,123.9604,304.4029,-2.5660,110.7885,304.3814,-2.5660
1,Line,12.0308,,,,,,,,,,,,,,,,92,0.3743,-12.0250,0.0000,130.7504,255.0633,-1.3254,130.3760,267.0883,-1.3254
1,Line,12.0308,,,,,,,,,,,,,,,,92,0.3743,-12.0250,0.0000,131.1159,255.0639,-0.9630,130.7416,267.0889,-0.9630
1,Line,0.5488,,,,,,,,,,,,,,,,0,-0.5488,-0.0009,0.0000,18.2954,432.5077,-9.7157,18.8442,432.5086,-9.7157
1,Line,0.5488,,,,,,,,,,,,,,,,0,-0.5488,-0.0009,0.0000,12.2904,625.4083,7.7743,12.8392,625.4092,7.7743
1,Line,27.8438,,,,,,,,,,,,,,,,0,0.0000,0.0000,-27.8438,29.7364,188.4007,17.4649,29.7364,188.4007,45.3087
1,3D Polyline,3.7788,,,,,,,,,,,,,,,,,,,,,,,,,
1,Line,0.5488,,,,,,,,,,,,,,,,0,-0.5488,-0.0009,0.0000,24.2223,242.1124,-0.9707,24.7712,242.1133,-0.9707
1,Line,0.5488,,,,,,,,,,,,,,,,0,-0.5488,-0.0009,0.0000,24.2223,242.1124,-8.2582,24.7712,242.1133,-8.2582
1,Line,1.4575,,,,,,,,,,,,,,,,0,0.0000,0.0000,1.4575,24.2223,242.1124,0.4868,24.2223,242.1124,-0.9707
1,Line,1.4575,,,,,,,,,,,,,,,,0,0.0000,0.0000,1.4575,18.2954,432.5077,-8.2582,18.2954,432.5077,-9.7157
1,Line,0.5488,,,,,,,,,,,,,,,,0,-0.5488,-0.0009,0.0000,20.0579,375.8902,-8.2582,20.6067,375.8911,-8.2582
1,3D Polyline,5.3835,,,,,,,,,,,,,,,,,,,,,,,,,
1,Line,1.0977,,,,,,,,,,,,,,,,0,1.0977,0.0018,0.0000,5.4267,898.7882,14.9652,4.3290,898.7864,14.9652
1,Line,0.4249,,,,,,,,,,,,,,,,92,0.0132,-0.4247,0.0000,5.5978,893.2894,14.9652,5.5846,893.7141,14.9652
1,Line,12.0308,,,,,,,,,,,,,,,,92,0.3743,-12.0250,0.0000,25.6896,654.3516,0.3103,25.3153,666.3766,0.3103
1,Line,13.1719,,,,,,,,,,,,,,,,0,13.1719,0.0215,0.0000,112.2379,680.9721,-2.7698,99.0659,680.9506,-2.7698
