Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,2.2500,,,,,,,,,,180,-0.0165,0.0000,-2.2499,226.8493,11.5003,70.4057,226.8658,11.5003,72.6556
1,Line,2.2500,,,,,,,,,,180,-0.0165,0.0000,-2.2499,226.5026,11.6439,70.4082,226.5191,11.6439,72.6582
1,Line,2.2500,,,,,,,,,,180,-0.0165,0.0000,-2.2499,227.1470,11.2719,70.4035,227.1635,11.2719,72.6534
1,Line,2.2500,,,,,,,,,,180,-0.0165,0.0000,-2.2499,227.5191,10.6274,70.4008,227.5356,10.6274,72.6507
1,Line,2.2500,,,,,,,,,,180,-0.0165,0.0000,-2.2499,227.3755,10.9741,70.4018,227.3920,10.9741,72.6518
1,Arc,4.5160,3.2459,226.1471,10.2554,72.6609,1.4375,270,180,,,,,,,,,,,,
1,Arc,4.5160,3.2459,226.1471,10.2554,72.6609,1.4375,90,180,,,,,,,,,,,,
1,Line,2.8750,,,,,,,,,,270,0.0000,-2.8750,0.0000,226.1471,8.8179,72.6609,226.1471,11.6929,72.6609
1,Arc,4.5160,3.2459,226.1306,10.2554,70.4110,1.4375,270,180,,,,,,,,,,,,
1,Line,6.6438,,,,,,,,,,270,0.0000,-6.6438,0.0000,226.1471,2.1741,72.6609,226.1471,8.8179,72.6609
1,Line,2.2500,,,,,,,,,,180,-0.0165,0.0000,-2.2499,227.5680,10.2554,70.4004,227.5846,10.2554,72.6504
1,Line,2.2500,,,,,,,,,,180,-0.0165,0.0000,-2.2499,226.1306,8.8179,70.4110,226.1471,8.8179,72.6609
1,Arc,4.5160,3.2459,226.1306,10.2554,70.4110,1.4375,90,180,,,,,,,,,,,,
1,Line,2.2500,,,,,,,,,,180,-0.0165,0.0000,-2.2499,225.7585,8.8669,70.4137,225.7751,8.8669,72.6636
1,Line,2.2500,,,,,,,,,,180,-0.0165,0.0000,-2.2499,225.1141,9.2389,70.4184,225.1307,9.2389,72.6684
1,Line,2.2500,,,,,,,,,,180,-0.0165,0.0000,-2.2499,225.4118,9.0105,70.4163,225.4284,9.0105,72.6662
1,Line,2.2500,,,,,,,,,,180,-0.0165,0.0000,-2.2499,227.3755,9.5366,70.4018,227.3920,9.5366,72.6518
1,Line,2.2500,,,,,,,,,,180,-0.0165,0.0000,-2.2499,227.5191,9.8833,70.4008,227.5356,9.8833,72.6507
1,Line,2.2500,,,,,,,,,,180,-0.0165,0.0000,-2.2499,227.1470,9.2389,70.4035,227.1635,9.2389,72.6534
1,Line,2.2500,,,,,,,,,,180,-0.0165,0.0000,-2.2499,226.5026,8.8669,70.4082,226.5191,8.8669,72.6582
1,Line,2.2500,,,,,,,,,,180,-0.0165,0.0000,-2.2499,226.8493,9.0105,70.4057,226.8658,9.0105,72.6556
1,Line,13.7011,,,,,,,,,,90,0.0000,13.7011,0.0000,224.6244,18.5104,74.8597,224.6244,4.8094,74.8597
1,Line,11.0658,,,,,,,,,,90,0.0000,11.0658,0.0000,224.6244,15.8752,72.6721,224.6244,4.8094,72.6721
1,Line,1.4134,,,,,,,,,,0,1.4134,0.0000,-0.0104,226.0377,18.5104,74.7868,224.6244,18.5104,74.7972
1,Line,2.6352,,,,,,,,,,90,0.0000,2.6352,0.0000,226.0377,18.5104,74.7868,226.0377,15.8752,74.7868
1,Line,2.1251,,,,,,,,,,90,0.0000,0.0000,-2.1251,224.6244,18.5104,72.6721,224.6244,18.5104,74.7972
1,Line,2.6352,,,,,,,,,,90,0.0000,2.6352,0.0000,226.0221,18.5104,72.6618,226.0221,15.8752,72.6618
1,Line,1.7897,,,,,,,,,,0,1.7897,0.0000,-0.0131,224.6244,4.8094,72.6721,222.8347,4.8094,72.6852
1,Line,2.1250,,,,,,,,,,0,0.0156,0.0000,2.1249,226.0377,18.5104,74.7868,226.0221,18.5104,72.6618
1,Line,2.1876,,,,,,,,,,90,0.0000,0.0000,-2.1876,224.6244,4.8094,72.6721,224.6244,4.8094,74.8597
1,Line,1.7897,,,,,,,,,,0,1.7897,0.0000,-0.0131,224.6244,18.5104,72.6721,222.8347,18.5104,72.6852
1,Line,5.4025,,,,,,,,,,0,5.4024,0.0000,-0.0397,226.0377,15.8752,74.7868,220.6354,15.8752,74.8265
1,Line,1.5389,,,,,,,,,,0,1.5388,0.0000,-0.0113,226.1632,18.5104,74.8484,224.6244,18.5104,74.8597
1,Line,0.0625,,,,,,,,,,0,0.0000,0.0000,-0.0625,224.6244,18.5104,74.7972,224.6244,18.5104,74.8597
1,Line,1.7897,,,,,,,,,,0,1.7897,0.0000,-0.0131,224.6244,15.8752,72.6721,222.8347,15.8752,72.6852
1,Line,1.3978,,,,,,,,,,0,1.3977,0.0000,-0.0103,226.0221,18.5104,72.6618,224.6244,18.5104,72.6721
1,Line,5.5329,,,,,,,,,,90,0.0000,5.5329,0.0000,222.8347,10.3423,72.6852,222.8347,4.8094,72.6852
1,Line,0.1250,,,,,,,,,,180,-0.1250,0.0000,0.0009,226.0221,18.5104,72.6618,226.1471,18.5104,72.6609
1,Line,2.1250,,,,,,,,,,0,0.0156,0.0000,2.1249,226.0377,15.8752,74.7868,226.0221,15.8752,72.6618
1,Line,0.1250,,,,,,,,,,180,-0.1250,0.0000,0.0009,226.0377,18.5104,74.7868,226.1627,18.5104,74.7859
1,Line,0.0625,,,,,,,,,,0,0.0005,0.0000,0.0625,226.1632,18.5104,74.8484,226.1627,18.5104,74.7859
1,Line,2.1250,,,,,,,,,,0,0.0156,0.0000,2.1249,226.1627,18.5104,74.7859,226.1471,18.5104,72.6609
