Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Length,Start X,Start Y,Start Z
1,Line,,,,,,,90,0.0000,-5.7815,0.0000,71.0913,70.3291,12.8848,7.1691,71.0913,77.4982,12.8848
1,Line,,,,,,,90,0.0000,-5.7815,0.0000,70.9283,70.3291,13.1584,7.1691,70.9283,77.4982,13.1584
1,Line,,,,,,,90,0.0000,-5.7815,0.0000,71.4929,70.3291,12.3915,7.1691,71.4929,77.4982,12.3915
1,Line,,,,,,,90,0.0000,-5.7815,0.0000,71.2801,70.3291,12.6284,7.1691,71.2801,77.4982,12.6284
1,Line,,,,,,,90,0.0000,-5.7815,0.0000,70.7928,70.3291,13.4465,7.1691,70.7928,77.4982,13.4465
1,Line,,,,,,,0,7.3757,0.0000,2.4462,78.5539,77.4982,22.7870,9.6358,69.4080,77.4982,19.7537
1,Line,,,,,,,0,0.0000,0.0000,-5.7293,78.5539,70.3291,22.7870,7.1044,78.5539,70.3291,29.8914
1,Line,,,,,,,90,0.0000,-5.7815,0.0000,70.6858,70.3291,13.7465,7.1691,70.6858,77.4982,13.7465
1,Line,,,,,,,90,0.0000,-5.7815,0.0000,70.6086,70.3291,14.0554,7.1691,70.6086,77.4982,14.0554
1,Line,,,,,,,90,0.0000,5.7815,0.0000,78.5539,77.4982,7.0798,7.1691,78.5539,70.3291,7.0798
1,Line,,,,,,,90,0.0000,-5.7815,0.0000,73.1483,70.3291,11.4916,7.1691,73.1483,77.4982,11.4916
1,Line,,,,,,,90,0.0000,-5.7815,0.0000,66.6897,70.3291,28.9208,7.1691,66.6897,77.4982,28.9208
1,Line,,,,,,,180,-32.4192,0.0000,0.0000,38.3542,77.4982,7.0798,40.1997,78.5539,77.4982,7.0798
1,Line,,,,,,,90,0.0000,-5.7815,0.0000,72.8402,70.3291,11.5717,7.1691,72.8402,77.4982,11.5717
1,Line,,,,,,,90,0.0000,-5.7815,0.0000,71.9824,70.3291,11.9853,7.1691,71.9824,77.4982,11.9853
1,Line,,,,,,,90,0.0000,-5.7815,0.0000,71.7277,70.3291,12.1765,7.1691,71.7277,77.4982,12.1765
1,Line,,,,,,,90,0.0000,-5.7815,0.0000,72.5412,70.3291,11.6815,7.1691,72.5412,77.4982,11.6815
1,Line,,,,,,,90,0.0000,-5.7815,0.0000,72.2544,70.3291,11.8198,7.1691,72.2544,77.4982,11.8198
1,Line,,,,,,,180,-7.8911,0.0000,0.0000,68.7689,77.4982,29.8914,9.7850,78.5539,77.4982,29.8914
1,Line,,,,,,,0,0.0000,0.0000,10.6870,51.8282,77.4982,25.4796,13.2518,51.8282,77.4982,12.2278
1,Line,,,,,,,180,-10.6870,0.0000,0.0000,51.8282,77.4982,12.2278,13.2518,65.0800,77.4982,12.2278
1,Line,,,,,,,90,0.0000,-5.7815,0.0000,66.3192,70.3291,29.2083,7.1691,66.3192,77.4982,29.2083
1,Line,,,,,,,0,0.0000,0.0000,10.6870,65.0800,77.4982,25.4796,13.2518,65.0800,77.4982,12.2278
1,Line,,,,,,,90,0.0000,-0.6671,0.0000,65.0800,77.4982,25.4796,0.8272,65.0800,78.3254,25.4796
1,Line,,,,,,,0,0.2411,0.0000,0.0885,44.3369,77.4982,11.6815,0.3184,44.0380,77.4982,11.5717
1,Line,,,,,,,0,0.2485,0.0000,0.0646,44.0380,77.4982,11.5717,0.3184,43.7298,77.4982,11.4916
1,Line,,,,,,,0,0.2194,0.0000,0.1335,44.8958,77.4982,11.9853,0.3184,44.6237,77.4982,11.8198
1,Line,,,,,,,0,0.2313,0.0000,0.1115,44.6237,77.4982,11.8198,0.3184,44.3369,77.4982,11.6815
1,Line,,,,,,,90,0.0000,5.7815,0.0000,68.7689,77.4982,22.7870,7.1691,68.7689,70.3291,22.7870
1,Line,,,,,,,90,0.0000,-5.7815,0.0000,67.9886,70.3291,26.4907,7.1691,67.9886,77.4982,26.4907
1,Line,,,,,,,0,0.0000,0.0000,5.7293,68.7689,77.4982,29.8914,7.1044,68.7689,77.4982,22.7870
1,Line,,,,,,,180,-0.5154,0.0000,2.4462,68.7689,70.3291,22.7870,3.0999,69.4080,70.3291,19.7537
1,Line,,,,,,,0,32.4192,0.0000,0.0000,78.5539,70.3291,7.0798,40.1997,38.3542,70.3291,7.0798
1,Line,,,,,,,90,0.0000,5.7815,0.0000,38.3542,77.4982,11.4916,7.1691,38.3542,70.3291,11.4916
