Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.4344,,,,,,,,,,,,,,,,68,0.1663,0.4014,0.0000,623.4002,22.0980,31.9289,623.2339,21.6967,31.9289
1,Line,0.4999,,,,,,,,,,,,,,,,165,-0.1477,0.0396,0.4759,623.2524,22.1376,32.4048,623.4002,22.0980,31.9289
1,Line,0.4999,,,,,,,,,,,,,,,,135,-0.1082,0.1082,0.4759,622.8613,21.4602,32.4048,622.9694,21.3520,31.9289
1,Line,0.3945,,,,,,,,,,,,,,,,173,0.3911,-0.0515,0.0000,622.1838,23.9885,32.4048,621.7927,24.0400,32.4048
1,Line,0.5620,,,,,,,,,,,,,,,,173,-0.5572,0.0734,0.0000,621.7927,24.6817,31.8229,622.3499,24.6084,31.8229
1,Line,0.4344,,,,,,,,,,,,,,,,173,-0.4307,0.0567,0.0000,621.7927,24.1930,31.9289,622.2234,24.1363,31.9289
1,Line,0.4999,,,,,,,,,,,,,,,,90,0.0000,-0.1530,0.4759,621.7927,24.0400,32.4048,621.7927,24.1930,31.9289
1,Line,0.4996,,,,,,,,,,,,,,,,90,0.0000,-0.3358,-0.3699,621.7927,24.6817,31.8229,621.7927,25.0175,32.1929
1,Line,0.4344,,,,,,,,,,,,,,,,98,-0.0567,0.4307,0.0000,623.4002,22.9595,31.9289,623.4569,22.5288,31.9289
1,Line,0.4999,,,,,,,,,,,,,,,,15,-0.1477,-0.0396,0.4759,623.2524,22.9199,32.4048,623.4002,22.9595,31.9289
1,Line,0.6497,,,,,,,,,,,,,,,,173,-0.6441,0.0848,0.0000,621.7927,25.0175,32.1929,622.4368,24.9327,32.1929
1,Line,0.5001,,,,,,,,,,,,,,,,90,0.0000,-0.4887,0.1060,621.7927,24.1930,31.9289,621.7927,24.6817,31.8229
1,Line,0.4822,,,,,,,,,,,,,,,,83,0.0629,0.4781,0.0000,623.6397,22.5288,32.7748,623.5768,22.0507,32.7748
1,Line,0.4996,,,,,,,,,,,,,,,,75,-0.0869,-0.3243,-0.3699,622.3499,24.6084,31.8229,622.4368,24.9327,32.1929
