Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.0057,,,,,,,,,,270,0.0000,-0.0010,-0.0056,-9.7502,3.0976,1.2395,-9.7502,3.0986,1.2451
1,Line,0.0145,,,,,,,,,,113,-0.0056,0.0131,-0.0027,-9.7557,3.1108,1.2369,-9.7502,3.0976,1.2395
1,Line,0.0029,,,,,,,,,,270,0.0000,-0.0005,-0.0028,-9.7456,3.0841,1.2423,-9.7456,3.0846,1.2451
1,Line,0.0145,,,,,,,,,,117,-0.0066,0.0127,-0.0026,-9.7623,3.1234,1.2343,-9.7557,3.1108,1.2369
1,Line,0.0110,,,,,,,,,,270,0.0000,-0.0019,-0.0108,-9.7623,3.1234,1.2343,-9.7623,3.1253,1.2451
1,Line,0.0145,,,,,,,,,,122,-0.0076,0.0121,-0.0025,-9.7699,3.1355,1.2318,-9.7623,3.1234,1.2343
1,Line,0.0084,,,,,,,,,,270,0.0000,-0.0014,-0.0083,-9.7557,3.1108,1.2369,-9.7557,3.1122,1.2451
1,Line,0.0145,,,,,,,,,,108,-0.0045,0.0135,-0.0028,-9.7502,3.0976,1.2395,-9.7456,3.0841,1.2423
1,Line,0.0134,,,,,,,,,,286,0.0036,-0.0126,0.0026,-9.7547,3.0831,1.2425,-9.7583,3.0958,1.2399
1,Line,0.0078,,,,,,,,,,270,0.0000,-0.0013,-0.0077,-9.7630,3.1081,1.2374,-9.7630,3.1094,1.2451
1,Line,0.0134,,,,,,,,,,291,0.0047,-0.0123,0.0025,-9.7583,3.0958,1.2399,-9.7630,3.1081,1.2374
1,Line,0.0053,,,,,,,,,,270,0.0000,-0.0009,-0.0052,-9.7583,3.0958,1.2399,-9.7583,3.0967,1.2451
1,Line,0.0145,,,,,,,,,,104,-0.0034,0.0138,-0.0028,-9.7456,3.0841,1.2423,-9.7422,3.0702,1.2451
1,Line,0.0027,,,,,,,,,,270,0.0000,-0.0005,-0.0026,-9.7547,3.0831,1.2425,-9.7547,3.0836,1.2451
1,Line,0.0134,,,,,,,,,,281,0.0025,-0.0129,0.0026,-9.7522,3.0702,1.2451,-9.7547,3.0831,1.2425
1,Line,0.0253,,,,,,,,,,90,0.0000,0.0043,0.0249,-9.8330,3.1970,1.2451,-9.8330,3.1927,1.2202
1,Line,0.0221,,,,,,,,,,270,0.0000,-0.0038,-0.0217,-9.8090,3.1770,1.2234,-9.8090,3.1808,1.2451
1,Line,0.0144,,,,,,,,,,145,-0.0117,0.0083,-0.0017,-9.8207,3.1853,1.2217,-9.8090,3.1770,1.2234
1,Line,0.0144,,,,,,,,,,149,-0.0123,0.0074,-0.0015,-9.8330,3.1927,1.2202,-9.8207,3.1853,1.2217
1,Line,0.0145,,,,,,,,,,153,-0.0129,0.0066,0.0000,-9.8459,3.2037,1.2451,-9.8330,3.1970,1.2451
1,Line,0.0266,,,,,,,,,,90,0.0000,0.0045,-0.0262,-9.8459,3.2037,1.2451,-9.8459,3.1991,1.2714
1,Line,0.0238,,,,,,,,,,270,0.0000,-0.0041,-0.0234,-9.8207,3.1853,1.2217,-9.8207,3.1894,1.2451
1,Line,0.0202,,,,,,,,,,270,0.0000,-0.0034,-0.0199,-9.7980,3.1678,1.2252,-9.7980,3.1713,1.2451
1,Line,0.0145,,,,,,,,,,131,-0.0094,0.0108,-0.0022,-9.7878,3.1578,1.2273,-9.7784,3.1470,1.2295
1,Line,0.0135,,,,,,,,,,270,0.0000,-0.0023,-0.0133,-9.7699,3.1355,1.2318,-9.7699,3.1378,1.2451
1,Line,0.0145,,,,,,,,,,127,-0.0085,0.0115,-0.0023,-9.7784,3.1470,1.2295,-9.7699,3.1355,1.2318
1,Line,0.0159,,,,,,,,,,270,0.0000,-0.0027,-0.0156,-9.7784,3.1470,1.2295,-9.7784,3.1497,1.2451
1,Line,0.0144,,,,,,,,,,140,-0.0110,0.0092,-0.0019,-9.8090,3.1770,1.2234,-9.7980,3.1678,1.2252
1,Line,0.0181,,,,,,,,,,270,0.0000,-0.0031,-0.0178,-9.7878,3.1578,1.2273,-9.7878,3.1609,1.2451
1,Line,0.0145,,,,,,,,,,136,-0.0102,0.0100,-0.0020,-9.7980,3.1678,1.2252,-9.7878,3.1578,1.2273
1,Line,0.0266,,,,,,,,,,270,0.0000,-0.0045,-0.0262,-9.8459,3.1991,1.2189,-9.8459,3.2037,1.2451
1,Line,0.0249,,,,,,,,,,270,0.0000,-0.0119,-0.0218,-9.8207,3.1734,1.1998,-9.8207,3.1853,1.2217
1,Line,0.0143,,,,,,,,,,152,-0.0123,0.0066,-0.0029,-9.8330,3.1800,1.1969,-9.8207,3.1734,1.1998
1,Line,0.0144,,,,,,,,,,154,-0.0129,0.0064,-0.0013,-9.8459,3.1991,1.2189,-9.8330,3.1927,1.2202
1,Line,0.0133,,,,,,,,,,330,0.0115,-0.0066,0.0013,-9.8223,3.1771,1.2234,-9.8338,3.1836,1.2220
1,Line,0.0246,,,,,,,,,,270,0.0000,-0.0042,-0.0242,-9.8459,3.1892,1.2209,-9.8459,3.1934,1.2451
1,Line,0.0133,,,,,,,,,,335,0.0120,-0.0055,0.0011,-9.8338,3.1836,1.2220,-9.8459,3.1892,1.2209
1,Line,0.0265,,,,,,,,,,90,0.0000,0.0127,0.0232,-9.8330,3.1927,1.2202,-9.8330,3.1800,1.1969
1,Line,0.0189,,,,,,,,,,270,0.0000,-0.0091,-0.0166,-9.7878,3.1488,1.2107,-9.7878,3.1578,1.2273
1,Line,0.0142,,,,,,,,,,139,-0.0102,0.0090,-0.0039,-9.7980,3.1577,1.2067,-9.7878,3.1488,1.2107
1,Line,0.0166,,,,,,,,,,270,0.0000,-0.0079,-0.0146,-9.7784,3.1391,1.2149,-9.7784,3.1470,1.2295
1,Line,0.0142,,,,,,,,,,143,-0.0110,0.0082,-0.0036,-9.8090,3.1660,1.2031,-9.7980,3.1577,1.2067
1,Line,0.0231,,,,,,,,,,270,0.0000,-0.0110,-0.0203,-9.8090,3.1660,1.2031,-9.8090,3.1770,1.2234
1,Line,0.0142,,,,,,,,,,147,-0.0117,0.0075,-0.0033,-9.8207,3.1734,1.1998,-9.8090,3.1660,1.2031
1,Line,0.0211,,,,,,,,,,270,0.0000,-0.0101,-0.0185,-9.7980,3.1577,1.2067,-9.7980,3.1678,1.2252
1,Line,0.0148,,,,,,,,,,270,0.0000,-0.0025,-0.0146,-9.7832,3.1419,1.2305,-9.7832,3.1445,1.2451
1,Line,0.0134,,,,,,,,,,306,0.0077,-0.0107,0.0022,-9.7755,3.1312,1.2327,-9.7832,3.1419,1.2305
1,Line,0.0169,,,,,,,,,,270,0.0000,-0.0029,-0.0166,-9.7918,3.1520,1.2285,-9.7918,3.1548,1.2451
1,Line,0.0134,,,,,,,,,,301,0.0067,-0.0113,0.0023,-9.7688,3.1199,1.2350,-9.7755,3.1312,1.2327
1,Line,0.0103,,,,,,,,,,270,0.0000,-0.0018,-0.0101,-9.7688,3.1199,1.2350,-9.7688,3.1217,1.2451
1,Line,0.0134,,,,,,,,,,296,0.0057,-0.0118,0.0024,-9.7630,3.1081,1.2374,-9.7688,3.1199,1.2350
1,Line,0.0126,,,,,,,,,,270,0.0000,-0.0022,-0.0124,-9.7755,3.1312,1.2327,-9.7755,3.1334,1.2451
1,Line,0.0133,,,,,,,,,,311,0.0086,-0.0100,0.0020,-9.7832,3.1419,1.2305,-9.7918,3.1520,1.2285
1,Line,0.0221,,,,,,,,,,270,0.0000,-0.0038,-0.0218,-9.8223,3.1771,1.2234,-9.8223,3.1809,1.2451
1,Line,0.0133,,,,,,,,,,325,0.0109,-0.0075,0.0015,-9.8115,3.1696,1.2249,-9.8223,3.1771,1.2234
1,Line,0.0234,,,,,,,,,,270,0.0000,-0.0040,-0.0231,-9.8338,3.1836,1.2220,-9.8338,3.1876,1.2451
1,Line,0.0133,,,,,,,,,,321,0.0102,-0.0084,0.0017,-9.8013,3.1612,1.2266,-9.8115,3.1696,1.2249
1,Line,0.0188,,,,,,,,,,270,0.0000,-0.0032,-0.0185,-9.8013,3.1612,1.2266,-9.8013,3.1644,1.2451
1,Line,0.0133,,,,,,,,,,316,0.0094,-0.0092,0.0019,-9.7918,3.1520,1.2285,-9.8013,3.1612,1.2266
1,Line,0.0205,,,,,,,,,,270,0.0000,-0.0035,-0.0202,-9.8115,3.1696,1.2249,-9.8115,3.1731,1.2451
1,Line,0.0133,,,,,,,,,,334,0.0120,-0.0057,0.0000,-9.8338,3.1876,1.2451,-9.8459,3.1934,1.2451
1,Line,0.0145,,,,,,,,,,144,-0.0117,0.0086,0.0000,-9.8207,3.1894,1.2451,-9.8090,3.1808,1.2451
1,Line,0.0202,,,,,,,,,,90,0.0000,0.0034,-0.0199,-9.7980,3.1713,1.2451,-9.7980,3.1678,1.2650
1,Line,0.0145,,,,,,,,,,139,-0.0110,0.0095,0.0000,-9.8090,3.1808,1.2451,-9.7980,3.1713,1.2451
1,Line,0.0221,,,,,,,,,,90,0.0000,0.0038,-0.0217,-9.8090,3.1808,1.2451,-9.8090,3.1770,1.2669
1,Line,0.0238,,,,,,,,,,90,0.0000,0.0041,-0.0234,-9.8207,3.1894,1.2451,-9.8207,3.1853,1.2686
1,Line,0.0145,,,,,,,,,,148,-0.0123,0.0076,0.0000,-9.8330,3.1970,1.2451,-9.8207,3.1894,1.2451
1,Line,0.0253,,,,,,,,,,270,0.0000,-0.0043,0.0249,-9.8330,3.1927,1.2701,-9.8330,3.1970,1.2451
1,Line,0.0181,,,,,,,,,,90,0.0000,0.0031,-0.0178,-9.7878,3.1609,1.2451,-9.7878,3.1578,1.2630
1,Line,0.0146,,,,,,,,,,126,-0.0085,0.0119,0.0000,-9.7784,3.1497,1.2451,-9.7699,3.1378,1.2451
1,Line,0.0110,,,,,,,,,,90,0.0000,0.0019,-0.0108,-9.7623,3.1253,1.2451,-9.7623,3.1234,1.2560
1,Line,0.0147,,,,,,,,,,121,-0.0076,0.0125,0.0000,-9.7699,3.1378,1.2451,-9.7623,3.1253,1.2451
1,Line,0.0135,,,,,,,,,,90,0.0000,0.0023,-0.0133,-9.7699,3.1378,1.2451,-9.7699,3.1355,1.2584
1,Line,0.0146,,,,,,,,,,135,-0.0102,0.0104,0.0000,-9.7980,3.1713,1.2451,-9.7878,3.1609,1.2451
1,Line,0.0159,,,,,,,,,,90,0.0000,0.0027,-0.0156,-9.7784,3.1497,1.2451,-9.7784,3.1470,1.2608
1,Line,0.0146,,,,,,,,,,130,-0.0094,0.0112,0.0000,-9.7878,3.1609,1.2451,-9.7784,3.1497,1.2451
1,Line,0.0133,,,,,,,,,,316,0.0094,-0.0092,-0.0019,-9.7918,3.1520,1.2618,-9.8013,3.1612,1.2636
1,Line,0.0215,,,,,,,,,,90,0.0000,0.0103,-0.0189,-9.8115,3.1696,1.2654,-9.8115,3.1593,1.2842
1,Line,0.0133,,,,,,,,,,321,0.0102,-0.0084,-0.0017,-9.8013,3.1612,1.2636,-9.8115,3.1696,1.2654
1,Line,0.0197,,,,,,,,,,90,0.0000,0.0094,-0.0173,-9.8013,3.1612,1.2636,-9.8013,3.1518,1.2809
1,Line,0.0134,,,,,,,,,,306,0.0077,-0.0107,-0.0022,-9.7755,3.1312,1.2575,-9.7832,3.1419,1.2597
1,Line,0.0177,,,,,,,,,,90,0.0000,0.0085,-0.0155,-9.7918,3.1520,1.2618,-9.7918,3.1435,1.2773
1,Line,0.0133,,,,,,,,,,311,0.0086,-0.0100,-0.0020,-9.7832,3.1419,1.2597,-9.7918,3.1520,1.2618
1,Line,0.0231,,,,,,,,,,90,0.0000,0.0111,-0.0203,-9.8223,3.1771,1.2669,-9.8223,3.1660,1.2872
1,Line,0.0133,,,,,,,,,,335,0.0120,-0.0055,-0.0011,-9.8338,3.1836,1.2682,-9.8459,3.1892,1.2694
1,Line,0.0144,,,,,,,,,,154,-0.0129,0.0064,0.0013,-9.8459,3.1991,1.2714,-9.8330,3.1927,1.2701
1,Line,0.0279,,,,,,,,,,90,0.0000,0.0133,-0.0245,-9.8459,3.1991,1.2714,-9.8459,3.1858,1.2958
1,Line,0.0257,,,,,,,,,,90,0.0000,0.0123,-0.0226,-9.8459,3.1892,1.2694,-9.8459,3.1769,1.2919
1,Line,0.0133,,,,,,,,,,325,0.0109,-0.0075,-0.0015,-9.8115,3.1696,1.2654,-9.8223,3.1771,1.2669
1,Line,0.0245,,,,,,,,,,90,0.0000,0.0117,-0.0215,-9.8338,3.1836,1.2682,-9.8338,3.1719,1.2897
1,Line,0.0133,,,,,,,,,,330,0.0115,-0.0066,-0.0013,-9.8223,3.1771,1.2669,-9.8338,3.1836,1.2682
1,Line,0.0169,,,,,,,,,,90,0.0000,0.0029,-0.0166,-9.7918,3.1548,1.2451,-9.7918,3.1520,1.2618
1,Line,0.0135,,,,,,,,,,310,0.0086,-0.0104,0.0000,-9.7832,3.1445,1.2451,-9.7918,3.1548,1.2451
1,Line,0.0188,,,,,,,,,,90,0.0000,0.0032,-0.0185,-9.8013,3.1644,1.2451,-9.8013,3.1612,1.2636
1,Line,0.0135,,,,,,,,,,305,0.0077,-0.0111,0.0000,-9.7755,3.1334,1.2451,-9.7832,3.1445,1.2451
