Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,79.2853,,,,,,,,,,,,,,,,180,79.2853,0.0000,0.0000,2378.2594,464.1065,96.0000,2298.9741,464.1065,96.0000
1,Line,47.2502,,,,,,,,,,,,,,,,180,-47.2502,0.0000,0.0000,2251.7239,464.1065,96.0000,2298.9741,464.1065,96.0000
1,Line,14.6527,,,,,,,,,,,,,,,,180,-14.6527,0.0000,0.0000,2355.7549,464.1065,176.0668,2370.4076,464.1065,176.0668
1,Line,104.0000,,,,,,,,,,,,,,,,0,0.0000,0.0000,104.0000,2251.7239,464.1065,200.0000,2251.7239,464.1065,96.0000
1,Line,126.5355,,,,,,,,,,,,,,,,180,-126.5355,0.0000,0.0000,2251.7239,464.1065,200.0000,2378.2594,464.1065,200.0000
1,Line,80.0000,,,,,,,,,,,,,,,,0,0.0000,0.0000,80.0000,2378.2594,464.1065,200.0000,2378.2594,464.1065,120.0000
1,Line,2258.1624,,,,,,,,,,,,,,,,0,2258.1624,0.0000,0.0000,2426.6493,429.8699,349.3900,168.4869,429.8699,349.3900
1,Line,2258.1624,,,,,,,,,,,,,,,,0,2258.1624,0.0000,0.0000,2426.6493,409.9840,360.1650,168.4869,409.9840,360.1650
1,Line,22.6175,,,,,,,,,,,,,,,,90,0.0000,-19.8859,10.7750,2426.6493,409.9840,360.1650,2426.6493,429.8699,349.3900
1,Line,14.0000,,,,,,,,,,,,,,,,0,0.0000,0.0000,-14.0000,2370.4076,464.1065,176.0668,2370.4076,464.1065,190.0668
1,Line,14.6527,,,,,,,,,,,,,,,,0,14.6527,0.0000,0.0000,2370.4076,464.1065,190.0668,2355.7549,464.1065,190.0668
1,Line,14.0000,,,,,,,,,,,,,,,,0,0.0000,0.0000,14.0000,2355.7549,464.1065,190.0668,2355.7549,464.1065,176.0668
1,Line,44.1169,,,,,,,,,,,,,,,,90,0.0000,44.1169,0.0000,168.4869,464.1065,320.0000,168.4869,419.9896,320.0000
1,Line,75.8831,,,,,,,,,,,,,,,,90,0.0000,-75.8831,0.0000,168.4869,344.1065,332.0000,168.4869,419.9896,332.0000
1,Line,60.7340,,,,,,,,,,,,,,,,90,0.0000,23.5078,-56.0000,209.2976,454.6440,64.0000,209.2976,431.1362,120.0000
1,Line,10.6744,,,,,,,,,,,,,,,,0,10.6744,0.0000,0.0000,168.4869,419.9896,120.0000,157.8125,419.9896,120.0000
1,Line,80.0000,,,,,,,,,,,,,,,,0,0.0000,0.0000,80.0000,157.8125,419.9896,200.0000,157.8125,419.9896,120.0000
1,Arc,135.8186,1261.9547,168.4869,344.1065,214.8471,159.5529,41,49,,,,,,,,,,,,,,,,,,
1,Line,7.9924,,,,,,,,,,,,,,,,180,-7.9924,0.0000,0.0000,345.1682,441.2110,96.0000,353.1605,441.2110,96.0000
1,Line,26.0288,,,,,,,,,,,,,,,,90,0.0000,10.0748,-24.0000,345.1682,441.2110,96.0000,345.1682,431.1362,120.0000
1,Line,135.8706,,,,,,,,,,,,,,,,0,135.8706,0.0000,0.0000,345.1682,431.1362,120.0000,209.2976,431.1362,120.0000
1,Line,32.9703,,,,,,,,,,,,,,,,90,0.0000,-32.9703,0.0000,209.2976,431.1362,120.0000,209.2976,464.1065,120.0000
1,Line,32.0000,,,,,,,,,,,,,,,,90,0.0000,0.0000,32.0000,209.2976,464.1065,96.0000,209.2976,464.1065,64.0000
1,Line,34.7051,,,,,,,,,,,,,,,,90,0.0000,-13.4330,32.0000,353.1605,441.2110,96.0000,353.1605,454.6440,64.0000
1,Line,10.6034,,,,,,,,,,,,,,,,0,0.0000,0.0000,10.6034,2358.0171,464.1065,188.3685,2358.0171,464.1065,177.7651
1,Line,102.4581,,,,,,,,,,,,,,,,180,-102.4581,0.0000,0.0000,2081.7399,464.1065,216.2011,2184.1980,464.1065,216.2011
1,Line,87.0297,,,,,,,,,,,,,,,,90,0.0000,-87.0297,0.0000,345.1682,344.1065,120.0000,345.1682,431.1362,120.0000
1,Line,2.0000,,,,,,,,,,,,,,,,90,0.0000,-2.0000,0.0000,168.4869,405.9896,120.0000,168.4869,407.9896,120.0000
1,Line,4.9746,,,,,,,,,,,,,,,,37,3.9783,2.9866,0.0000,157.8125,419.9896,120.0000,153.8342,417.0030,120.0000
1,Line,53.6788,,,,,,,,,,,,,,,,90,0.0000,0.0000,53.6788,2070.2025,464.1065,278.5413,2070.2025,464.1065,224.8625
1,Line,53.6788,,,,,,,,,,,,,,,,0,0.0000,0.0000,-53.6788,2195.7355,464.1065,224.8625,2195.7355,464.1065,278.5413
1,Line,6.6603,,,,,,,,,,,,,,,,0,6.6603,0.0000,0.0000,200.4564,369.3585,300.0890,193.7961,369.3585,300.0890
1,Line,6.6603,,,,,,,,,,,,,,,,0,6.6603,0.0000,0.0000,200.4564,367.2131,297.2930,193.7961,367.2131,297.2930
1,Line,4.9746,,,,,,,,,,,,,,,,143,-3.9783,2.9866,0.0000,153.8342,410.9762,120.0000,157.8125,407.9896,120.0000
1,Line,12.0000,,,,,,,,,,,,,,,,90,0.0000,-12.0000,0.0000,168.4869,407.9896,120.0000,168.4869,419.9896,120.0000
1,Line,44.1169,,,,,,,,,,,,,,,,90,0.0000,-44.1169,0.0000,168.4869,419.9896,120.0000,168.4869,464.1065,120.0000
1,Line,40.8107,,,,,,,,,,,,,,,,0,40.8107,0.0000,0.0000,209.2976,464.1065,120.0000,168.4869,464.1065,120.0000
1,Line,6.6603,,,,,,,,,,,,,,,,0,6.6603,0.0000,0.0000,200.4564,390.5958,297.2930,193.7961,390.5958,297.2930
1,Line,10.6744,,,,,,,,,,,,,,,,180,-10.6744,0.0000,0.0000,157.8125,407.9896,120.0000,168.4869,407.9896,120.0000
1,Line,80.0000,,,,,,,,,,,,,,,,0,0.0000,0.0000,80.0000,168.4869,407.9896,200.0000,168.4869,407.9896,120.0000
