Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,17.6596,,,,,,,,,,,,,,,,90,0.0000,25.0000,0.0000,965.1648,219.0736,-35.8840,965.1648,201.4140,-35.8840
1,Line,1.4128,,,,,,,,,,,,,,,,90,0.0000,2.0000,0.0000,965.1648,228.9629,-21.2021,965.1648,227.5502,-21.2021
1,Line,1.4128,,,,,,,,,,,,,,,,90,0.0000,2.0000,0.0000,975.3969,227.5502,-22.5492,975.3969,226.1374,-22.5492
1,Circle,,225.7325,969.4031,228.9629,-28.5431,8.4766,,,,,,,,,53.2601,16.9532,,,,,,,,,,
1,Line,18.3660,,,,,,,,,,,,,,,,0,-26.0000,0.0000,0.0000,960.2201,219.0736,-16.5345,978.5861,219.0736,-16.5345
1,Line,3.5319,,,,,,,,,,,,,,,,0,-5.0000,0.0000,0.0000,917.1307,226.1374,-11.1253,920.6626,226.1374,-11.1253
1,Line,23.3107,,,,,,,,,,,,,,,,90,0.0000,0.0000,33.0000,978.5861,219.0736,-16.5345,978.5861,219.0736,-39.8452
1,Line,1.4128,,,,,,,,,,,,,,,,90,0.0000,2.0000,0.0000,965.1648,227.5502,-35.8840,965.1648,226.1374,-35.8840
1,Arc,38.8355,154.8054,988.4754,219.0736,-4.0615,7.0638,315,315,,,,,,,,,,,,,,,,,,
1,Line,1.4128,,,,,,,,,,,,,,,,90,0.0000,2.0000,0.0000,967.2092,227.5502,-36.7308,967.2092,226.1374,-36.7308
1,Line,24.7234,,,,,,,,,,,,,,,,90,0.0000,0.0000,35.0000,1021.9986,196.7093,-17.5941,1021.9986,196.7093,-42.3175
1,Line,10.9490,,,,,,,,,,,,,,,,90,0.0000,0.0000,15.5000,1025.5306,195.7629,-17.5941,1025.5306,195.7629,-28.5431
1,Line,1.4128,,,,,,,,,,,,,,,,90,0.0000,2.0000,0.0000,969.4031,227.5502,-20.0665,969.4031,226.1374,-20.0665
1,Line,1.4128,,,,,,,,,,,,,,,,90,0.0000,2.0000,0.0000,976.7440,228.9629,-32.7814,976.7440,227.5502,-32.7814
1,Line,1.4128,,,,,,,,,,,,,,,,90,0.0000,2.0000,0.0000,967.2092,228.9629,-20.3553,967.2092,227.5502,-20.3553
1,Line,0.7064,,,,,,,,,,,,,,,,90,0.0000,1.0000,0.0000,1011.7861,209.1842,-49.0282,1011.7861,208.4778,-49.0282
1,Line,17.6596,,,,,,,,,,,,,,,,90,0.0000,25.0000,0.0000,965.1648,219.0736,-21.2021,965.1648,201.4140,-21.2021
1,Line,17.6596,,,,,,,,,,,,,,,,90,0.0000,25.0000,0.0000,967.2092,219.0736,-20.3553,967.2092,201.4140,-20.3553
1,Line,3.5319,,,,,,,,,,,,,,,,0,0.0000,0.0000,-5.0000,926.3136,208.4778,-49.0282,926.3136,208.4778,-45.4963
1,Line,17.6596,,,,,,,,,,,,,,,,90,0.0000,25.0000,0.0000,963.4092,219.0736,-22.5492,963.4092,201.4140,-22.5492
1,Line,17.6596,,,,,,,,,,,,,,,,90,0.0000,25.0000,0.0000,960.9265,219.0736,-28.5431,960.9265,201.4140,-28.5431
1,Line,17.6596,,,,,,,,,,,,,,,,90,0.0000,25.0000,0.0000,961.2153,219.0736,-26.3492,961.2153,201.4140,-26.3492
1,Line,17.6596,,,,,,,,,,,,,,,,90,0.0000,25.0000,0.0000,962.0621,219.0736,-24.3048,962.0621,201.4140,-24.3048
1,Line,0.7064,,,,,,,,,,,,,,,,90,0.0000,1.0000,0.0000,926.3136,209.1842,-49.0282,926.3136,208.4778,-49.0282
1,Line,3.5319,,,,,,,,,,,,,,,,0,0.0000,0.0000,-5.0000,1011.7861,208.4778,-49.0282,1011.7861,208.4778,-45.4963
1,Line,0.7064,,,,,,,,,,,,,,,,90,0.0000,-1.0000,0.0000,1011.7861,208.4778,-45.4963,1011.7861,209.1842,-45.4963
1,Line,3.5319,,,,,,,,,,,,,,,,180,0.0000,0.0000,5.0000,1011.7861,209.1842,-45.4963,1011.7861,209.1842,-49.0282
1,Line,85.4725,,,,,,,,,,,,,,,,0,-121.0000,0.0000,0.0000,926.3136,208.4778,-45.4963,1011.7861,208.4778,-45.4963
1,Line,3.5319,,,,,,,,,,,,,,,,0,0.0000,0.0000,5.0000,926.3136,209.1842,-45.4963,926.3136,209.1842,-49.0282
1,Line,0.7064,,,,,,,,,,,,,,,,90,0.0000,-1.0000,0.0000,926.3136,208.4778,-45.4963,926.3136,209.1842,-45.4963
1,Line,85.4725,,,,,,,,,,,,,,,,0,-121.0000,0.0000,0.0000,926.3136,208.4778,-49.0282,1011.7861,208.4778,-49.0282
1,Line,3.5319,,,,,,,,,,,,,,,,0,-5.0000,0.0000,0.0000,917.1307,170.3331,4.4151,920.6626,170.3331,4.4151
1,Line,1.4128,,,,,,,,,,,,,,,,90,0.0000,2.0000,0.0000,971.5970,228.9629,-20.3553,971.5970,227.5502,-20.3553
1,Line,55.8043,,,,,,,,,,,,,,,,90,0.0000,-79.0000,0.0000,920.6626,170.3331,4.4151,920.6626,226.1374,4.4151
1,Line,1.4128,,,,,,,,,,,,,,,,90,0.0000,2.0000,0.0000,973.6414,228.9629,-21.2021,973.6414,227.5502,-21.2021
1,Line,3.5319,,,,,,,,,,,,,,,,0,-5.0000,0.0000,0.0000,917.1307,170.3331,-11.1253,920.6626,170.3331,-11.1253
1,Line,11.3401,,,,,,,,,,,,,,,,14,0.0000,0.0000,16.0537,1029.0625,196.7093,-30.9775,1029.0625,196.7093,-42.3175
1,Arc,5.5479,1.9533,1025.5306,202.8267,-17.5941,7.0638,270,45,,,,,,,,,,,,,,,,,,
1,Line,1.4128,,,,,,,,,,,,,,,,90,0.0000,2.0000,0.0000,975.3969,227.5502,-34.5369,975.3969,226.1374,-34.5369
1,Line,11.3401,,,,,,,,,,,,,,,,0,0.0000,0.0000,16.0537,1025.5306,195.7629,-30.9775,1025.5306,195.7629,-42.3175
1,Line,122.9108,,,,,,,,,,,,,,,,0,-174.0000,0.0000,0.0000,920.6626,226.1374,4.4151,1043.5734,226.1374,4.4151
1,Line,1.4128,,,,,,,,,,,,,,,,90,0.0000,2.0000,0.0000,969.4031,227.5502,-37.0197,969.4031,226.1374,-37.0197
1,Line,15.5404,,,,,,,,,,,,,,,,180,0.0000,0.0000,22.0000,920.6626,226.1374,4.4151,920.6626,226.1374,-11.1253
1,Line,7.0638,,,,,,,,,,,,,,,,90,0.0000,10.0000,0.0000,978.5861,233.2013,-39.8452,978.5861,226.1374,-39.8452
1,Line,11.3401,,,,,,,,,,,,,,,,90,0.0000,0.0000,16.0537,1027.3588,196.0036,-30.9775,1027.3588,196.0036,-42.3175
