Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,,,0.0600,,,,,,,,,,0,0.0600,0.0000,0.0000,9.4922,0.9626,-0.3093,9.4322,0.9626,-0.3093
1,Line,,,,,,,0.0600,,,,,,,,,,0,0.0600,0.0000,0.0000,9.4922,1.0265,-0.2958,9.4322,1.0265,-0.2958
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,1.0289,0.2588,10.1822,1.0289,0.2588
1,Line,,,,,,,0.0600,,,,,,,,,,0,0.0600,0.0000,0.0000,9.4922,1.0847,-0.2663,9.4322,1.0847,-0.2663
1,Line,,,,,,,0.0600,,,,,,,,,,0,0.0600,0.0000,0.0000,9.4922,0.8354,-0.2854,9.4322,0.8354,-0.2854
1,Line,,,,,,,0.0600,,,,,,,,,,0,0.0600,0.0000,0.0000,9.4922,0.7372,-0.2012,9.4322,0.7372,-0.2012
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,0.6247,-0.1454,10.1822,0.6247,-0.1454
1,Line,,,,,,,0.0600,,,,,,,,,,0,0.0600,0.0000,0.0000,9.4922,0.8974,-0.3057,9.4322,0.8974,-0.3057
1,Line,,,,,,,0.0600,,,,,,,,,,0,0.0600,0.0000,0.0000,9.4922,0.7807,-0.2498,9.4322,0.7807,-0.2498
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,1.1085,0.2258,10.1822,1.1085,0.2258
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,0.6515,0.0900,10.1822,0.6515,0.0900
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,0.7785,0.2258,10.1822,0.7785,0.2258
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,0.6577,0.1050,10.1822,0.6577,0.1050
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,0.7102,0.1733,10.1822,0.7102,0.1733
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,0.8581,0.2588,10.1822,0.8581,0.2588
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,1.2623,0.0254,10.1822,1.2623,0.0254
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,0.9435,0.2700,10.1822,0.9435,0.2700
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,1.1768,0.1733,10.1822,1.1768,0.1733
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,1.2293,0.1050,10.1822,1.2293,0.1050
1,Line,,,,,,,0.0600,,,,,,,,,,0,0.0600,0.0000,0.0000,9.4922,0.9244,0.1893,9.4322,0.9244,0.1893
1,Line,,,,,,,2.2000,,,,,,,,,,90,0.0000,2.2000,0.0000,10.1222,1.1292,0.2750,10.1222,-1.0708,0.2750
1,Line,,,,,,,0.6300,,,,,,,,,,180,-0.6300,0.0000,0.0000,9.4922,1.1292,0.2750,10.1222,1.1292,0.2750
1,Line,,,,,,,0.9143,,,,,,,,,,0,0.0000,0.0000,0.9143,9.4922,-1.0708,1.1893,9.4922,-1.0708,0.2750
1,Line,,,,,,,0.6300,,,,,,,,,,0,0.6300,0.0000,0.0000,10.1222,-1.0708,0.2750,9.4922,-1.0708,0.2750
1,Line,,,,,,,2.2000,,,,,,,,,,270,0.0000,-2.2000,0.0000,9.4922,-1.0708,0.2750,9.4922,1.1292,0.2750
1,Line,,,,,,,0.4557,,,,,,,,,,90,0.0000,0.4557,0.0000,10.1222,-0.6151,-0.1250,10.1222,-1.0708,-0.1250
1,Line,,,,,,,0.6300,,,,,,,,,,0,0.6300,0.0000,0.0000,10.1222,-1.0708,-0.1250,9.4922,-1.0708,-0.1250
1,Line,,,,,,,0.4253,,,,,,,,,,270,0.0000,-0.4253,0.0000,9.4922,0.7039,-0.1250,9.4922,1.1292,-0.1250
1,Line,,,,,,,0.6300,,,,,,,,,,180,-0.6300,0.0000,0.0000,9.4922,1.1292,-0.1250,10.1222,1.1292,-0.1250
1,Line,,,,,,,0.1952,,,,,,,,,,270,0.0000,-0.1952,0.0000,9.4922,-1.0708,0.1893,9.4922,-0.8756,0.1893
1,Line,,,,,,,0.0600,,,,,,,,,,0,0.0600,0.0000,0.0000,9.4922,0.7537,0.1027,9.4322,0.7537,0.1027
1,Line,,,,,,,0.0600,,,,,,,,,,0,0.0600,0.0000,0.0000,9.4922,0.8605,0.1758,9.4322,0.8605,0.1758
1,Line,,,,,,,0.0600,,,,,,,,,,0,0.0600,0.0000,0.0000,9.4922,0.7181,0.0481,9.4322,0.7181,0.0481
1,Line,,,,,,,0.0600,,,,,,,,,,0,0.0600,0.0000,0.0000,9.4922,0.8023,0.1463,9.4322,0.8023,0.1463
1,Line,,,,,,,0.0900,,,,,,,,,,0,0.0000,0.0000,0.0900,10.1822,0.9435,0.0900,10.1822,0.9435,0.0000
1,Line,,,,,,,2.7338,,,,,,,,,,90,0.0000,2.7338,0.0000,8.7072,1.4104,0.0000,8.7072,-1.3234,0.0000
1,Arc,,,,,,,1.2548,0.2405,9.4922,-0.8565,-0.0600,0.3300,131,218,,,,,,,,,,,,
1,Line,,,,,,,0.0050,,,,,,,,,,180,-0.0050,0.0000,0.0000,10.1822,0.9435,0.0000,10.1872,0.9435,0.0000
1,Line,,,,,,,0.0600,,,,,,,,,,0,0.0000,0.0000,-0.0600,10.1822,0.9435,-0.0600,10.1822,0.9435,0.0000
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,1.2735,-0.0600,10.1822,1.2735,-0.0600
1,Arc,,,,,,,0.8961,0.1253,10.1222,0.9435,-0.0600,0.3300,329,156,,,,,,,,,,,,
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,1.0289,-0.3788,10.1822,1.0289,-0.3788
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,0.9435,-0.3900,10.1822,0.9435,-0.3900
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,0.6577,-0.2250,10.1822,0.6577,-0.2250
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,1.1768,-0.2933,10.1822,1.1768,-0.2933
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,1.1085,-0.3458,10.1822,1.1085,-0.3458
1,Line,,,,,,,0.0600,,,,,,,,,,0,0.0600,0.0000,0.0000,9.4922,0.7077,-0.1430,9.4322,0.7077,-0.1430
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,0.8581,-0.3788,10.1822,0.8581,-0.3788
1,Line,,,,,,,0.0600,,,,,,,,,,0,0.0600,0.0000,0.0000,9.4922,0.9937,-0.3862,9.4322,0.9937,-0.3862
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,1.2293,-0.2250,10.1822,1.2293,-0.2250
1,Line,,,,,,,0.0600,,,,,,,,,,180,-0.0600,0.0000,0.0000,10.1222,0.7102,-0.2933,10.1822,0.7102,-0.2933
1,Line,,,,,,,0.1000,,,,,,,,,,0,0.1000,0.0000,0.0000,10.2222,1.0082,0.1815,10.1222,1.0082,0.1815
