Count,Name,Length,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,4.5375,,,,,,,270,0.0000,-4.5375,0.0000,831.0757,217.7227,38.4180,831.0757,222.2602,38.4180
1,Line,27.2249,,,,,,,0,0.0000,0.0000,-27.2249,394.8728,226.2195,103.1527,394.8728,226.2195,130.3776
1,Line,5.4450,,,,,,,0,5.4450,0.0000,0.0000,939.3702,158.1573,111.3202,933.9252,158.1573,111.3202
1,Line,24.5024,,,,,,,270,0.0000,-24.5024,0.0000,928.4802,106.4301,192.9948,928.4802,130.9325,192.9948
1,Line,3.5409,,,,,,,0,1.9672,0.0000,2.9441,881.8096,217.7227,34.9452,879.8424,217.7227,32.0011
1,Line,2.7225,,,,,,,270,0.0000,-2.7225,0.0000,939.3702,171.7698,111.3202,939.3702,174.4923,111.3202
1,Line,5.4450,,,,,,,0,0.0000,0.0000,5.4450,939.3702,158.1573,135.8226,939.3702,158.1573,130.3776
1,Line,5.4450,,,,,,,0,5.4450,0.0000,0.0000,138.9590,234.3869,165.7700,133.5141,234.3869,165.7700
1,Line,1.3551,,,,,,,0,1.3290,0.0000,-0.2644,874.7545,226.1068,41.6265,873.4254,226.1068,41.8909
1,Line,15.1249,,,,,,,270,0.0000,-15.1249,0.0000,691.9264,202.5977,65.6429,691.9264,217.7227,65.6429
1,Line,42.3498,,,,,,,0,42.3498,0.0000,0.0000,734.2762,217.7227,65.6429,691.9264,217.7227,65.6429
1,Line,6.0500,,,,,,,0,0.0000,0.0000,-6.0500,295.6532,202.5977,20.2682,295.6532,202.5977,26.3181
1,Line,21.8135,,,,,,,0,12.0999,0.0000,-18.1499,740.3261,217.7227,32.3681,728.2262,217.7227,50.5180
1,Line,6.0500,,,,,,,0,0.0000,0.0000,-6.0500,915.7753,195.0353,50.5180,915.7753,195.0353,56.5680
1,Line,6.7641,,,,,,,0,6.0500,0.0000,-3.0250,903.6753,217.7227,62.6179,897.6253,217.7227,65.6429
1,Line,30.2499,,,,,,,0,30.2499,0.0000,0.0000,891.5754,217.7227,50.5180,861.3255,217.7227,50.5180
1,Line,60.4997,,,,,,,0,60.4997,0.0000,0.0000,897.6253,217.7227,26.3181,837.1256,217.7227,26.3181
1,Line,12.1000,,,,,,,0,12.1000,0.0000,0.0000,915.7753,217.7227,62.6179,903.6753,217.7227,62.6179
1,Line,5.3113,,,,,,,0,4.4162,0.0000,-2.9508,632.2674,73.7602,52.4617,627.8512,73.7602,55.4125
