Count,Name,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Length,Start X,Start Y,Start Z
1,Line,,,,,,,146,-41.9653,28.5579,49.4635,-1311.2375,-17217.1472,-1652.2129,70.8751,-1269.2721,-17245.7051,-1701.6764
1,Line,,,,,,,90,-0.0002,-316.9921,84.9378,-1269.2721,-17245.7051,-1701.6764,328.1744,-1269.2720,-16928.7130,-1786.6142
1,Line,,,,,,,90,-0.0001,-232.0541,232.0542,-1269.2722,-17477.7592,-1469.6222,328.1741,-1269.2721,-17245.7051,-1701.6764
1,Line,,,,,,,99,-41.9653,260.6120,-182.5907,-1311.2375,-17217.1472,-1652.2129,320.9658,-1269.2722,-17477.7592,-1469.6222
1,Line,,,,,,,90,-0.0002,-316.9921,-84.9376,-1269.2720,-16928.7130,-1786.6142,328.1743,-1269.2717,-16611.7209,-1701.6766
1,Line,,,,,,,98,-41.9652,288.4345,134.4013,-1311.2371,-16640.2785,-1652.2129,320.9661,-1269.2720,-16928.7130,-1786.6142
1,Line,,,,,,,98,-41.9652,316.9921,-27.8220,-1311.2373,-16928.7130,-1729.4985,320.9660,-1269.2721,-17245.7051,-1701.6764
1,Line,,,,,,,180,-41.9653,0.0000,57.1157,-1311.2373,-16928.7130,-1729.4985,70.8752,-1269.2720,-16928.7130,-1786.6142
1,Line,,,,,,,130,-41.9653,49.4636,28.5578,-1311.2375,-17428.2955,-1441.0644,70.8752,-1269.2722,-17477.7592,-1469.6222
1,Line,,,,,,,0,0.0000,0.0000,633.9840,-1269.2719,-16928.7127,-518.6464,633.9840,-1269.2719,-16928.7127,-1152.6303
1,Line,,,,,,,90,-0.0002,-316.9921,549.0463,-1269.2720,-17245.7048,-603.5841,633.9841,-1269.2719,-16928.7127,-1152.6303
1,Line,,,,,,,90,0.0003,549.0465,316.9920,-1269.2716,-16379.6662,-835.6383,633.9842,-1269.2719,-16928.7127,-1152.6303
1,Line,,,,,,,90,0.0002,316.9921,549.0463,-1269.2717,-16611.7206,-603.5841,633.9841,-1269.2719,-16928.7127,-1152.6303
1,Line,,,,,,,90,-0.0001,-84.9378,316.9919,-1269.2723,-17562.6969,-1152.6303,328.1742,-1269.2722,-17477.7592,-1469.6222
1,Line,,,,,,,107,-41.9653,134.4014,-288.4341,-1311.2375,-17428.2955,-1441.0644,320.9658,-1269.2723,-17562.6969,-1152.6303
