Count,Name,Area,Center X,Center Y,Center Z,Length,Radius,Start Angle,Total Angle,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,0.4106,,,,0,0.4106,0.0000,0.0000,6.4313,-1.7533,0.0677,6.0207,-1.7533,0.0677
1,Line,,,,,0.7090,,,,0,0.7090,0.0000,0.0000,5.4393,-3.3422,0.1384,4.7303,-3.3422,0.1384
1,Line,,,,,0.7986,,,,0,0.7986,0.0000,0.0000,4.7027,-2.8901,2.7014,3.9041,-2.8901,2.7014
1,Line,,,,,3.7548,,,,0,3.7548,0.0000,0.0000,10.4985,-3.4265,0.7132,6.7438,-3.4265,0.7132
1,Line,,,,,3.7340,,,,0,3.7340,0.0000,0.0000,10.4778,-3.3575,0.7132,6.7438,-3.3575,0.7132
1,Line,,,,,0.7543,,,,0,0.7543,0.0000,0.0000,6.2846,-2.3355,2.7187,5.5303,-2.3355,2.7187
1,Line,,,,,1.6022,,,,0,1.6022,0.0000,0.0000,5.5303,-2.3355,2.7187,3.9281,-2.3355,2.7187
1,Line,,,,,0.2160,,,,0,0.2160,0.0000,0.0000,3.9281,-2.3355,2.7187,3.7121,-2.3355,2.7187
1,Line,,,,,0.1740,,,,0,0.1740,0.0000,0.0000,3.7121,-2.2739,2.7142,3.5381,-2.2739,2.7142
1,Line,,,,,0.1740,,,,0,0.1740,0.0000,0.0000,3.7121,-2.2125,2.7085,3.5381,-2.2125,2.7085
1,Line,,,,,1.6158,,,,0,1.6158,0.0000,0.0000,5.5339,-2.2739,2.7142,3.9181,-2.2739,2.7142
1,Line,,,,,0.2060,,,,0,0.2060,0.0000,0.0000,3.9181,-2.2739,2.7142,3.7121,-2.2739,2.7142
1,Line,,,,,1.5939,,,,0,1.5939,0.0000,0.0000,5.5262,-2.4589,2.7238,3.9324,-2.4589,2.7238
1,Line,,,,,0.2203,,,,0,0.2203,0.0000,0.0000,3.9324,-2.4589,2.7238,3.7121,-2.4589,2.7238
1,Line,,,,,0.1740,,,,0,0.1740,0.0000,0.0000,3.7121,-2.4589,2.7238,3.5381,-2.4589,2.7238
1,Line,,,,,0.1740,,,,0,0.1740,0.0000,0.0000,3.7121,-2.3972,2.7219,3.5381,-2.3972,2.7219
1,Line,,,,,0.1740,,,,0,0.1740,0.0000,0.0000,3.7121,-2.3355,2.7187,3.5381,-2.3355,2.7187
1,Line,,,,,1.5954,,,,0,1.5954,0.0000,0.0000,5.5278,-2.3972,2.7219,3.9324,-2.3972,2.7219
1,Line,,,,,0.2203,,,,0,0.2203,0.0000,0.0000,3.9324,-2.3972,2.7219,3.7121,-2.3972,2.7219
1,Line,,,,,0.1520,,,,0,0.1520,0.0000,0.0000,3.6901,-2.1511,2.7014,3.5381,-2.1511,2.7014
1,Line,,,,,0.4136,,,,0,0.4136,0.0000,0.0000,3.9638,-1.7533,0.0677,3.5502,-1.7533,0.0677
1,Line,,,,,0.7135,,,,0,0.7135,0.0000,0.0000,4.2058,-1.6516,0.1351,3.4923,-1.6516,0.1351
1,Line,,,,,3.8871,,,,0,3.8871,0.0000,0.0000,6.5210,-1.6516,0.4401,2.6339,-1.6516,0.4401
1,Line,,,,,0.0095,,,,0,0.0095,0.0000,0.0000,3.7860,-1.7533,-0.0089,3.7765,-1.7533,-0.0089
1,Line,,,,,0.3162,,,,90,0.0000,0.3162,0.0000,3.0531,-2.7213,1.0045,3.0531,-3.0375,1.0045
1,Line,,,,,1.0859,,,,90,0.0000,1.0859,0.0000,3.0657,-1.9516,1.0022,3.0657,-3.0375,1.0022
1,Line,,,,,1.0859,,,,270,0.0000,-1.0859,0.0000,2.9217,-3.0375,1.0022,2.9217,-1.9516,1.0022
1,Line,,,,,10.1652,,,,0,10.1652,0.0000,0.0000,13.5671,-1.7870,2.4065,3.4019,-1.7870,2.4065
1,Line,,,,,10.0406,,,,0,10.0406,0.0000,0.0000,13.5061,-1.7870,2.5345,3.4654,-1.7870,2.5345
1,Line,,,,,10.0406,,,,0,10.0406,0.0000,0.0000,13.5061,-1.8167,2.5512,3.4654,-1.8167,2.5512
1,Line,,,,,10.0367,,,,0,10.0367,0.0000,0.0000,13.4994,-1.8826,2.2331,3.4627,-1.8826,2.2331
1,Line,,,,,3.6347,,,,0,3.6347,0.0000,0.0000,6.4034,-1.6516,0.7041,2.7687,-1.6516,0.7041
1,Line,,,,,3.6347,,,,0,3.6347,0.0000,0.0000,6.4034,-1.5506,0.7041,2.7687,-1.5506,0.7041
1,Line,,,,,11.3531,,,,0,11.3531,0.0000,0.0000,14.3071,-1.5506,0.8401,2.9541,-1.5506,0.8401
1,Line,,,,,0.2203,,,,0,0.2203,0.0000,0.0000,3.9324,-2.5824,2.7238,3.7121,-2.5824,2.7238
1,Line,,,,,10.1652,,,,0,10.1652,0.0000,0.0000,13.5671,-3.1885,2.4011,3.4019,-3.1885,2.4011
1,Line,,,,,10.0420,,,,0,10.0420,0.0000,0.0000,13.4994,-3.1230,2.2442,3.4574,-3.1230,2.2442
1,Line,,,,,9.9960,,,,0,9.9960,0.0000,0.0000,13.4534,-3.0375,2.2442,3.4574,-3.0375,2.2442
1,Line,,,,,10.0406,,,,0,10.0406,0.0000,0.0000,13.5061,-3.1885,2.5571,3.4654,-3.1885,2.5571
1,Line,,,,,10.0406,,,,0,10.0406,0.0000,0.0000,13.5061,-2.8901,2.6184,3.4654,-2.8901,2.6184
1,Line,,,,,10.0406,,,,0,10.0406,0.0000,0.0000,13.5061,-2.8901,2.5964,3.4654,-2.8901,2.5964
1,Line,,,,,10.0406,,,,0,10.0406,0.0000,0.0000,13.5061,-2.9005,2.5871,3.4654,-2.9005,2.5871
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,13.5402,-1.8561,-0.0089,13.5402,-1.7533,-0.0089
1,Line,,,,,0.0390,,,,270,0.0000,-0.0390,0.0000,3.4659,-3.0195,2.6445,3.4659,-2.9805,2.6445
1,Line,,,,,0.6907,,,,0,0.6907,0.0000,0.0000,6.4909,-1.6516,0.1351,5.8001,-1.6516,0.1351
1,Line,,,,,0.1166,,,,0,0.1166,0.0000,0.0000,3.8122,-3.2367,-0.0033,3.6956,-3.2367,-0.0033
1,Line,,,,,11.3513,,,,0,11.3513,0.0000,0.0000,14.3018,-3.4265,0.8452,2.9505,-3.4265,0.8452
1,Line,,,,,0.7189,,,,0,0.7189,0.0000,0.0000,4.2094,-3.3422,0.1384,3.4906,-3.3422,0.1384
1,Line,,,,,0.4136,,,,0,0.4136,0.0000,0.0000,3.9638,-3.2367,0.0677,3.5502,-3.2367,0.0677
1,Line,,,,,10.0406,,,,0,10.0406,0.0000,0.0000,13.5061,-2.9111,2.6184,3.4654,-2.9111,2.6184
1,Line,,,,,0.7543,,,,0,0.7543,0.0000,0.0000,6.2846,-2.7057,2.7187,5.5303,-2.7057,2.7187
1,Line,,,,,0.2160,,,,0,0.2160,0.0000,0.0000,3.9281,-2.7057,2.7187,3.7121,-2.7057,2.7187
1,Line,,,,,0.1740,,,,0,0.1740,0.0000,0.0000,3.7121,-2.7057,2.7187,3.5381,-2.7057,2.7187
1,Line,,,,,0.1740,,,,0,0.1740,0.0000,0.0000,3.7121,-2.6441,2.7219,3.5381,-2.6441,2.7219
1,Line,,,,,0.1740,,,,0,0.1740,0.0000,0.0000,3.7121,-2.5824,2.7238,3.5381,-2.5824,2.7238
1,Line,,,,,1.5954,,,,0,1.5954,0.0000,0.0000,5.5278,-2.6441,2.7219,3.9324,-2.6441,2.7219
1,Line,,,,,0.2203,,,,0,0.2203,0.0000,0.0000,3.9324,-2.6441,2.7219,3.7121,-2.6441,2.7219
1,Line,,,,,0.1520,,,,0,0.1520,0.0000,0.0000,3.6901,-2.8901,2.7014,3.5381,-2.8901,2.7014
1,Line,,,,,10.0390,,,,0,10.0390,0.0000,0.0000,13.5061,-2.8901,2.6504,3.4671,-2.8901,2.6504
1,Line,,,,,10.0390,,,,0,10.0390,0.0000,0.0000,13.5061,-2.9111,2.6504,3.4671,-2.9111,2.6504
1,Line,,,,,0.1740,,,,0,0.1740,0.0000,0.0000,3.7121,-2.8288,2.7085,3.5381,-2.8288,2.7085
1,Line,,,,,1.6158,,,,0,1.6158,0.0000,0.0000,5.5339,-2.7673,2.7142,3.9181,-2.7673,2.7142
1,Line,,,,,0.2060,,,,0,0.2060,0.0000,0.0000,3.9181,-2.7673,2.7142,3.7121,-2.7673,2.7142
1,Line,,,,,0.1740,,,,0,0.1740,0.0000,0.0000,3.7121,-2.7673,2.7142,3.5381,-2.7673,2.7142
1,Line,,,,,0.0841,,,,180,-0.0561,0.0000,-0.0626,11.2417,-1.8561,0.0642,11.2978,-1.8561,0.1268
1,Line,,,,,0.0290,,,,90,0.0000,0.0290,0.0000,3.0531,-3.0086,1.0036,3.0531,-3.0375,1.0036
1,Line,,,,,0.0306,,,,0,0.0306,0.0000,0.0005,3.0467,-2.7292,1.4179,3.0161,-2.7292,1.4174
1,Line,,,,,0.0306,,,,0,0.0306,0.0000,0.0005,3.0531,-2.7213,1.0036,3.0225,-2.7213,1.0032
1,Line,,,,,0.0009,,,,180,0.0000,0.0000,0.0009,3.0531,-2.7213,1.0045,3.0531,-2.7213,1.0036
1,Line,,,,,0.0009,,,,36,0.0000,0.0000,-0.0009,3.0531,-2.2639,1.0036,3.0531,-2.2640,1.0045
1,Line,,,,,0.0009,,,,180,0.0000,0.0000,0.0009,3.0531,-3.0375,1.0045,3.0531,-3.0375,1.0036
1,Line,,,,,0.0448,,,,265,-0.0007,-0.0079,0.0441,3.0472,-2.7292,1.3887,3.0478,-2.7213,1.3446
1,Line,,,,,0.0053,,,,0,0.0004,0.0000,0.0053,3.4021,-1.9516,1.5505,3.4017,-1.9516,1.5452
1,Line,,,,,0.0053,,,,0,0.0011,0.0000,0.0052,3.4032,-1.9516,1.5557,3.4021,-1.9516,1.5505
1,Line,,,,,0.0053,,,,0,0.0018,0.0000,0.0050,3.4050,-1.9516,1.5608,3.4032,-1.9516,1.5557
1,Line,,,,,0.0045,,,,0,0.0045,0.0000,-0.0008,3.0575,-1.9516,1.0037,3.0531,-1.9516,1.0045
1,Line,,,,,0.0319,,,,90,0.0000,0.0319,0.0000,3.0531,-2.6894,1.0045,3.0531,-2.7213,1.0045
1,Line,,,,,0.0244,,,,180,-0.0004,0.0000,0.0244,3.0527,-3.0375,1.0289,3.0531,-3.0375,1.0045
1,Line,,,,,0.3401,,,,180,-0.0052,0.0000,0.3401,3.0478,-2.7213,1.3446,3.0531,-2.7213,1.0045
1,Line,,,,,0.3123,,,,90,0.0000,0.3123,0.0000,3.0531,-1.9516,1.0045,3.0531,-2.2640,1.0045
1,Line,,,,,0.0366,,,,270,0.0000,-0.0366,0.0000,3.0225,-2.3006,1.0032,3.0225,-2.2639,1.0032
1,Line,,,,,0.2761,,,,90,0.0000,0.2761,0.0000,3.0162,-1.9816,1.4124,3.0162,-2.2578,1.4124
1,Line,,,,,0.2793,,,,270,0.0000,-0.2793,0.0000,3.0161,-3.0086,1.4174,3.0161,-2.7292,1.4174
1,Line,,,,,0.3888,,,,270,0.0000,-0.3888,0.0000,3.0225,-2.6894,1.0032,3.0225,-2.3006,1.0032
1,Line,,,,,0.0306,,,,0,0.0305,0.0000,0.0013,3.0531,-2.3006,1.0045,3.0225,-2.3006,1.0032
1,Line,,,,,0.3123,,,,270,0.0000,-0.3123,0.0000,3.0225,-2.2639,1.0032,3.0225,-1.9516,1.0032
1,Line,,,,,0.0319,,,,270,0.0000,-0.0319,0.0000,3.0225,-2.7213,1.0032,3.0225,-2.6894,1.0032
1,Line,,,,,0.0250,,,,272,0.0004,-0.0103,-0.0228,3.0475,-2.2680,1.3659,3.0472,-2.2578,1.3887
1,Line,,,,,0.0306,,,,0,0.0306,0.0000,0.0005,3.0468,-2.2578,1.4128,3.0162,-2.2578,1.4124
1,Line,,,,,0.0306,,,,0,0.0306,0.0000,0.0005,3.0531,-2.2639,1.0036,3.0225,-2.2639,1.0032
1,Line,,,,,0.3615,,,,36,0.0056,0.0041,-0.3614,3.0531,-2.2640,1.0045,3.0475,-2.2680,1.3659
1,Line,,,,,0.3083,,,,270,0.0000,-0.3083,0.0000,3.0159,-3.0375,1.4365,3.0159,-2.7292,1.4365
1,Line,,,,,0.3061,,,,90,0.0000,0.3061,0.0000,3.0468,-1.9516,1.4128,3.0468,-2.2578,1.4128
1,Line,,,,,0.0300,,,,270,0.0000,-0.0300,0.0000,3.0531,-1.9816,1.0036,3.0531,-1.9516,1.0036
1,Line,,,,,0.0053,,,,0,0.0025,0.0000,0.0047,3.4074,-1.9516,1.5655,3.4050,-1.9516,1.5608
1,Line,,,,,0.2020,,,,0,0.2020,0.0000,0.0000,13.8761,-1.9516,1.5847,13.6741,-1.9516,1.5847
1,Line,,,,,0.6000,,,,0,0.0000,0.0000,-0.6000,13.8761,-1.9516,0.9847,13.8761,-1.9516,1.5847
1,Line,,,,,0.4270,,,,0,0.4270,0.0000,0.0000,14.3031,-1.9516,0.9847,13.8761,-1.9516,0.9847
1,Line,,,,,0.1780,,,,0,0.0000,0.0000,-0.1780,13.6741,-1.9516,1.5847,13.6741,-1.9516,1.7627
1,Line,,,,,0.0410,,,,0,0.0410,0.0000,0.0000,13.6271,-1.9516,1.6197,13.5861,-1.9516,1.6197
1,Line,,,,,0.1430,,,,0,0.0000,0.0000,0.1430,13.6271,-1.9516,1.7627,13.6271,-1.9516,1.6197
1,Line,,,,,0.0470,,,,0,0.0470,0.0000,0.0000,13.6741,-1.9516,1.7627,13.6271,-1.9516,1.7627
1,Line,,,,,0.0800,,,,180,-0.0773,0.0000,-0.0207,14.4168,-1.9516,0.9400,14.4941,-1.9516,0.9607
1,Line,,,,,0.1500,,,,180,-0.1157,0.0000,-0.0954,14.3011,-1.9516,0.8446,14.4168,-1.9516,0.9400
1,Line,,,,,0.0075,,,,0,0.0060,0.0000,-0.0045,14.3071,-1.9516,0.8401,14.3011,-1.9516,0.8446
1,Line,,,,,0.0240,,,,0,0.0000,0.0000,-0.0240,14.4941,-1.9516,0.9607,14.4941,-1.9516,0.9847
1,Line,,,,,0.0460,,,,0,0.0460,0.0000,0.0000,14.3491,-1.9516,1.5847,14.3031,-1.9516,1.5847
1,Line,,,,,0.6000,,,,0,0.0000,0.0000,-0.6000,14.3491,-1.9516,0.9847,14.3491,-1.9516,1.5847
1,Line,,,,,0.1450,,,,0,0.1450,0.0000,0.0000,14.4941,-1.9516,0.9847,14.3491,-1.9516,0.9847
1,Line,,,,,0.0650,,,,0,0.0000,0.0000,-0.0650,13.5861,-1.9516,1.6197,13.5861,-1.9516,1.6847
1,Line,,,,,0.0053,,,,0,0.0049,0.0000,0.0021,3.4279,-1.9516,1.5818,3.4230,-1.9516,1.5797
1,Line,,,,,0.0053,,,,0,0.0052,0.0000,0.0014,3.4331,-1.9516,1.5832,3.4279,-1.9516,1.5818
1,Line,,,,,0.0053,,,,0,0.0053,0.0000,0.0006,3.4384,-1.9516,1.5838,3.4331,-1.9516,1.5832
1,Line,,,,,0.0053,,,,0,0.0046,0.0000,0.0027,3.4230,-1.9516,1.5797,3.4184,-1.9516,1.5770
1,Line,,,,,0.0053,,,,0,0.0031,0.0000,0.0043,3.4106,-1.9516,1.5698,3.4074,-1.9516,1.5655
1,Line,,,,,0.0053,,,,0,0.0037,0.0000,0.0039,3.4142,-1.9516,1.5737,3.4106,-1.9516,1.5698
1,Line,,,,,0.0053,,,,0,0.0042,0.0000,0.0033,3.4184,-1.9516,1.5770,3.4142,-1.9516,1.5737
1,Line,,,,,0.5786,,,,0,0.0000,0.0000,-0.5786,13.4994,-1.9516,1.6545,13.4994,-1.9516,2.2331
1,Line,,,,,0.0390,,,,0,0.0247,0.0000,0.0302,13.5241,-1.9516,1.6847,13.4994,-1.9516,1.6545
1,Line,,,,,0.0620,,,,0,0.0620,0.0000,0.0000,13.5861,-1.9516,1.6847,13.5241,-1.9516,1.6847
1,Line,,,,,10.0367,,,,0,10.0367,0.0000,0.0000,13.4994,-1.9516,2.2331,3.4627,-1.9516,2.2331
1,Line,,,,,0.0053,,,,0,0.0053,0.0000,-0.0001,3.4437,-1.9516,1.5837,3.4384,-1.9516,1.5838
1,Line,,,,,0.0190,,,,0,0.0190,0.0000,0.0000,3.4627,-1.9516,1.5837,3.4437,-1.9516,1.5837
1,Line,,,,,0.6494,,,,0,0.0000,0.0000,0.6494,3.4627,-1.9516,2.2331,3.4627,-1.9516,1.5837
1,Line,,,,,0.0120,,,,90,0.0000,0.0120,0.0000,3.0165,-2.6632,1.3925,3.0165,-2.6752,1.3925
1,Line,,,,,0.0150,,,,194,-0.0002,-0.0001,0.0150,3.0164,-2.3152,1.4024,3.0166,-2.3151,1.3874
1,Line,,,,,0.0100,,,,279,0.0002,-0.0010,-0.0099,3.0165,-2.6632,1.3925,3.0164,-2.6622,1.4024
1,Line,,,,,0.0203,,,,93,-0.0003,0.0061,0.0194,3.0165,-2.6752,1.3925,3.0168,-2.6813,1.3731
1,Line,,,,,0.0290,,,,90,0.0000,0.0290,0.0000,3.0225,-3.0086,1.0032,3.0225,-3.0375,1.0032
1,Line,,,,,0.3442,,,,180,-0.0053,0.0000,0.3442,3.0172,-2.6894,1.3474,3.0225,-2.6894,1.0032
1,Line,,,,,0.0270,,,,93,-0.0004,0.0081,0.0257,3.0168,-2.6813,1.3731,3.0172,-2.6894,1.3474
1,Line,,,,,0.0367,,,,0,0.0367,0.0000,0.0006,3.0531,-2.6622,1.4030,3.0164,-2.6622,1.4024
1,Line,,,,,0.0367,,,,0,0.0367,0.0000,0.0006,3.0531,-2.3152,1.4030,3.0164,-2.3152,1.4024
1,Line,,,,,0.0365,,,,0,0.0365,0.0000,0.0006,3.0531,-2.3151,1.3880,3.0166,-2.3151,1.3874
1,Line,,,,,0.0365,,,,0,0.0365,0.0000,0.0006,3.0531,-2.6632,1.3931,3.0165,-2.6632,1.3925
1,Line,,,,,0.0349,,,,0,0.0349,0.0000,0.0005,3.0575,-2.6894,1.0037,3.0225,-2.6894,1.0032
1,Line,,,,,0.0349,,,,0,0.0349,0.0000,0.0005,3.0575,-2.3006,1.0037,3.0225,-2.3006,1.0032
1,Line,,,,,0.0365,,,,0,0.0365,0.0000,0.0006,3.0531,-2.6752,1.3931,3.0165,-2.6752,1.3925
1,Line,,,,,0.1008,,,,180,-0.1008,0.0000,-0.0010,2.9217,-3.0375,1.0022,3.0225,-3.0375,1.0032
1,Line,,,,,0.7283,,,,180,-0.7283,0.0000,0.0000,3.4876,-2.4941,0.1443,4.2159,-2.4941,0.1443
1,Line,,,,,0.7181,,,,180,-0.7181,0.0000,0.0000,4.7268,-2.4941,0.1443,5.4449,-2.4941,0.1443
1,Line,,,,,0.2502,,,,180,-0.2502,0.0000,0.0000,6.4968,-2.4941,0.1443,6.7469,-2.4941,0.1443
1,Line,,,,,0.6945,,,,180,-0.6945,0.0000,0.0000,13.0787,-1.8561,0.1443,13.7732,-1.8561,0.1443
1,Line,,,,,0.1207,,,,270,0.0000,-0.1207,0.0000,13.6939,-3.2367,0.0528,13.6939,-3.1161,0.0528
1,Line,,,,,0.1146,,,,270,0.0000,-0.1146,0.0000,13.5402,-3.2307,-0.0089,13.5402,-3.1161,-0.0089
1,Line,,,,,0.7181,,,,180,-0.7181,0.0000,0.0000,4.7268,-1.8561,0.1443,5.4449,-1.8561,0.1443
1,Line,,,,,0.6380,,,,90,0.0000,0.6380,0.0000,5.4449,-1.8561,0.1443,5.4449,-2.4941,0.1443
1,Line,,,,,1.6914,,,,270,0.0000,-1.6914,0.0000,5.4700,-3.3431,0.1704,5.4700,-1.6516,0.1704
1,Line,,,,,0.6220,,,,90,0.0000,0.6220,0.0000,13.7732,-2.4941,0.1443,13.7732,-3.1161,0.1443
1,Line,,,,,0.6380,,,,270,0.0000,-0.6380,0.0000,5.7884,-2.4941,0.1443,5.7884,-1.8561,0.1443
1,Line,,,,,0.7181,,,,180,-0.7181,0.0000,0.0000,4.7268,-3.1161,0.1443,5.4449,-3.1161,0.1443
1,Line,,,,,0.6945,,,,180,-0.6945,0.0000,0.0000,13.0787,-3.1161,0.1443,13.7732,-3.1161,0.1443
1,Line,,,,,1.6914,,,,270,0.0000,-1.6914,0.0000,5.7550,-3.3431,0.1704,5.7550,-1.6516,0.1704
1,Line,,,,,0.0364,,,,0,0.0364,0.0000,0.0006,3.0531,-2.3006,1.3814,3.0167,-2.3006,1.3808
1,Line,,,,,0.0310,,,,270,0.0000,-0.0299,0.0082,3.0531,-2.5802,1.3599,3.0531,-2.5503,1.3516
1,Line,,,,,0.0045,,,,180,-0.0044,0.0000,0.0008,3.0531,-2.3006,1.0045,3.0575,-2.3006,1.0037
1,Line,,,,,0.0045,,,,0,0.0044,0.0000,-0.0008,3.0575,-2.6894,1.0037,3.0531,-2.6894,1.0045
1,Line,,,,,0.0310,,,,270,0.0000,-0.0299,-0.0082,3.0531,-2.4271,1.3516,3.0531,-2.3972,1.3599
1,Line,,,,,0.0310,,,,270,0.0000,-0.0257,0.0173,3.0531,-2.6622,1.4030,3.0531,-2.6365,1.3857
1,Line,,,,,0.3434,,,,0,0.0000,0.0000,-0.3434,3.0531,-2.6894,1.0045,3.0531,-2.6894,1.3479
1,Line,,,,,0.0310,,,,270,0.0000,-0.0274,-0.0144,3.0531,-2.3684,1.3713,3.0531,-2.3409,1.3857
1,Line,,,,,3.6204,,,,0,3.6204,0.0000,0.0000,6.3891,-3.3575,0.7132,2.7687,-3.3575,0.7132
1,Line,,,,,0.3900,,,,94,-0.0305,0.3888,-0.0013,3.0225,-2.3006,1.0032,3.0531,-2.6894,1.0045
1,Line,,,,,0.0306,,,,180,-0.0305,0.0000,-0.0013,3.0225,-2.6894,1.0032,3.0531,-2.6894,1.0045
1,Line,,,,,3.6204,,,,0,3.6204,0.0000,0.0000,6.3891,-3.4265,0.7132,2.7687,-3.4265,0.7132
1,Line,,,,,0.3888,,,,90,0.0000,0.3888,0.0000,3.0531,-2.3006,1.0045,3.0531,-2.6894,1.0045
1,Line,,,,,0.0366,,,,90,0.0000,0.0366,0.0000,3.0531,-2.2640,1.0045,3.0531,-2.3006,1.0045
1,Line,,,,,0.5064,,,,0,0.5064,0.0000,0.0000,3.4570,-3.0375,0.8452,2.9505,-3.0375,0.8452
1,Line,,,,,0.0310,,,,270,0.0000,-0.0310,0.0017,3.0531,-2.5197,1.3466,3.0531,-2.4887,1.3450
1,Line,,,,,0.0160,,,,270,0.0000,-0.0146,0.0066,3.0531,-2.3151,1.3880,3.0531,-2.3006,1.3814
1,Line,,,,,0.0150,,,,270,0.0000,-0.0001,0.0150,3.0531,-2.3152,1.4030,3.0531,-2.3151,1.3880
1,Line,,,,,0.0310,,,,270,0.0000,-0.0288,-0.0114,3.0531,-2.3972,1.3599,3.0531,-2.3684,1.3713
1,Line,,,,,0.0120,,,,270,0.0000,-0.0120,0.0000,3.0531,-2.6752,1.3931,3.0531,-2.6632,1.3931
1,Line,,,,,0.0310,,,,270,0.0000,-0.0306,0.0050,3.0531,-2.5503,1.3516,3.0531,-2.5197,1.3466
1,Line,,,,,0.0100,,,,270,0.0000,-0.0010,-0.0099,3.0531,-2.6632,1.3931,3.0531,-2.6622,1.4030
1,Line,,,,,0.0310,,,,270,0.0000,-0.0274,0.0144,3.0531,-2.6365,1.3857,3.0531,-2.6090,1.3713
1,Line,,,,,0.0203,,,,270,0.0000,-0.0061,-0.0194,3.0531,-2.6813,1.3737,3.0531,-2.6752,1.3931
1,Line,,,,,0.0270,,,,270,0.0000,-0.0081,-0.0258,3.0531,-2.6894,1.3479,3.0531,-2.6813,1.3737
1,Line,,,,,0.3768,,,,90,0.0000,0.0000,0.3768,3.0531,-2.3006,1.3814,3.0531,-2.3006,1.0045
1,Line,,,,,0.0310,,,,270,0.0000,-0.0310,-0.0017,3.0531,-2.4887,1.3450,3.0531,-2.4577,1.3466
1,Line,,,,,0.0310,,,,270,0.0000,-0.0306,-0.0050,3.0531,-2.4577,1.3466,3.0531,-2.4271,1.3516
1,Line,,,,,0.0310,,,,270,0.0000,-0.0288,0.0114,3.0531,-2.6090,1.3713,3.0531,-2.5802,1.3599
1,Line,,,,,0.0310,,,,270,0.0000,-0.0257,-0.0173,3.0531,-2.3409,1.3857,3.0531,-2.3152,1.4030
1,Line,,,,,11.3531,,,,0,11.3531,0.0000,0.0000,14.3071,-1.9516,0.8401,2.9541,-1.9516,0.8401
1,Line,,,,,0.0411,,,,270,0.0000,-0.0411,0.0000,14.3491,-3.0375,0.9847,14.3491,-2.9964,0.9847
1,Line,,,,,0.0460,,,,180,-0.0460,0.0000,0.0000,14.3031,-1.9934,0.9847,14.3491,-1.9934,0.9847
1,Line,,,,,0.0460,,,,180,-0.0460,0.0000,0.0000,14.3031,-2.9964,0.9847,14.3491,-2.9964,0.9847
1,Line,,,,,1.0030,,,,270,0.0000,-1.0030,0.0000,14.3491,-2.9964,1.5597,14.3491,-1.9934,1.5597
1,Line,,,,,0.0044,,,,180,-0.0044,0.0000,-0.0001,3.0531,-3.0375,1.0036,3.0575,-3.0375,1.0037
1,Line,,,,,0.5750,,,,0,0.0000,0.0000,-0.5750,14.3491,-2.9964,0.9847,14.3491,-2.9964,1.5597
1,Line,,,,,0.5750,,,,0,0.0000,0.0000,0.5750,14.3491,-1.9934,1.5597,14.3491,-1.9934,0.9847
1,Line,,,,,0.6000,,,,0,0.0000,0.0000,0.6000,14.3031,-1.9516,1.5847,14.3031,-1.9516,0.9847
1,Line,,,,,0.0418,,,,270,0.0000,-0.0418,0.0000,14.3031,-1.9934,0.9847,14.3031,-1.9516,0.9847
1,Line,,,,,0.5750,,,,0,0.0000,0.0000,0.5750,14.3031,-1.9934,1.5597,14.3031,-1.9934,0.9847
1,Line,,,,,1.0859,,,,270,0.0000,-1.0859,0.0000,14.3031,-3.0375,1.5847,14.3031,-1.9516,1.5847
1,Line,,,,,0.0460,,,,180,-0.0460,0.0000,0.0000,14.3031,-1.9934,1.5597,14.3491,-1.9934,1.5597
1,Line,,,,,0.0460,,,,180,-0.0460,0.0000,0.0000,14.3031,-2.9964,1.5597,14.3491,-2.9964,1.5597
1,Line,,,,,1.0030,,,,270,0.0000,-1.0030,0.0000,14.2171,-2.9964,0.9847,14.2171,-1.9934,0.9847
1,Line,,,,,0.0306,,,,180,-0.0306,0.0000,-0.0005,3.0225,-3.0375,1.0032,3.0531,-3.0375,1.0036
1,Line,,,,,0.0306,,,,0,0.0306,0.0000,0.0005,3.0531,-3.0086,1.0036,3.0225,-3.0086,1.0032
1,Line,,,,,0.0064,,,,0,0.0064,0.0000,0.0001,3.0594,-3.0086,1.0037,3.0531,-3.0086,1.0036
1,Line,,,,,0.0290,,,,90,0.0000,0.0290,0.0000,3.0594,-3.0086,1.0037,3.0594,-3.0375,1.0037
1,Line,,,,,0.0020,,,,180,-0.0020,0.0000,0.0000,3.0575,-3.0375,1.0037,3.0594,-3.0375,1.0037
1,Line,,,,,0.2793,,,,90,0.0000,0.2793,0.0000,3.0531,-2.7292,1.4180,3.0531,-3.0086,1.4180
1,Line,,,,,0.2793,,,,90,0.0000,0.2793,0.0000,3.0467,-2.7292,1.4179,3.0467,-3.0086,1.4179
1,Line,,,,,0.0064,,,,0,0.0064,0.0000,0.0001,3.0531,-3.0086,1.4180,3.0467,-3.0086,1.4179
1,Line,,,,,0.0045,,,,180,-0.0044,0.0000,0.0008,3.0531,-3.0375,1.0045,3.0575,-3.0375,1.0037
1,Line,,,,,0.2873,,,,90,0.0000,0.2873,0.0000,3.0225,-2.7213,1.0032,3.0225,-3.0086,1.0032
1,Line,,,,,0.2873,,,,90,0.0000,0.2873,0.0000,3.0531,-2.7213,1.0036,3.0531,-3.0086,1.0036
