Count,Name,Area,Center X,Center Y,Center Z,Length,Radius,Start Angle,Total Angle,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,,,,,0.7682,,,,0,0.7682,0.0000,0.0000,11.4037,-2.7057,2.7187,10.6356,-2.7057,2.7187
1,Line,,,,,0.0360,,,,0,0.0360,0.0000,0.0000,13.1555,-2.4589,2.7238,13.1195,-2.4589,2.7238
1,Line,,,,,0.1930,,,,0,0.1930,0.0000,0.0000,13.3485,-2.2739,2.7142,13.1555,-2.2739,2.7142
1,Line,,,,,0.0702,,,,0,0.0702,0.0000,0.0000,11.4739,-2.3355,2.7187,11.4037,-2.3355,2.7187
1,Line,,,,,0.1060,,,,0,0.1060,0.0000,0.0000,13.4545,-2.3972,2.7219,13.3485,-2.3972,2.7219
1,Line,,,,,0.1060,,,,0,0.1060,0.0000,0.0000,13.4545,-2.4589,2.7238,13.3485,-2.4589,2.7238
1,Line,,,,,0.1060,,,,0,0.1060,0.0000,0.0000,13.4545,-2.7057,2.7187,13.3485,-2.7057,2.7187
1,Line,,,,,1.3990,,,,90,0.0000,0.0000,-1.3990,13.4534,-3.0375,0.8452,13.4534,-3.0375,2.2442
1,Line,,,,,0.1105,,,,270,0.0000,0.0000,0.1105,3.4574,-3.0375,0.5547,3.4574,-3.0375,0.4442
1,Line,,,,,0.1930,,,,0,0.1930,0.0000,0.0000,13.3485,-2.7057,2.7187,13.1555,-2.7057,2.7187
1,Line,,,,,0.1930,,,,0,0.1930,0.0000,0.0000,13.3485,-2.3355,2.7187,13.1555,-2.3355,2.7187
1,Line,,,,,0.0360,,,,0,0.0360,0.0000,0.0000,13.1555,-2.7057,2.7187,13.1195,-2.7057,2.7187
1,Line,,,,,0.1060,,,,0,0.1060,0.0000,0.0000,13.4545,-2.3355,2.7187,13.3485,-2.3355,2.7187
1,Line,,,,,0.6570,,,,270,0.0000,0.0000,0.6570,3.4574,-3.0375,2.2407,3.4574,-3.0375,1.5837
1,Line,,,,,0.7385,,,,0,0.0000,0.0000,0.7385,3.4574,-3.0375,1.5837,3.4574,-3.0375,0.8452
1,Line,,,,,0.8484,,,,0,0.8484,0.0000,0.0000,14.3018,-3.0375,0.8452,13.4534,-3.0375,0.8452
1,Line,,,,,0.4010,,,,0,0.0000,0.0000,-0.4010,13.4534,-3.0375,0.4442,13.4534,-3.0375,0.8452
1,Line,,,,,9.9960,,,,180,-9.9960,0.0000,0.0000,3.4574,-3.0375,0.4442,13.4534,-3.0375,0.4442
1,Line,,,,,0.0460,,,,0,0.0460,0.0000,0.0000,13.4994,-3.0375,2.2442,13.4534,-3.0375,2.2442
1,Line,,,,,0.0053,,,,0,0.0053,0.0000,0.0000,3.4627,-3.0375,0.8452,3.4574,-3.0375,0.8452
1,Line,,,,,0.0260,,,,0,0.0260,0.0000,0.0000,13.1195,-2.7057,2.7187,13.0935,-2.7057,2.7187
1,Line,,,,,0.1930,,,,0,0.1930,0.0000,0.0000,13.3485,-2.8901,2.7014,13.1555,-2.8901,2.7014
1,Line,,,,,0.7623,,,,0,0.7623,0.0000,0.0000,13.0935,-2.3355,2.7187,12.3312,-2.3355,2.7187
1,Line,,,,,0.0360,,,,0,0.0360,0.0000,0.0000,13.1555,-2.5824,2.7238,13.1195,-2.5824,2.7238
1,Line,,,,,0.1060,,,,0,0.1060,0.0000,0.0000,13.4545,-2.8288,2.7085,13.3485,-2.8288,2.7085
1,Line,,,,,0.0260,,,,0,0.0260,0.0000,0.0000,13.1195,-2.5824,2.7238,13.0935,-2.5824,2.7238
1,Line,,,,,0.7709,,,,0,0.7709,0.0000,0.0000,12.2448,-2.7057,2.7187,11.4739,-2.7057,2.7187
1,Line,,,,,0.1060,,,,0,0.1060,0.0000,0.0000,13.4545,-2.7673,2.7142,13.3485,-2.7673,2.7142
1,Line,,,,,0.7623,,,,0,0.7623,0.0000,0.0000,13.0935,-2.7057,2.7187,12.3312,-2.7057,2.7187
1,Line,,,,,0.0360,,,,0,0.0360,0.0000,0.0000,13.1555,-2.3355,2.7187,13.1195,-2.3355,2.7187
1,Line,,,,,0.1060,,,,0,0.1060,0.0000,0.0000,13.4545,-2.5824,2.7238,13.3485,-2.5824,2.7238
1,Line,,,,,0.1930,,,,0,0.1930,0.0000,0.0000,13.3485,-2.5824,2.7238,13.1555,-2.5824,2.7238
1,Line,,,,,0.0864,,,,0,0.0864,0.0000,0.0000,12.3312,-2.7057,2.7187,12.2448,-2.7057,2.7187
1,Line,,,,,0.1060,,,,0,0.1060,0.0000,0.0000,13.4545,-2.8901,2.7014,13.3485,-2.8901,2.7014
1,Line,,,,,0.0260,,,,0,0.0260,0.0000,0.0000,13.1195,-2.3355,2.7187,13.0935,-2.3355,2.7187
1,Line,,,,,1.6958,,,,270,0.0000,-1.6958,0.0000,6.5445,-3.3475,0.3356,6.5445,-1.6516,0.3356
1,Line,,,,,1.6980,,,,270,0.0000,-1.6980,0.0000,6.5267,-3.3496,0.4167,6.5267,-1.6516,0.4167
1,Line,,,,,1.6985,,,,270,0.0000,-1.6985,0.0000,6.5171,-3.3501,0.4352,6.5171,-1.6516,0.4352
1,Line,,,,,1.6936,,,,270,0.0000,-1.6936,0.0000,6.5407,-3.3453,0.2527,6.5407,-1.6516,0.2527
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,6.3357,-1.8561,0.0096,6.3357,-1.7533,0.0096
1,Line,,,,,0.1571,,,,270,0.0000,-0.1571,0.0000,6.4708,-1.8561,0.1037,6.4708,-1.6990,0.1037
1,Line,,,,,1.6915,,,,270,0.0000,-1.6915,0.0000,6.5155,-3.3432,0.1736,6.5155,-1.6516,0.1736
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,11.0914,-1.8561,-0.0078,11.0914,-1.7533,-0.0078
1,Line,,,,,0.0977,,,,270,0.0000,-0.0977,0.0000,11.0075,-1.8561,-0.0124,11.0075,-1.7584,-0.0124
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,11.1713,-1.8561,0.0183,11.1713,-1.7533,0.0183
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,6.2546,-1.8561,-0.0082,6.2546,-1.7533,-0.0082
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,6.0227,-1.8561,0.0655,6.0227,-1.7533,0.0655
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,6.0926,-1.8561,0.0208,6.0926,-1.7533,0.0208
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,6.1717,-1.8561,-0.0044,6.1717,-1.7533,-0.0044
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,6.4094,-1.8561,0.0477,6.4094,-1.7533,0.0477
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,4.8053,-1.8561,0.0545,4.8053,-1.7533,0.0545
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,4.8775,-1.8561,0.0141,4.8775,-1.7533,0.0141
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,4.9577,-1.8561,-0.0062,4.9577,-1.7533,-0.0062
1,Line,,,,,0.1699,,,,270,0.0000,-0.1699,0.0000,4.7459,-1.8561,0.1122,4.7459,-1.6861,0.1122
1,Line,,,,,1.6961,,,,270,0.0000,-1.6961,0.0000,4.6799,-3.3477,0.3457,4.6799,-1.6516,0.3457
1,Line,,,,,1.6939,,,,270,0.0000,-1.6939,0.0000,4.6811,-3.3455,0.2629,4.6811,-1.6516,0.2629
1,Line,,,,,1.6918,,,,270,0.0000,-1.6918,0.0000,4.7036,-3.3434,0.1833,4.7036,-1.6516,0.1833
1,Line,,,,,0.1804,,,,270,0.0000,-0.1804,0.0000,5.4209,-1.8561,0.1192,5.4209,-1.6757,0.1192
1,Line,,,,,0.1862,,,,270,0.0000,-0.1862,0.0000,5.8156,-1.8561,0.1230,5.8156,-1.6699,0.1230
1,Line,,,,,0.1920,,,,270,0.0000,-0.1920,0.0000,5.9667,-1.8561,0.1269,5.9667,-1.6641,0.1269
1,Line,,,,,0.1804,,,,270,0.0000,-0.1804,0.0000,5.2489,-1.8561,0.1192,5.2489,-1.6757,0.1192
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,5.0405,-1.8561,-0.0050,5.0405,-1.7533,-0.0050
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,5.1201,-1.8561,0.0175,5.1201,-1.7533,0.0175
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,5.1912,-1.8561,0.0599,5.1912,-1.7533,0.0599
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,11.2417,-1.8561,0.0642,11.2417,-1.7533,0.0642
1,Line,,,,,0.1767,,,,270,0.0000,-0.1767,0.0000,13.2460,-1.8561,0.1167,13.2460,-1.6794,0.1167
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,13.3044,-1.8561,0.0570,13.3044,-1.7533,0.0570
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,13.3763,-1.8561,0.0145,13.3763,-1.7533,0.0145
1,Line,,,,,1.6918,,,,270,0.0000,-1.6918,0.0000,13.7962,-3.3434,0.1831,13.7962,-1.6516,0.1831
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,12.1056,-1.8561,0.0352,12.1056,-1.7533,0.0352
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,12.1824,-1.8561,0.0017,12.1824,-1.7533,0.0017
1,Line,,,,,1.6939,,,,270,0.0000,-1.6939,0.0000,13.8186,-3.3456,0.2635,13.8186,-1.6516,0.2635
1,Line,,,,,1.6976,,,,270,0.0000,-1.6976,0.0000,14.5843,-3.3492,0.4013,14.5843,-1.6516,0.4013
1,Line,,,,,1.6988,,,,270,0.0000,-1.6988,0.0000,14.6259,-3.3505,0.4473,14.6259,-1.6516,0.4473
1,Line,,,,,1.7033,,,,270,0.0000,-1.7033,0.0000,14.6259,-3.3549,0.6153,14.6259,-1.6516,0.6153
1,Line,,,,,0.1684,,,,270,0.0000,-0.1684,0.0000,13.7536,-1.8561,0.1112,13.7536,-1.6877,0.1112
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,13.4567,-1.8561,-0.0080,13.4567,-1.7533,-0.0080
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,13.6211,-1.8561,0.0118,13.6211,-1.7533,0.0118
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,13.6939,-1.8561,0.0528,13.6939,-1.7533,0.0528
1,Line,,,,,0.1327,,,,270,0.0000,-0.1327,0.0000,12.0401,-1.8561,0.0875,12.0401,-1.7234,0.0875
1,Line,,,,,1.6914,,,,270,0.0000,-1.6914,0.0000,10.7417,-3.3430,0.1694,10.7417,-1.6516,0.1694
1,Line,,,,,0.1500,,,,270,0.0000,-0.1500,0.0000,10.7876,-1.8561,0.0990,10.7876,-1.7060,0.0990
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,10.8502,-1.8561,0.0429,10.8502,-1.7533,0.0429
1,Line,,,,,1.6935,,,,270,0.0000,-1.6935,0.0000,10.7156,-3.3452,0.2493,10.7156,-1.6516,0.2493
1,Line,,,,,0.1920,,,,270,0.0000,-0.1920,0.0000,11.2978,-1.8561,0.1268,11.2978,-1.6641,0.1268
1,Line,,,,,1.6980,,,,270,0.0000,-1.6980,0.0000,10.7283,-3.3496,0.4155,10.7283,-1.6516,0.4155
1,Line,,,,,1.6958,,,,270,0.0000,-1.6958,0.0000,10.7110,-3.3474,0.3332,10.7110,-1.6516,0.3332
1,Line,,,,,0.1199,,,,270,0.0000,-0.1199,0.0000,12.4940,-1.8561,0.0790,12.4940,-1.7362,0.0790
1,Line,,,,,1.6907,,,,270,0.0000,-1.6907,0.0000,12.5462,-3.3424,0.1445,12.5462,-1.6516,0.1445
1,Line,,,,,1.6918,,,,270,0.0000,-1.6918,0.0000,12.5630,-3.3434,0.1829,12.5630,-1.6516,0.1829
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,12.4266,-1.8561,0.0293,12.4266,-1.7533,0.0293
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,10.9252,-1.8561,0.0049,10.9252,-1.7533,0.0049
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,12.3486,-1.8561,-0.0014,12.3486,-1.7533,-0.0014
1,Line,,,,,0.1001,,,,270,0.0000,-0.1001,0.0000,12.2653,-1.8561,-0.0107,12.2653,-1.7560,-0.0107
1,Line,,,,,1.8759,,,,270,0.0000,-1.8759,0.0000,11.5595,-3.4265,0.7196,11.5595,-1.5506,0.7196
1,Line,,,,,1.8759,,,,270,0.0000,-1.8759,0.0000,11.4845,-3.4265,0.7196,11.4845,-1.5506,0.7196
1,Line,,,,,1.7033,,,,270,0.0000,-1.7033,0.0000,11.4845,-3.3549,0.6156,11.4845,-1.6516,0.6156
1,Line,,,,,1.8759,,,,270,0.0000,-1.8759,0.0000,11.5595,-3.4265,0.7286,11.5595,-1.5506,0.7286
1,Line,,,,,1.8759,,,,270,0.0000,-1.8759,0.0000,10.5195,-3.4265,0.7516,10.5195,-1.5506,0.7516
1,Line,,,,,1.8759,,,,270,0.0000,-1.8759,0.0000,11.7635,-3.4265,0.7516,11.7635,-1.5506,0.7516
1,Line,,,,,1.8759,,,,270,0.0000,-1.8759,0.0000,11.7635,-3.4265,0.7286,11.7635,-1.5506,0.7286
1,Line,,,,,1.7033,,,,270,0.0000,-1.7033,0.0000,11.2565,-3.3549,0.6156,11.2565,-1.6516,0.6156
1,Line,,,,,1.7045,,,,270,0.0000,-1.7045,0.0000,11.1764,-3.3562,0.6627,11.1764,-1.6516,0.6627
1,Line,,,,,1.7045,,,,270,0.0000,-1.7045,0.0000,11.1194,-3.3562,0.6627,11.1194,-1.6516,0.6627
1,Line,,,,,1.7033,,,,270,0.0000,-1.7033,0.0000,11.4445,-3.3549,0.6156,11.4445,-1.6516,0.6156
1,Line,,,,,1.7033,,,,270,0.0000,-1.7033,0.0000,11.4655,-3.3549,0.6156,11.4655,-1.6516,0.6156
1,Line,,,,,1.7023,,,,270,0.0000,-1.7023,0.0000,11.4655,-3.3540,0.5796,11.4655,-1.6516,0.5796
1,Line,,,,,1.7023,,,,270,0.0000,-1.7023,0.0000,11.4445,-3.3540,0.5796,11.4445,-1.6516,0.5796
1,Line,,,,,1.8759,,,,270,0.0000,-1.8759,0.0000,10.4985,-3.4265,0.7399,10.4985,-1.5506,0.7399
1,Line,,,,,1.8759,,,,270,0.0000,-1.8759,0.0000,5.7038,-3.4265,0.7317,5.7038,-1.5506,0.7317
1,Line,,,,,1.8759,,,,270,0.0000,-1.8759,0.0000,5.5038,-3.4265,0.7317,5.5038,-1.5506,0.7317
1,Line,,,,,1.8759,,,,270,0.0000,-1.8759,0.0000,5.5038,-3.4265,0.7477,5.5038,-1.5506,0.7477
1,Line,,,,,1.8759,,,,270,0.0000,-1.8759,0.0000,5.7038,-3.4265,0.7147,5.7038,-1.5506,0.7147
1,Line,,,,,1.7042,,,,270,0.0000,-1.7042,0.0000,6.4272,-3.3558,0.6499,6.4272,-1.6516,0.6499
1,Line,,,,,1.7052,,,,270,0.0000,-1.7052,0.0000,6.4272,-3.3569,0.6889,6.4272,-1.6516,0.6889
1,Line,,,,,1.8759,,,,270,0.0000,-1.8759,0.0000,6.3868,-3.4265,0.7147,6.3868,-1.5506,0.7147
1,Line,,,,,0.2044,,,,270,0.0000,-0.2044,0.0000,10.5098,-1.8561,0.1396,10.5098,-1.6516,0.1396
1,Line,,,,,1.6916,,,,270,0.0000,-1.6916,0.0000,10.5098,-3.3432,0.1766,10.5098,-1.6516,0.1766
1,Line,,,,,1.6918,,,,270,0.0000,-1.6918,0.0000,10.4985,-3.3435,0.1849,10.4985,-1.6516,0.1849
1,Line,,,,,0.1727,,,,270,0.0000,-0.1727,0.0000,10.4048,-1.8561,0.1141,10.4048,-1.6834,0.1141
1,Line,,,,,1.8759,,,,270,0.0000,-1.8759,0.0000,6.7438,-3.4265,0.7477,6.7438,-1.5506,0.7477
1,Line,,,,,1.6908,,,,270,0.0000,-1.6908,0.0000,6.7438,-3.3424,0.1457,6.7438,-1.6516,0.1457
1,Line,,,,,0.1727,,,,270,0.0000,-0.1727,0.0000,6.8128,-1.8561,0.1141,6.8128,-1.6834,0.1141
1,Line,,,,,1.7051,,,,270,0.0000,-1.7051,0.0000,11.0976,-3.3567,0.6833,11.0976,-1.6516,0.6833
1,Line,,,,,1.6923,,,,270,0.0000,-1.6923,0.0000,3.4582,-3.3439,0.2018,3.4582,-1.6516,0.2018
1,Line,,,,,0.1932,,,,270,0.0000,-0.1932,0.0000,3.4961,-1.8561,0.1276,3.4961,-1.6629,0.1276
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,3.5519,-1.8561,0.0658,3.5519,-1.7533,0.0658
1,Line,,,,,1.6969,,,,270,0.0000,-1.6969,0.0000,4.5303,-3.3485,0.3748,4.5303,-1.6516,0.3748
1,Line,,,,,1.6914,,,,270,0.0000,-1.6914,0.0000,4.2433,-3.3430,0.1694,4.2433,-1.6516,0.1694
1,Line,,,,,1.6914,,,,270,0.0000,-1.6914,0.0000,4.4663,-3.3430,0.1694,4.4663,-1.6516,0.1694
1,Line,,,,,1.6941,,,,270,0.0000,-1.6941,0.0000,4.5303,-3.3458,0.2721,4.5303,-1.6516,0.2721
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,3.9398,-1.8561,0.0460,3.9398,-1.7533,0.0460
1,Line,,,,,0.1542,,,,270,0.0000,-0.1542,0.0000,4.0016,-1.8561,0.1018,4.0016,-1.7018,0.1018
1,Line,,,,,0.1920,,,,270,0.0000,-0.1920,0.0000,4.0178,-1.8561,0.1269,4.0178,-1.6641,0.1269
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,3.8656,-1.8561,0.0081,3.8656,-1.7533,0.0081
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,3.6218,-1.8561,0.0205,3.6218,-1.7533,0.0205
1,Line,,,,,0.1028,,,,270,0.0000,-0.1028,0.0000,3.7010,-1.8561,-0.0051,3.7010,-1.7533,-0.0051
1,Line,,,,,0.1022,,,,270,0.0000,-0.1022,0.0000,3.7842,-1.8561,-0.0093,3.7842,-1.7539,-0.0093
1,Line,,,,,0.1920,,,,270,0.0000,-0.1920,0.0000,4.1968,-1.8561,0.1269,4.1968,-1.6641,0.1269
1,Line,,,,,1.7029,,,,270,0.0000,-1.7029,0.0000,10.7156,-3.3546,0.6025,10.7156,-1.6516,0.6025
1,Line,,,,,1.7034,,,,270,0.0000,-1.7034,0.0000,10.7156,-3.3550,0.6195,10.7156,-1.6516,0.6195
1,Line,,,,,1.7034,,,,270,0.0000,-1.7034,0.0000,10.7006,-3.3550,0.6195,10.7006,-1.6516,0.6195
1,Line,,,,,1.7029,,,,270,0.0000,-1.7029,0.0000,10.7576,-3.3546,0.6025,10.7576,-1.6516,0.6025
1,Line,,,,,1.7051,,,,270,0.0000,-1.7051,0.0000,10.9736,-3.3567,0.6833,10.9736,-1.6516,0.6833
1,Line,,,,,1.7045,,,,270,0.0000,-1.7045,0.0000,10.9416,-3.3561,0.6594,10.9416,-1.6516,0.6594
1,Line,,,,,1.7045,,,,270,0.0000,-1.7045,0.0000,10.8576,-3.3561,0.6594,10.8576,-1.6516,0.6594
1,Line,,,,,1.6914,,,,270,0.0000,-1.6914,0.0000,11.8119,-3.3430,0.1696,11.8119,-1.6516,0.1696
1,Line,,,,,0.1926,,,,270,0.0000,-0.1926,0.0000,11.8625,-1.8561,0.1273,11.8625,-1.6635,0.1273
1,Line,,,,,0.1926,,,,270,0.0000,-0.1926,0.0000,12.0108,-1.8561,0.1273,12.0108,-1.6635,0.1273
1,Line,,,,,1.6914,,,,270,0.0000,-1.6914,0.0000,11.5099,-3.3430,0.1696,11.5099,-1.6516,0.1696
1,Line,,,,,1.7002,,,,270,0.0000,-1.7002,0.0000,10.7006,-3.3519,0.5015,10.7006,-1.6516,0.5015
1,Line,,,,,1.6986,,,,270,0.0000,-1.6986,0.0000,10.7398,-3.3502,0.4382,10.7398,-1.6516,0.4382
1,Line,,,,,0.1920,,,,270,0.0000,-0.1920,0.0000,11.4508,-1.8561,0.1268,11.4508,-1.6641,0.1268
1,Line,,,,,1.7039,,,,270,0.0000,-1.7039,0.0000,14.6071,-3.3556,0.6400,14.6071,-1.6516,0.6400
1,Line,,,,,0.7038,,,,0,0.7038,0.0000,0.0000,5.4361,-1.6516,0.1351,4.7323,-1.6516,0.1351
1,Line,,,,,3.7548,,,,0,3.7548,0.0000,0.0000,10.4985,-1.6516,0.4401,6.7438,-1.6516,0.4401
1,Line,,,,,3.7548,,,,0,3.7548,0.0000,0.0000,10.4985,-1.6516,0.7041,6.7438,-1.6516,0.7041
1,Line,,,,,0.4070,,,,0,0.4070,0.0000,0.0000,5.1988,-1.7533,0.0677,4.7917,-1.7533,0.0677
1,Line,,,,,0.3546,,,,0,0.3546,0.0000,0.0000,6.7438,-3.3575,0.7132,6.3891,-3.3575,0.7132
1,Line,,,,,0.6971,,,,0,0.6971,0.0000,0.0000,6.4930,-3.3422,0.1384,5.7959,-3.3422,0.1384
1,Line,,,,,0.0801,,,,0,0.0801,0.0000,0.0000,11.0711,-1.7533,-0.0089,10.9910,-1.7533,-0.0089
1,Line,,,,,0.6328,,,,0,0.6328,0.0000,0.0000,10.6396,-2.3972,2.7219,10.0068,-2.3972,2.7219
1,Line,,,,,1.8710,,,,0,1.8710,0.0000,0.0000,9.9038,-2.3972,2.7219,8.0328,-2.3972,2.7219
1,Line,,,,,0.0430,,,,0,0.0430,0.0000,0.0000,8.0328,-2.3972,2.7219,7.9898,-2.3972,2.7219
1,Line,,,,,1.8250,,,,0,1.8250,0.0000,0.0000,9.9038,-2.2739,2.7142,8.0788,-2.2739,2.7142
1,Line,,,,,3.7548,,,,0,3.7548,0.0000,0.0000,10.4985,-1.5506,0.7041,6.7438,-1.5506,0.7041
1,Line,,,,,0.7986,,,,0,0.7986,0.0000,0.0000,4.7027,-2.1511,2.7014,3.9041,-2.1511,2.7014
1,Line,,,,,0.1030,,,,0,0.1030,0.0000,0.0000,10.0068,-2.2739,2.7142,9.9038,-2.2739,2.7142
1,Line,,,,,0.3546,,,,0,0.3546,0.0000,0.0000,6.7438,-3.4265,0.7132,6.3891,-3.4265,0.7132
1,Line,,,,,1.7942,,,,0,1.7942,0.0000,0.0000,8.0788,-2.2739,2.7142,6.2846,-2.2739,2.7142
1,Line,,,,,0.7507,,,,0,0.7507,0.0000,0.0000,6.2846,-2.2739,2.7142,5.5339,-2.2739,2.7142
1,Line,,,,,0.1030,,,,0,0.1030,0.0000,0.0000,10.0068,-2.3972,2.7219,9.9038,-2.3972,2.7219
1,Line,,,,,0.1932,,,,0,0.1932,0.0000,0.0000,3.9052,-2.2125,2.7085,3.7121,-2.2125,2.7085
1,Line,,,,,0.3403,,,,0,0.3403,0.0000,0.0000,6.7438,-1.6516,0.7041,6.4034,-1.6516,0.7041
1,Line,,,,,0.3403,,,,0,0.3403,0.0000,0.0000,6.7438,-1.5506,0.7041,6.4034,-1.5506,0.7041
1,Line,,,,,0.2140,,,,0,0.2140,0.0000,0.0000,3.9041,-2.1511,2.7014,3.6901,-2.1511,2.7014
1,Line,,,,,1.7942,,,,0,1.7942,0.0000,0.0000,8.0788,-2.7673,2.7142,6.2846,-2.7673,2.7142
1,Line,,,,,0.1932,,,,0,0.1932,0.0000,0.0000,3.9052,-2.8288,2.7085,3.7121,-2.8288,2.7085
1,Line,,,,,0.2140,,,,0,0.2140,0.0000,0.0000,3.9041,-2.8901,2.7014,3.6901,-2.8901,2.7014
1,Line,,,,,1.6022,,,,0,1.6022,0.0000,0.0000,5.5303,-2.7057,2.7187,3.9281,-2.7057,2.7187
1,Line,,,,,0.7568,,,,0,0.7568,0.0000,0.0000,6.2846,-2.3972,2.7219,5.5278,-2.3972,2.7219
1,Line,,,,,3.6192,,,,0,3.6192,0.0000,0.0000,9.9038,-2.6441,2.7219,6.2846,-2.6441,2.7219
1,Line,,,,,0.7568,,,,0,0.7568,0.0000,0.0000,6.2846,-2.6441,2.7219,5.5278,-2.6441,2.7219
1,Line,,,,,0.0310,,,,0,0.0310,0.0000,0.0000,7.9898,-2.3972,2.7219,7.9588,-2.3972,2.7219
1,Line,,,,,0.7461,,,,0,0.7461,0.0000,0.0000,6.2846,-2.2125,2.7085,5.5385,-2.2125,2.7085
1,Line,,,,,1.6333,,,,0,1.6333,0.0000,0.0000,5.5385,-2.2125,2.7085,3.9052,-2.2125,2.7085
1,Line,,,,,0.6228,,,,0,0.6228,0.0000,0.0000,10.6295,-2.2739,2.7142,10.0068,-2.2739,2.7142
1,Line,,,,,1.7942,,,,0,1.7942,0.0000,0.0000,8.0788,-2.2125,2.7085,6.2846,-2.2125,2.7085
1,Line,,,,,0.9860,,,,0,0.9860,0.0000,0.0000,11.4845,-1.6516,0.7041,10.4985,-1.6516,0.7041
1,Line,,,,,0.9860,,,,0,0.9860,0.0000,0.0000,11.4845,-1.5506,0.7041,10.4985,-1.5506,0.7041
1,Line,,,,,0.7405,,,,0,0.7405,0.0000,0.0000,6.2846,-2.1511,2.7014,5.5441,-2.1511,2.7014
1,Line,,,,,1.6742,,,,0,1.6742,0.0000,0.0000,7.9588,-2.4589,2.7238,6.2846,-2.4589,2.7238
1,Line,,,,,0.7583,,,,0,0.7583,0.0000,0.0000,6.2846,-2.5824,2.7238,5.5262,-2.5824,2.7238
1,Line,,,,,0.6328,,,,0,0.6328,0.0000,0.0000,10.6396,-2.6441,2.7219,10.0068,-2.6441,2.7219
1,Line,,,,,0.0310,,,,0,0.0310,0.0000,0.0000,7.9898,-2.4589,2.7238,7.9588,-2.4589,2.7238
1,Line,,,,,0.7624,,,,0,0.7624,0.0000,0.0000,11.4020,-2.3972,2.7219,10.6396,-2.3972,2.7219
1,Line,,,,,0.1030,,,,0,0.1030,0.0000,0.0000,10.0068,-2.4589,2.7238,9.9038,-2.4589,2.7238
1,Line,,,,,0.0430,,,,0,0.0430,0.0000,0.0000,8.0328,-2.4589,2.7238,7.9898,-2.4589,2.7238
1,Line,,,,,3.7245,,,,0,3.7245,0.0000,0.0000,10.4914,-1.6516,0.1351,6.7669,-1.6516,0.1351
1,Line,,,,,1.8250,,,,0,1.8250,0.0000,0.0000,9.9038,-2.7673,2.7142,8.0788,-2.7673,2.7142
1,Line,,,,,0.7507,,,,0,0.7507,0.0000,0.0000,6.2846,-2.7673,2.7142,5.5339,-2.7673,2.7142
1,Line,,,,,1.6333,,,,0,1.6333,0.0000,0.0000,5.5385,-2.8288,2.7085,3.9052,-2.8288,2.7085
1,Line,,,,,0.1030,,,,0,0.1030,0.0000,0.0000,10.0068,-2.6441,2.7219,9.9038,-2.6441,2.7219
1,Line,,,,,1.6742,,,,0,1.6742,0.0000,0.0000,7.9588,-2.3972,2.7219,6.2846,-2.3972,2.7219
1,Line,,,,,1.8710,,,,0,1.8710,0.0000,0.0000,9.9038,-2.4589,2.7238,8.0328,-2.4589,2.7238
1,Line,,,,,0.7583,,,,0,0.7583,0.0000,0.0000,6.2846,-2.4589,2.7238,5.5262,-2.4589,2.7238
1,Line,,,,,0.4070,,,,0,0.4070,0.0000,0.0000,5.1988,-3.2367,0.0677,4.7917,-3.2367,0.0677
1,Line,,,,,0.1000,,,,0,0.1000,0.0000,0.0000,5.0464,-3.2367,-0.0033,4.9465,-3.2367,-0.0033
