Count,Name,Area,Center X,Center Y,Center Z,Circumference,Diameter,Radius,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Length,Start X,Start Y,Start Z,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z
1,Line,,,,,,,,90,0.0000,-0.3200,0.0000,2.9998,28.3521,1.2341,0.3200,2.9998,28.6721,1.2341,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,29.2129,0.9192,0.0400,1.1182,29.2129,0.9192,,,,,,
1,Line,,,,,,,,180,-0.0826,0.0000,0.0000,3.3059,15.6261,2.7693,0.0826,3.3884,15.6261,2.7693,,,,,,
1,Line,,,,,,,,90,0.0000,-1.6697,0.0000,3.3884,13.9564,2.7693,1.6697,3.3884,15.6261,2.7693,,,,,,
1,Line,,,,,,,,180,-0.0826,0.0000,0.0000,3.3059,13.9564,2.7693,0.0826,3.3884,13.9564,2.7693,,,,,,
1,Line,,,,,,,,90,0.0000,-1.6697,0.0000,3.3059,13.9564,2.7693,1.6697,3.3059,15.6261,2.7693,,,,,,
1,Line,,,,,,,,90,0.0000,0.5778,0.0000,3.3059,32.5365,2.7340,0.5778,3.3059,31.9586,2.7340,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-1.1897,3.3059,31.9586,2.7340,1.1897,3.3059,31.9586,3.9237,,,,,,
1,Line,,,,,,,,90,0.0000,-0.5778,0.0000,3.3059,31.9586,3.9237,0.5778,3.3059,32.5365,3.9237,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,1.1897,3.3059,32.5365,3.9237,1.1897,3.3059,32.5365,2.7340,,,,,,
1,Line,,,,,,,,90,0.0000,0.0300,0.0000,2.3059,34.2030,3.1719,0.0300,2.3059,34.1730,3.1719,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-1.0679,2.3059,34.1730,3.1719,1.0679,2.3059,34.1730,4.2398,,,,,,
1,Line,,,,,,,,90,0.0000,0.0300,0.0000,2.3059,34.2030,4.2398,0.0300,2.3059,34.1730,4.2398,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-1.0679,2.3059,34.2030,3.1719,1.0679,2.3059,34.2030,4.2398,,,,,,
1,Line,,,,,,,,90,0.0000,-1.6760,0.0000,3.3059,15.9429,3.5858,1.6760,3.3059,17.6189,3.5858,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.2884,3.3059,15.9429,3.8742,0.2884,3.3059,15.9429,3.5858,,,,,,
1,Line,,,,,,,,90,0.0000,1.6760,0.0000,3.3059,17.6189,3.8742,1.6760,3.3059,15.9429,3.8742,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.2884,3.3059,17.6189,3.5858,0.2884,3.3059,17.6189,3.8742,,,,,,
1,Line,,,,,,,,180,-0.0826,0.0000,0.0000,3.3059,31.1784,3.9217,0.0826,3.3884,31.1784,3.9217,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-1.4371,0.4357,1.8943,2.5899,1.4371,0.4357,1.8943,4.0270,,,,,,
1,Line,,,,,,,,90,0.0000,0.0375,0.0000,0.4357,1.9318,2.5899,0.0375,0.4357,1.8943,2.5899,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,1.4371,0.4357,1.9318,4.0270,1.4371,0.4357,1.9318,2.5899,,,,,,
1,Line,,,,,,,,90,0.0000,-0.0375,0.0000,0.4357,1.8943,4.0270,0.0375,0.4357,1.9318,4.0270,,,,,,
1,Line,,,,,,,,0,0.0826,0.0000,0.0000,0.5182,29.3401,3.8708,0.0826,0.4357,29.3401,3.8708,,,,,,
1,Line,,,,,,,,0,0.0825,0.0000,0.0000,0.5182,31.0038,3.8708,0.0825,0.4357,31.0038,3.8708,,,,,,
1,Line,,,,,,,,90,0.0000,-1.6637,0.0000,0.5182,29.3401,3.8708,1.6637,0.5182,31.0038,3.8708,,,,,,
1,Line,,,,,,,,90,0.0000,-1.6637,0.0000,0.4357,29.3401,3.8708,1.6637,0.4357,31.0038,3.8708,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,1.1811,3.3884,31.1784,3.9217,1.1811,3.3884,31.1784,2.7406,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7698,5.3326,0.8222,0.0400,2.8098,5.3326,0.8222,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,1.1811,3.3059,31.1784,3.9217,1.1811,3.3059,31.1784,2.7406,,,,,,
1,Line,,,,,,,,180,-0.0826,0.0000,0.0000,3.3059,31.1784,2.7406,0.0826,3.3884,31.1784,2.7406,,,,,,
1,Line,,,,,,,,180,0.0600,0.0000,0.0000,2.8698,5.3326,0.8222,0.0600,2.8098,5.3326,0.8222,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1782,5.3339,0.8222,0.0400,1.1382,5.3339,0.8222,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7698,5.3895,0.9597,0.0400,2.8098,5.3895,0.9597,,,,,,
1,Line,,,,,,,,180,0.0600,0.0000,0.0000,2.8698,5.3895,0.9597,0.0600,2.8098,5.3895,0.9597,,,,,,
1,Line,,,,,,,,90,0.0000,0.1905,0.0000,3.3884,11.8835,3.9384,0.1905,3.3884,11.6930,3.9384,,,,,,
1,Line,,,,,,,,90,0.0000,1.8098,0.0000,3.3884,11.6930,3.9384,1.8098,3.3884,9.8833,3.9384,,,,,,
1,Line,,,,,,,,90,0.0000,0.1905,0.0000,3.3884,13.8838,3.9384,0.1905,3.3884,13.6933,3.9384,,,,,,
1,Line,,,,,,,,90,0.0000,1.8098,0.0000,3.3884,13.6933,3.9384,1.8098,3.3884,11.8835,3.9384,,,,,,
1,Line,,,,,,,,90,0.0000,-0.1905,0.0000,3.3884,11.6930,2.7128,0.1905,3.3884,11.8835,2.7128,,,,,,
1,Line,,,,,,,,90,0.0000,-1.8098,0.0000,3.3884,11.8835,2.7128,1.8098,3.3884,13.6933,2.7128,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-1.2256,3.3884,9.8833,2.7128,1.2256,3.3884,9.8833,3.9384,,,,,,
1,Line,,,,,,,,90,0.0000,-1.8098,0.0000,3.3884,9.8833,2.7128,1.8098,3.3884,11.6930,2.7128,,,,,,
1,Line,,,,,,,,90,0.0000,1.8130,0.0000,3.3884,17.6907,3.9384,1.8130,3.3884,15.8777,3.9384,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,1.2256,3.3884,15.8777,3.9384,1.2256,3.3884,15.8777,2.7128,,,,,,
1,Line,,,,,,,,90,0.0000,1.8097,0.0000,3.3884,19.6910,3.9384,1.8097,3.3884,17.8812,3.9384,,,,,,
1,Line,,,,,,,,90,0.0000,0.1905,0.0000,3.3884,17.8812,3.9384,0.1905,3.3884,17.6907,3.9384,,,,,,
1,Line,,,,,,,,90,0.0000,-1.8097,0.0000,3.3884,17.8812,2.7128,1.8097,3.3884,19.6910,2.7128,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-1.2256,3.3884,19.6910,2.7128,1.2256,3.3884,19.6910,3.9384,,,,,,
1,Line,,,,,,,,90,0.0000,-1.8130,0.0000,3.3884,15.8777,2.7128,1.8130,3.3884,17.6907,2.7128,,,,,,
1,Line,,,,,,,,90,0.0000,-0.1905,0.0000,3.3884,17.6907,2.7128,0.1905,3.3884,17.8812,2.7128,,,,,,
1,Line,,,,,,,,90,0.0000,-0.1905,0.0000,3.3884,13.6933,2.7128,0.1905,3.3884,13.8838,2.7128,,,,,,
1,Line,,,,,,,,90,0.0000,1.8217,0.0000,3.3884,3.7035,3.9384,1.8217,3.3884,1.8818,3.9384,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,1.2256,3.3884,1.8818,3.9384,1.2256,3.3884,1.8818,2.7128,,,,,,
1,Line,,,,,,,,90,0.0000,-1.7963,0.0000,3.3884,5.8962,2.7128,1.7963,3.3884,7.6925,2.7128,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,1.2256,3.3884,7.6925,3.9384,1.2256,3.3884,7.6925,2.7128,,,,,,
1,Line,,,,,,,,90,0.0000,0.0000,-1.4371,3.3884,1.4502,2.5899,1.4371,3.3884,1.4502,4.0270,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,1.4371,3.3884,31.0321,4.0270,1.4371,3.3884,31.0321,2.5899,,,,,,
1,Line,,,,,,,,90,0.0000,-1.8217,0.0000,3.3884,1.8818,2.7128,1.8217,3.3884,3.7035,2.7128,,,,,,
1,Line,,,,,,,,90,0.0000,0.0000,-1.2256,3.3884,3.7035,2.7128,1.2256,3.3884,3.7035,3.9384,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-1.2256,3.3884,3.8938,2.7128,1.2256,3.3884,3.8938,3.9384,,,,,,
1,Line,,,,,,,,90,0.0000,-1.8120,0.0000,3.3884,3.8938,2.7128,1.8120,3.3884,5.7057,2.7128,,,,,,
1,Line,,,,,,,,90,0.0000,-1.8098,0.0000,3.3884,13.8838,2.7128,1.8098,3.3884,15.6935,2.7128,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-1.2256,3.3884,15.6935,2.7128,1.2256,3.3884,15.6935,3.9384,,,,,,
1,Line,,,,,,,,90,0.0000,1.7963,0.0000,3.3884,7.6925,3.9384,1.7963,3.3884,5.8962,3.9384,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-1.2256,3.3884,5.8962,2.7128,1.2256,3.3884,5.8962,3.9384,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-1.2256,3.3884,5.7057,2.7128,1.2256,3.3884,5.7057,3.9384,,,,,,
1,Line,,,,,,,,90,0.0000,1.8120,0.0000,3.3884,5.7057,3.9384,1.8120,3.3884,3.8938,3.9384,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.6477,0.4357,31.5446,1.6374,0.6477,0.4357,31.5446,2.2851,,,,,,
1,Line,,,,,,,,0,0.0825,0.0000,0.0000,0.5182,26.9923,3.5218,0.0825,0.4357,26.9923,3.5218,,,,,,
1,Line,,,,,,,,90,0.0000,0.7906,0.0000,0.4357,32.3352,2.5899,0.7906,0.4357,31.5446,2.5899,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.3048,0.4357,31.5446,2.5899,0.3048,0.4357,31.5446,2.2851,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.7559,0.4357,26.9923,3.5218,0.7559,0.4357,26.9923,2.7659,,,,,,
1,Circle,1.2710,2.8098,4.8389,1.1072,3.9965,1.2721,0.6361,,,,,,,,,,,,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.7559,0.5182,26.9923,3.5218,0.7559,0.5182,26.9923,2.7659,,,,,,
1,Line,,,,,,,,0,0.0825,0.0000,0.0000,0.5182,26.9923,2.7659,0.0825,0.4357,26.9923,2.7659,,,,,,
1,Line,,,,,,,,180,-0.0826,0.0000,0.0000,3.3059,25.9219,3.8742,0.0826,3.3884,25.9219,3.8742,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.2884,3.3059,25.9219,3.8742,0.2884,3.3059,25.9219,3.5858,,,,,,
1,Line,,,,,,,,90,0.0000,-1.6854,0.0000,3.3884,25.9219,3.5858,1.6854,3.3884,27.6073,3.5858,,,,,,
1,Line,,,,,,,,180,-0.0826,0.0000,0.0000,3.3059,27.6073,3.5858,0.0826,3.3884,27.6073,3.5858,,,,,,
1,Line,,,,,,,,90,0.0000,0.7906,0.0000,0.4357,32.3352,1.6374,0.7906,0.4357,31.5446,1.6374,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.9525,0.4357,32.3352,1.6374,0.9525,0.4357,32.3352,2.5899,,,,,,
1,Line,,,,,,,,180,-0.0826,0.0000,0.0000,3.3059,25.9219,3.5858,0.0826,3.3884,25.9219,3.5858,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.2884,3.3884,25.9219,3.8742,0.2884,3.3884,25.9219,3.5858,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0782,2.0131,1.0144,1.7916,2.8698,2.0131,1.0144,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,1.2256,0.4357,19.0801,3.9384,1.2256,0.4357,19.0801,2.7128,,,,,,
1,Line,,,,,,,,90,0.0000,-1.8097,0.0000,0.4357,17.2703,3.9384,1.8097,0.4357,19.0801,3.9384,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.7525,0.4357,17.3378,2.7693,0.7525,0.4357,17.3378,3.5218,,,,,,
1,Line,,,,,,,,90,0.0000,-1.6697,0.0000,0.4357,17.3378,3.5218,1.6697,0.4357,19.0075,3.5218,,,,,,
1,Line,,,,,,,,90,0.0000,1.6510,0.0000,3.3884,1.4502,4.3006,1.6510,3.3884,-0.2008,4.3006,,,,,,
1,Line,,,,,,,,180,0.0000,0.0000,-0.2736,3.3884,-0.2008,4.0270,0.2736,3.3884,-0.2008,4.3006,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-1.2256,0.4357,17.2703,2.7128,1.2256,0.4357,17.2703,3.9384,,,,,,
1,Line,,,,,,,,180,0.0000,0.0000,-0.2736,3.3884,1.4502,4.0270,0.2736,3.3884,1.4502,4.3006,,,,,,
1,Line,,,,,,,,180,-0.0826,0.0000,0.0000,3.3059,13.9564,3.5858,0.0826,3.3884,13.9564,3.5858,,,,,,
1,Line,,,,,,,,90,0.0000,1.6697,0.0000,3.3059,15.6261,3.8742,1.6697,3.3059,13.9564,3.8742,,,,,,
1,Line,,,,,,,,0,-1.7916,0.0000,0.0000,1.0782,2.0281,1.0506,1.7916,2.8698,2.0281,1.0506,,,,,,
1,Line,,,,,,,,180,-0.0826,0.0000,0.0000,3.3059,13.9564,3.8742,0.0826,3.3884,13.9564,3.8742,,,,,,
1,Line,,,,,,,,90,0.0000,-0.0300,0.0000,2.4931,-1.2392,2.8124,0.0300,2.4931,-1.2092,2.8124,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.3700,2.4931,-1.2092,3.1824,0.3700,2.4931,-1.2092,2.8124,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.2884,3.3059,15.6261,3.5858,0.2884,3.3059,15.6261,3.8742,,,,,,
1,Line,,,,,,,,90,0.0000,-1.6697,0.0000,3.3059,13.9564,3.5858,1.6697,3.3059,15.6261,3.5858,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.2882,0.5182,5.0337,3.8748,0.2882,0.5182,5.0337,3.5866,,,,,,
1,Line,,,,,,,,90,0.0000,-1.6897,0.0000,0.4357,3.3439,3.8748,1.6897,0.4357,5.0337,3.8748,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.2882,0.5182,3.3439,3.5866,0.2882,0.5182,3.3439,3.8748,,,,,,
1,Line,,,,,,,,90,0.0000,1.6897,0.0000,0.5182,5.0337,3.5866,1.6897,0.5182,3.3439,3.5866,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.7522,0.4357,3.3439,2.7693,0.7522,0.4357,3.3439,3.5215,,,,,,
1,Line,,,,,,,,90,0.0000,-0.7906,0.0000,3.3884,0.6287,1.6374,0.7906,3.3884,1.4193,1.6374,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.2882,0.4357,5.0337,3.8748,0.2882,0.4357,5.0337,3.5866,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.2882,0.4357,3.3439,3.5866,0.2882,0.4357,3.3439,3.8748,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.2850,0.4357,31.0038,3.8708,0.2850,0.4357,31.0038,3.5858,,,,,,
1,Line,,,,,,,,90,0.0000,-1.6509,0.0000,0.5182,11.3679,3.8742,1.6509,0.5182,13.0188,3.8742,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.2850,0.5182,31.0038,3.8708,0.2850,0.5182,31.0038,3.5858,,,,,,
1,Line,,,,,,,,180,-0.0825,0.0000,0.0000,0.4357,31.0038,3.5858,0.0825,0.5182,31.0038,3.5858,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.2884,0.5182,13.0188,3.8742,0.2884,0.5182,13.0188,3.5858,,,,,,
1,Line,,,,,,,,90,0.0000,-1.6897,0.0000,0.5182,3.3439,3.8748,1.6897,0.5182,5.0337,3.8748,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.2884,0.5182,11.3679,3.5858,0.2884,0.5182,11.3679,3.8742,,,,,,
1,Line,,,,,,,,90,0.0000,1.6509,0.0000,0.5182,13.0188,3.5858,1.6509,0.5182,11.3679,3.5858,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.9525,3.3884,0.6287,1.6374,0.9525,3.3884,0.6287,2.5899,,,,,,
1,Line,,,,,,,,90,0.0000,-0.5525,0.0000,0.5055,32.4640,2.7343,0.5525,0.5055,33.0165,2.7343,,,,,,
1,Line,,,,,,,,180,0.0698,0.0000,0.0000,0.5055,32.4640,2.7343,0.0698,0.4357,32.4640,2.7343,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-1.1875,0.4357,33.0165,2.7343,1.1875,0.4357,33.0165,3.9217,,,,,,
1,Line,,,,,,,,0,0.0698,0.0000,0.0000,0.5055,33.0165,3.9217,0.0698,0.4357,33.0165,3.9217,,,,,,
1,Line,,,,,,,,90,0.0000,1.6862,0.0000,0.5182,9.0476,2.7693,1.6862,0.5182,7.3614,2.7693,,,,,,
1,Line,,,,,,,,90,0.0000,-1.6854,0.0000,3.3059,25.9219,3.5858,1.6854,3.3059,27.6073,3.5858,,,,,,
1,Line,,,,,,,,90,0.0000,-0.5524,0.0000,0.4357,32.4640,2.7343,0.5524,0.4357,33.0165,2.7343,,,,,,
1,Line,,,,,,,,0,0.0698,0.0000,0.0000,0.5055,33.0165,2.7343,0.0698,0.4357,33.0165,2.7343,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.6477,3.3884,1.4193,1.6374,0.6477,3.3884,1.4193,2.2851,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1782,5.4103,1.1072,0.0400,1.1382,5.4103,1.1072,,,,,,
1,Line,,,,,,,,90,0.0000,-0.7906,0.0000,3.3884,0.6287,2.5899,0.7906,3.3884,1.4193,2.5899,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.3048,3.3884,1.4193,2.5899,0.3048,3.3884,1.4193,2.2851,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1782,2.4221,0.7683,0.0400,1.1382,2.4221,0.7683,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-1.1875,0.5055,33.0165,2.7343,1.1875,0.5055,33.0165,3.9217,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1782,2.4465,1.4039,0.0400,1.1382,2.4465,1.4039,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1782,2.3505,1.5394,0.0400,1.1382,2.3505,1.5394,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-1.2256,3.3884,21.6658,2.7128,1.2256,3.3884,21.6658,3.9384,,,,,,
1,Line,,,,,,,,90,0.0000,0.5525,0.0000,3.3884,0.4999,2.7343,0.5525,3.3884,-0.0526,2.7343,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,1.1875,3.3884,0.4999,3.9217,1.1875,3.3884,0.4999,2.7343,,,,,,
1,Line,,,,,,,,90,0.0000,0.5334,0.0000,0.4357,-0.2569,3.7532,0.5334,0.4357,-0.7903,3.7532,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-1.1875,3.3884,-0.0526,2.7343,1.1875,3.3884,-0.0526,3.9217,,,,,,
1,Line,,,,,,,,90,0.0000,0.0000,-1.4371,3.3884,-0.1619,2.5899,1.4371,3.3884,-0.1619,4.0270,,,,,,
1,Line,,,,,,,,90,0.0000,-1.6509,0.0000,0.4357,11.3679,3.8742,1.6509,0.4357,13.0188,3.8742,,,,,,
1,Line,,,,,,,,90,0.0000,-0.5525,0.0000,3.3884,-0.0526,3.9217,0.5525,3.3884,0.4999,3.9217,,,,,,
1,Line,,,,,,,,90,0.0000,-0.7906,0.0000,3.3884,-0.1619,4.0270,0.7906,3.3884,0.6287,4.0270,,,,,,
1,Line,,,,,,,,0,-0.0400,0.0000,0.0000,2.7698,4.3453,1.3922,0.0400,2.8098,4.3453,1.3922,,,,,,
1,Line,,,,,,,,90,0.0000,-1.6862,0.0000,0.5182,7.3614,3.8742,1.6862,0.5182,9.0476,3.8742,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.7525,3.3884,13.6304,2.7693,0.7525,3.3884,13.6304,3.5218,,,,,,
1,Line,,,,,,,,90,0.0000,1.6876,0.0000,3.3884,13.6304,3.5218,1.6876,3.3884,11.9428,3.5218,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.2884,0.5182,9.0476,3.8742,0.2884,0.5182,9.0476,3.5858,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.8631,0.4357,-0.7903,3.7532,0.8631,0.4357,-0.7903,2.8901,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.2884,0.5182,7.3614,3.5858,0.2884,0.5182,7.3614,3.8742,,,,,,
1,Line,,,,,,,,90,0.0000,1.6862,0.0000,0.5182,9.0476,3.5858,1.6862,0.5182,7.3614,3.5858,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.2884,0.4357,13.0188,3.8742,0.2884,0.4357,13.0188,3.5858,,,,,,
1,Line,,,,,,,,180,0.0698,0.0000,0.0000,0.5055,32.4640,3.9217,0.0698,0.4357,32.4640,3.9217,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0782,4.9146,0.9595,1.7916,2.8698,4.9146,0.9595,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.7525,3.3059,5.6234,2.7693,0.7525,3.3059,5.6234,3.5218,,,,,,
1,Line,,,,,,,,90,0.0000,0.5525,0.0000,0.5055,33.0165,3.9217,0.5525,0.5055,32.4640,3.9217,,,,,,
1,Line,,,,,,,,180,0.0600,0.0000,0.0000,2.8698,2.4525,1.1072,0.0600,2.8098,2.4525,1.1072,,,,,,
1,Line,,,,,,,,180,0.0600,0.0000,0.0000,2.8698,2.4331,0.9597,0.0600,2.8098,2.4331,0.9597,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7698,2.4331,0.9597,0.0400,2.8098,2.4331,0.9597,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7698,2.4525,1.1072,0.0400,2.8098,2.4525,1.1072,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.7525,0.4357,13.0188,3.5218,0.7525,0.4357,13.0188,2.7693,,,,,,
1,Line,,,,,,,,90,0.0000,1.6509,0.0000,0.4357,13.0188,2.7693,1.6509,0.4357,11.3679,2.7693,,,,,,
1,Line,,,,,,,,90,0.0000,1.6509,0.0000,0.4357,13.0188,3.5858,1.6509,0.4357,11.3679,3.5858,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.2884,0.4357,11.3679,3.5858,0.2884,0.4357,11.3679,3.8742,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.7525,3.3059,3.9915,3.5218,0.7525,3.3059,3.9915,2.7693,,,,,,
1,Line,,,,,,,,90,0.0000,1.6320,0.0000,3.3059,5.6234,3.5218,1.6320,3.3059,3.9915,3.5218,,,,,,
1,Line,,,,,,,,0,-1.7916,0.0000,0.0000,1.0782,4.9845,1.1282,1.7916,2.8698,4.9845,1.1282,,,,,,
1,Line,,,,,,,,90,0.0000,-1.6320,0.0000,3.3059,3.9915,2.7693,1.6320,3.3059,5.6234,2.7693,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.2884,3.3059,11.9428,3.8742,0.2884,3.3059,11.9428,3.5858,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.2884,3.3884,11.9428,3.8742,0.2884,3.3884,11.9428,3.5858,,,,,,
1,Line,,,,,,,,90,0.0000,1.6509,0.0000,3.3884,21.5960,3.5218,1.6509,3.3884,19.9451,3.5218,,,,,,
1,Line,,,,,,,,180,-0.0826,0.0000,0.0000,3.3059,19.9451,3.5218,0.0826,3.3884,19.9451,3.5218,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.2884,3.3059,13.6304,3.5858,0.2884,3.3059,13.6304,3.8742,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.3200,2.8998,1.6307,1.2341,0.3200,2.8998,1.6307,0.9141,,,,,,
1,Line,,,,,,,,180,-0.0826,0.0000,0.0000,3.3059,11.9428,3.8742,0.0826,3.3884,11.9428,3.8742,,,,,,
1,Line,,,,,,,,90,0.0000,1.6876,0.0000,3.3059,13.6304,3.8742,1.6876,3.3059,11.9428,3.8742,,,,,,
1,Line,,,,,,,,90,0.0000,0.0310,0.0000,3.3884,32.6831,4.0270,0.0310,3.3884,32.6521,4.0270,,,,,,
1,Line,,,,,,,,90,0.0000,0.0375,0.0000,3.3884,31.0696,1.7960,0.0375,3.3884,31.0321,1.7960,,,,,,
1,Line,,,,,,,,90,0.0000,-0.0310,0.0000,3.3884,32.6521,2.5899,0.0310,3.3884,32.6831,2.5899,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-1.4371,3.3884,32.6521,2.5899,1.4371,3.3884,32.6521,4.0270,,,,,,
1,Line,,,,,,,,180,-0.0826,0.0000,0.0000,3.3059,21.5960,3.5218,0.0826,3.3884,21.5960,3.5218,,,,,,
1,Line,,,,,,,,90,0.0000,1.6509,0.0000,3.3059,21.5960,3.5218,1.6509,3.3059,19.9451,3.5218,,,,,,
1,Line,,,,,,,,90,0.0000,0.0310,0.0000,3.3884,32.6831,1.7960,0.0310,3.3884,32.6521,1.7960,,,,,,
1,Line,,,,,,,,90,0.0000,-0.1600,0.0000,2.8962,-1.3692,4.6979,0.1600,2.8962,-1.2092,4.6979,,,,,,
1,Line,,,,,,,,90,0.0000,-0.0389,0.0000,3.3884,-0.2008,2.2851,0.0389,3.3884,-0.1619,2.2851,,,,,,
1,Line,,,,,,,,180,-0.0600,0.0000,0.0000,1.0782,4.2703,1.1072,0.0600,1.1382,4.2703,1.1072,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.1840,3.3884,1.4502,1.6120,0.1840,3.3884,1.4502,1.7960,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1782,4.2897,0.9597,0.0400,1.1382,4.2897,0.9597,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1782,4.2703,1.1072,0.0400,1.1382,4.2703,1.1072,,,,,,
1,Line,,,,,,,,90,0.0000,-0.7906,0.0000,3.3884,-0.1619,4.2619,0.7906,3.3884,0.6287,4.2619,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1782,5.0283,1.7148,0.0400,1.1382,5.0283,1.7148,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7698,1.9069,0.4716,0.0400,2.8098,1.9069,0.4716,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.2350,3.3884,0.6287,4.0270,0.2350,3.3884,0.6287,4.2619,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.2884,3.3059,7.6052,3.5858,0.2884,3.3059,7.6052,3.8742,,,,,,
1,Line,,,,,,,,90,0.0000,-1.6336,0.0000,3.3059,5.9716,3.5858,1.6336,3.3059,7.6052,3.5858,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.3700,2.4231,-1.2092,2.8124,0.3700,2.4231,-1.2092,3.1824,,,,,,
