Count,Name,Area,Center X,Center Y,Center Z,Circumference,Diameter,Radius,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Length,Start X,Start Y,Start Z,Position X,Position Y,Position Z,Scale X,Scale Y,Scale Z
1,Line,,,,,,,,0,0.0000,0.0000,0.7525,3.3059,11.9428,3.5218,0.7525,3.3059,11.9428,2.7693,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1782,1.3456,1.4461,0.0400,1.1382,1.3456,1.4461,,,,,,
1,Line,,,,,,,,90,0.0000,-0.5779,0.0000,0.4357,0.4274,2.7340,0.5779,0.4357,1.0052,2.7340,,,,,,
1,Line,,,,,,,,180,-0.0826,0.0000,0.0000,3.3059,13.6304,3.5218,0.0826,3.3884,13.6304,3.5218,,,,,,
1,Line,,,,,,,,90,0.0000,1.6876,0.0000,3.3059,13.6304,3.5218,1.6876,3.3059,11.9428,3.5218,,,,,,
1,Line,,,,,,,,90,0.0000,0.7913,0.0000,0.4357,1.1030,2.5899,0.7913,0.4357,0.3118,2.5899,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,1.4371,0.4357,1.1030,4.0270,1.4371,0.4357,1.1030,2.5899,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,1.1897,0.4357,0.4274,3.9237,1.1897,0.4357,0.4274,2.7340,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-1.4371,0.4357,0.3118,2.5899,1.4371,0.4357,0.3118,4.0270,,,,,,
1,Line,,,,,,,,180,0.0826,0.0000,0.0000,0.5182,3.3439,3.5866,0.0826,0.4357,3.3439,3.5866,,,,,,
1,Line,,,,,,,,180,-0.0826,0.0000,0.0000,3.3059,5.6234,3.5858,0.0826,3.3884,5.6234,3.5858,,,,,,
1,Line,,,,,,,,180,-0.0826,0.0000,0.0000,3.3059,5.6234,3.8742,0.0826,3.3884,5.6234,3.8742,,,,,,
1,Line,,,,,,,,90,0.0000,1.6724,0.0000,3.3059,23.5983,3.5218,1.6724,3.3059,21.9259,3.5218,,,,,,
1,Line,,,,,,,,180,-0.0826,0.0000,0.0000,3.3059,3.9915,3.8742,0.0826,3.3884,3.9915,3.8742,,,,,,
1,Line,,,,,,,,90,0.0000,0.5778,0.0000,0.5182,1.0052,3.9237,0.5778,0.5182,0.4274,3.9237,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,1.1897,0.5182,0.4274,3.9237,1.1897,0.5182,0.4274,2.7340,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.8631,0.4357,-0.2569,2.8901,0.8631,0.4357,-0.2569,3.7532,,,,,,
1,Line,,,,,,,,90,0.0000,-0.5334,0.0000,0.4357,-0.7903,2.8901,0.5334,0.4357,-0.2569,2.8901,,,,,,
1,Line,,,,,,,,90,0.0000,0.7800,0.6812,2.8998,2.7307,1.5952,1.0356,2.8998,1.9507,0.9141,,,,,,
1,Line,,,,,,,,90,0.0000,0.7800,0.6812,3.0198,2.7307,1.5952,1.0356,3.0198,1.9507,0.9141,,,,,,
1,Line,,,,,,,,90,0.0000,1.6512,0.0000,0.4357,24.9978,2.7693,1.6512,0.4357,23.3466,2.7693,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.2884,0.4357,23.3466,3.5858,0.2884,0.4357,23.3466,3.8742,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7698,4.4359,1.5103,0.0400,2.8098,4.4359,1.5103,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1782,2.3775,1.3922,0.0400,1.1382,2.3775,1.3922,,,,,,
1,Line,,,,,,,,0,-0.0400,0.0000,0.0000,2.7698,4.2884,0.9597,0.0400,2.8098,4.2884,0.9597,,,,,,
1,Line,,,,,,,,0,0.0600,0.0000,0.0000,2.8698,4.2884,0.9597,0.0600,2.8098,4.2884,0.9597,,,,,,
1,Line,,,,,,,,90,0.0000,1.6862,0.0000,3.3884,25.6025,3.5218,1.6862,3.3884,23.9163,3.5218,,,,,,
1,Line,,,,,,,,180,-0.0826,0.0000,0.0000,3.3059,23.9163,3.5218,0.0826,3.3884,23.9163,3.5218,,,,,,
1,Line,,,,,,,,90,0.0000,1.5413,0.0000,3.0198,4.1020,1.7741,1.5413,3.0198,2.5607,1.7741,,,,,,
1,Line,,,,,,,,180,-0.0826,0.0000,0.0000,3.3059,25.6025,3.5218,0.0826,3.3884,25.6025,3.5218,,,,,,
1,Line,,,,,,,,0,0.6600,0.0000,0.0000,2.2773,-1.2392,3.0891,0.6600,1.6173,-1.2392,3.0891,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1782,1.7429,1.7275,0.0400,1.1382,1.7429,1.7275,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.7525,3.3884,3.9915,3.5218,0.7525,3.3884,3.9915,2.7693,,,,,,
1,Line,,,,,,,,90,0.0000,1.6320,0.0000,3.3884,5.6234,3.5218,1.6320,3.3884,3.9915,3.5218,,,,,,
1,Line,,,,,,,,0,-0.7382,0.0000,0.0000,1.5429,-1.2092,5.1733,0.7382,2.2811,-1.2092,5.1733,,,,,,
1,Line,,,,,,,,0,1.8616,0.0000,0.0000,2.8998,2.5607,1.7741,1.8616,1.0382,2.5607,1.7741,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1782,2.0719,1.7148,0.0400,1.1382,2.0719,1.7148,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.3048,3.3884,-0.2008,2.5899,0.3048,3.3884,-0.2008,2.2851,,,,,,
1,Line,,,,,,,,180,0.0600,0.0000,0.0000,2.8698,1.7350,0.5566,0.0600,2.8098,1.7350,0.5566,,,,,,
1,Line,,,,,,,,90,0.0000,1.5413,0.0000,2.8998,4.1020,1.7741,1.5413,2.8998,2.5607,1.7741,,,,,,
1,Line,,,,,,,,90,0.0000,1.6336,0.0000,0.4357,26.9923,2.7659,1.6336,0.4357,25.3587,2.7659,,,,,,
1,Line,,,,,,,,0,0.0600,0.0000,0.0000,2.8698,1.5975,0.6136,0.0600,2.8098,1.5975,0.6136,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1782,1.5871,1.6698,0.0400,1.1382,1.5871,1.6698,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.2381,3.3884,32.6521,4.0270,0.2381,3.3884,32.6521,4.2651,,,,,,
1,Line,,,,,,,,90,0.0000,0.7913,0.0000,3.3884,32.6521,4.2651,0.7913,3.3884,31.8609,4.2651,,,,,,
1,Line,,,,,,,,90,0.0000,-0.0300,0.0000,2.4231,-1.2392,2.8124,0.0300,2.4231,-1.2092,2.8124,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7698,2.5028,0.9662,0.0400,2.8098,2.5028,0.9662,,,,,,
1,Line,,,,,,,,90,0.0000,0.0375,0.0000,3.3884,31.0696,4.0270,0.0375,3.3884,31.0321,4.0270,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7698,2.3761,0.8222,0.0400,2.8098,2.3761,0.8222,,,,,,
1,Line,,,,,,,,90,0.0000,0.7913,0.0000,3.3884,31.8609,4.2651,0.7913,3.3884,31.0696,4.2651,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.2381,3.3884,31.0696,4.2651,0.2381,3.3884,31.0696,4.0270,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1782,5.3339,1.3922,0.0400,1.1382,5.3339,1.3922,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1782,5.3908,1.2547,0.0400,1.1382,5.3908,1.2547,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1782,4.6993,1.7275,0.0400,1.1382,4.6993,1.7275,,,,,,
1,Line,,,,,,,,180,-0.0826,0.0000,0.0000,3.3059,5.9716,3.5858,0.0826,3.3884,5.9716,3.5858,,,,,,
1,Line,,,,,,,,0,0.0825,0.0000,0.0000,3.3884,3.6238,3.5858,0.0825,3.3059,3.6238,3.5858,,,,,,
1,Line,,,,,,,,90,0.0000,-0.0300,0.0000,2.4231,-1.2392,3.1824,0.0300,2.4231,-1.2092,3.1824,,,,,,
1,Line,,,,,,,,180,-0.0600,0.0000,0.0000,1.0782,5.3908,1.2547,0.0600,1.1382,5.3908,1.2547,,,,,,
1,Line,,,,,,,,180,-0.0600,0.0000,0.0000,1.0782,5.3339,1.3922,0.0600,1.1382,5.3339,1.3922,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7698,1.8581,1.7428,0.0400,2.8098,1.8581,1.7428,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,31.5610,0.9394,1.7916,2.8498,31.5610,0.9394,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,31.0667,0.8222,0.0400,2.7898,31.0667,0.8222,,,,,,
1,Line,,,,,,,,0,-0.0400,0.0000,0.0000,2.7498,27.9837,1.2482,0.0400,2.7898,27.9837,1.2482,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,31.5222,0.9445,1.7916,2.8498,31.5222,0.9445,,,,,,
1,Line,,,,,,,,0,-1.7916,0.0000,0.0000,1.0582,31.7059,1.0506,1.7916,2.8498,31.7059,1.0506,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,31.7092,0.5566,0.0400,1.1182,31.7092,0.5566,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,31.1295,1.5739,0.0400,1.1182,31.1295,1.5739,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,31.6909,1.0144,1.7916,2.8498,31.6909,1.0144,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,31.9647,1.5103,0.0400,1.1182,31.9647,1.5103,,,,,,
1,Line,,,,,,,,0,0.0600,0.0000,0.0000,2.8498,32.1109,0.9597,0.0600,2.7898,32.1109,0.9597,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,32.0284,1.5394,0.0400,1.1182,32.0284,1.5394,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,32.0553,1.3922,0.0400,1.1182,32.0553,1.3922,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,28.4159,1.7148,0.0400,2.7898,28.4159,1.7148,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,28.5796,1.7428,0.0400,2.7898,28.5796,1.7428,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,29.2242,0.9662,0.0400,2.7898,29.2242,0.9662,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,29.1666,0.8105,0.0400,2.7898,29.1666,0.8105,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,32.1123,0.9597,0.0400,1.1182,32.1123,0.9597,,,,,,
1,Line,,,,,,,,180,0.0600,0.0000,0.0000,2.8498,29.0976,1.3922,0.0600,2.7898,29.0976,1.3922,,,,,,
1,Line,,,,,,,,180,0.0600,0.0000,0.0000,2.8498,29.1545,1.2547,0.0600,2.7898,29.1545,1.2547,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,31.4207,1.7275,0.0400,1.1182,31.4207,1.7275,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,29.0976,1.3922,0.0400,2.7898,29.0976,1.3922,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,31.6671,1.1955,1.7916,2.8498,31.6671,1.1955,,,,,,
1,Line,,,,,,,,0,0.1100,0.0000,0.0000,1.0182,28.6721,1.2341,0.1100,0.9082,28.6721,1.2341,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,28.2664,0.5690,0.0400,1.1182,28.2664,0.5690,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,28.4172,0.4996,0.0400,1.1182,28.4172,0.4996,,,,,,
1,Line,,,,,,,,180,0.0600,0.0000,0.0000,2.8498,31.9634,1.5103,0.0600,2.7898,31.9634,1.5103,,,,,,
1,Line,,,,,,,,180,-0.1200,0.0000,0.0000,2.8798,28.6721,0.9141,0.1200,2.9998,28.6721,0.9141,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,32.1317,1.1072,0.0400,1.1182,32.1317,1.1072,,,,,,
1,Line,,,,,,,,0,0.0600,0.0000,0.0000,2.8498,31.8454,1.6008,0.0600,2.7898,31.8454,1.6008,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,31.6360,1.2193,1.7916,2.8498,31.6360,1.2193,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,31.5861,1.7428,0.0400,1.1182,31.5861,1.7428,,,,,,
1,Line,,,,,,,,0,0.0600,0.0000,0.0000,2.8498,31.5604,0.5372,0.0600,2.7898,31.5604,0.5372,,,,,,
1,Line,,,,,,,,180,0.0600,0.0000,0.0000,2.8498,31.4128,0.5566,0.0600,2.7898,31.4128,0.5566,,,,,,
1,Line,,,,,,,,0,0.1100,0.0000,0.0000,1.0182,31.7521,1.2341,0.1100,0.9082,31.7521,1.2341,,,,,,
1,Line,,,,,,,,180,0.0600,0.0000,0.0000,2.8498,29.0070,0.7042,0.0600,2.7898,29.0070,0.7042,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,28.4577,0.5566,0.0400,1.1182,28.4577,0.5566,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.3200,0.9082,31.7521,0.9141,0.3200,0.9082,31.7521,1.2341,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,31.6671,0.9833,1.7916,2.8498,31.6671,0.9833,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,28.0547,1.2547,0.0400,1.1182,28.0547,1.2547,,,,,,
1,Line,,,,,,,,0,0.0600,0.0000,0.0000,2.8498,28.8889,0.6136,0.0600,2.7898,28.8889,0.6136,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,31.6360,0.9595,1.7916,2.8498,31.6360,0.9595,,,,,,
1,Line,,,,,,,,180,-0.0600,0.0000,0.0000,1.0582,28.2022,0.7042,0.0600,1.1182,28.2022,0.7042,,,,,,
1,Line,,,,,,,,180,-0.0600,0.0000,0.0000,1.0582,28.3203,0.6136,0.0600,1.1182,28.3203,0.6136,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,28.3203,0.6136,0.0400,1.1182,28.3203,0.6136,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,28.2022,0.7042,0.0400,1.1182,28.2022,0.7042,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,27.9976,1.2953,0.0400,1.1182,27.9976,1.2953,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,27.9697,1.1316,0.0400,1.1182,27.9697,1.1316,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,31.4161,1.0506,1.7916,2.8498,31.4161,1.0506,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,31.4311,1.0144,1.7916,2.8498,31.4311,1.0144,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,28.1116,1.3922,0.0400,1.1182,28.1116,1.3922,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,29.0989,1.3922,0.0400,1.1182,29.0989,1.3922,,,,,,
1,Line,,,,,,,,180,-0.0600,0.0000,0.0000,1.0582,29.0989,1.3922,0.0600,1.1182,29.0989,1.3922,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,31.0111,0.9597,0.0400,1.1182,31.0111,0.9597,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,29.0083,1.5103,0.0400,1.1182,29.0083,1.5103,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,28.5809,0.4716,0.0400,1.1182,28.5809,0.4716,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,-0.3200,0.9082,28.3521,0.9141,0.3200,0.9082,28.3521,1.2341,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,28.4546,1.0894,1.7916,2.8498,28.4546,1.0894,,,,,,
1,Line,,,,,,,,180,-0.1200,0.0000,0.0000,2.8798,29.4521,1.5952,0.1200,2.9998,29.4521,1.5952,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,28.4577,1.6578,0.0400,1.1182,28.4577,1.6578,,,,,,
1,Line,,,,,,,,180,-0.0600,0.0000,0.0000,1.0582,28.4577,1.6578,0.0600,1.1182,28.4577,1.6578,,,,,,
1,Line,,,,,,,,180,-0.0600,0.0000,0.0000,1.0582,28.1116,1.3922,0.0600,1.1182,28.1116,1.3922,,,,,,
1,Line,,,,,,,,180,-0.0600,0.0000,0.0000,1.0582,28.0547,1.2547,0.0600,1.1182,28.0547,1.2547,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,31.1586,1.5103,0.0400,1.1182,31.1586,1.5103,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,31.0681,1.3922,0.0400,1.1182,31.0681,1.3922,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,28.2022,1.5103,0.0400,1.1182,28.2022,1.5103,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,28.3203,1.6008,0.0400,1.1182,28.3203,1.6008,,,,,,
1,Line,,,,,,,,90,0.0000,-0.3200,0.0000,2.9998,28.3521,0.9141,0.3200,2.9998,28.6721,0.9141,,,,,,
1,Line,,,,,,,,0,0.0000,0.0000,0.3200,2.9998,28.3521,1.2341,0.3200,2.9998,28.3521,0.9141,,,,,,
1,Line,,,,,,,,90,0.0000,-1.2000,0.0000,2.9998,29.4521,1.5952,1.2000,2.9998,30.6521,1.5952,,,,,,
1,Line,,,,,,,,90,0.0000,0.7800,0.6812,2.9998,29.4521,1.5952,1.0356,2.9998,28.6721,0.9141,,,,,,
1,Line,,,,,,,,0,-0.0400,0.0000,0.0000,2.7498,31.4128,0.5566,0.0400,2.7898,31.4128,0.5566,,,,,,
1,Circle,1.0207,2.7498,31.5604,1.1072,3.5814,1.1400,0.5700,,,,,,,,,,,,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,31.2215,1.6455,0.0400,2.7898,31.2215,1.6455,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,31.3723,1.7148,0.0400,2.7898,31.3723,1.7148,,,,,,
1,Line,,,,,,,,0,0.0600,0.0000,0.0000,2.8498,28.0534,0.9597,0.0600,2.7898,28.0534,0.9597,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,31.5847,0.4716,0.0400,2.7898,31.5847,0.4716,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,28.1103,0.8222,0.0400,2.7898,28.1103,0.8222,,,,,,
1,Line,,,,,,,,0,0.0600,0.0000,0.0000,2.8498,28.1103,0.8222,0.0600,2.7898,28.1103,0.8222,,,,,,
1,Line,,,,,,,,90,0.0000,-0.3200,0.0000,2.9998,31.4321,1.2341,0.3200,2.9998,31.7521,1.2341,,,,,,
1,Line,,,,,,,,90,0.0000,-0.3200,0.0000,2.9998,31.4321,0.9141,0.3200,2.9998,31.7521,0.9141,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,31.4194,0.4870,0.0400,2.7898,31.4194,0.4870,,,,,,
1,Line,,,,,,,,90,0.0000,0.6087,-0.5400,2.9998,31.4321,1.2341,0.8137,2.9998,30.8234,1.7741,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,30.9261,1.1316,0.0400,1.1182,30.9261,1.1316,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,28.9006,1.6698,0.0400,2.7898,28.9006,1.6698,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,28.5658,1.2343,1.7916,2.8498,28.5658,1.2343,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,28.8889,0.6136,0.0400,2.7898,28.8889,0.6136,,,,,,
1,Line,,,,,,,,0,-0.0400,0.0000,0.0000,2.7498,27.9683,1.0828,0.0400,2.7898,27.9683,1.0828,,,,,,
1,Line,,,,,,,,0,1.8616,0.0000,0.0000,2.8798,30.8234,1.7741,1.8616,1.0182,30.8234,1.7741,,,,,,
1,Line,,,,,,,,0,1.8616,0.0000,0.0000,2.8798,29.2821,1.7741,1.8616,1.0182,29.2821,1.7741,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,28.7515,0.5566,0.0400,2.7898,28.7515,0.5566,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,28.4597,1.1282,1.7916,2.8498,28.4597,1.1282,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,28.7515,1.6578,0.0400,2.7898,28.7515,1.6578,,,,,,
1,Line,,,,,,,,0,-0.0400,0.0000,0.0000,2.7498,29.0070,1.5103,0.0400,2.7898,29.0070,1.5103,,,,,,
1,Line,,,,,,,,0,-0.0400,0.0000,0.0000,2.7498,29.0706,0.6750,0.0400,2.7898,29.0706,0.6750,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,31.2637,0.5446,0.0400,2.7898,31.2637,0.5446,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,31.7497,1.7148,0.0400,1.1182,31.7497,1.7148,,,,,,
1,Line,,,,,,,,180,-0.0600,0.0000,0.0000,1.0582,28.6053,1.6772,0.0600,1.1182,28.6053,1.6772,,,,,,
1,Line,,,,,,,,180,0.0600,0.0000,0.0000,2.8498,29.0070,1.5103,0.0600,2.7898,29.0070,1.5103,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,31.9006,1.6455,0.0400,1.1182,31.9006,1.6455,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,28.7546,1.0894,1.7916,2.8498,28.7546,1.0894,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,28.1373,1.5394,0.0400,2.7898,28.1373,1.5394,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,28.4747,1.1644,1.7916,2.8498,28.4747,1.1644,,,,,,
1,Line,,,,,,,,0,-1.7916,0.0000,0.0000,1.0582,28.7495,1.0506,1.7916,2.8498,28.7495,1.0506,,,,,,
1,Line,,,,,,,,0,-0.0400,0.0000,0.0000,2.7498,28.6039,0.5372,0.0400,2.7898,28.6039,0.5372,,,,,,
1,Line,,,,,,,,180,0.0600,0.0000,0.0000,2.8498,28.6039,0.5372,0.0600,2.7898,28.6039,0.5372,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,28.7107,1.1955,1.7916,2.8498,28.7107,1.1955,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,28.6796,1.2193,1.7916,2.8498,28.6796,1.2193,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,32.1109,1.2547,0.0400,2.7898,32.1109,1.2547,,,,,,
1,Line,,,,,,,,0,-0.0400,0.0000,0.0000,2.7498,31.9634,1.5103,0.0400,2.7898,31.9634,1.5103,,,,,,
1,Line,,,,,,,,0,0.1100,0.0000,0.0000,1.0182,28.3521,1.2341,0.1100,0.9082,28.3521,1.2341,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,31.7092,1.6578,0.0400,1.1182,31.7092,1.6578,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,28.6434,1.2343,1.7916,2.8498,28.6434,1.2343,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,29.0361,1.5739,0.0400,2.7898,29.0361,1.5739,,,,,,
1,Line,,,,,,,,0,-0.0400,0.0000,0.0000,2.7498,31.8454,1.6008,0.0400,2.7898,31.8454,1.6008,,,,,,
1,Line,,,,,,,,0,0.0600,0.0000,0.0000,2.8498,28.2009,1.5103,0.0600,2.7898,28.2009,1.5103,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,29.1545,0.9597,0.0400,2.7898,29.1545,0.9597,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,28.0657,0.7683,0.0400,2.7898,28.0657,0.7683,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,28.0413,1.4039,0.0400,2.7898,28.0413,1.4039,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,28.4985,1.1955,1.7916,2.8498,28.4985,1.1955,,,,,,
1,Line,,,,,,,,0,-0.0400,0.0000,0.0000,2.7498,28.1717,0.6405,0.0400,2.7898,28.1717,0.6405,,,,,,
1,Line,,,,,,,,0,-0.0400,0.0000,0.0000,2.7498,30.9401,1.2482,0.0400,2.7898,30.9401,1.2482,,,,,,
1,Line,,,,,,,,0,-0.0400,0.0000,0.0000,2.7498,28.0534,0.9597,0.0400,2.7898,28.0534,0.9597,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,31.7484,0.4996,0.0400,2.7898,31.7484,0.4996,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,31.0234,1.4461,0.0400,1.1182,31.0234,1.4461,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,31.6909,1.1644,1.7916,2.8498,31.6909,1.1644,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,27.9963,0.9192,0.0400,2.7898,27.9963,0.9192,,,,,,
1,Line,,,,,,,,0,0.0600,0.0000,0.0000,2.8498,29.1739,1.1072,0.0600,2.7898,29.1739,1.1072,,,,,,
1,Line,,,,,,,,180,0.0600,0.0000,0.0000,2.8498,29.1545,0.9597,0.0600,2.7898,29.1545,0.9597,,,,,,
1,Line,,,,,,,,0,0.0600,0.0000,0.0000,2.8498,28.2009,0.7042,0.0600,2.7898,28.2009,0.7042,,,,,,
1,Line,,,,,,,,180,-1.7916,0.0000,0.0000,1.0582,28.5296,1.2193,1.7916,2.8498,28.5296,1.2193,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,28.2009,0.7042,0.0400,2.7898,28.2009,0.7042,,,,,,
1,Line,,,,,,,,0,-0.0400,0.0000,0.0000,2.7498,28.3189,0.6136,0.0400,2.7898,28.3189,0.6136,,,,,,
1,Line,,,,,,,,180,-0.0400,0.0000,0.0000,2.7498,31.1573,1.5103,0.0400,2.7898,31.1573,1.5103,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,31.3736,0.4996,0.0400,1.1182,31.3736,0.4996,,,,,,
1,Line,,,,,,,,0,0.0400,0.0000,0.0000,1.1582,31.0950,0.6750,0.0400,1.1182,31.0950,0.6750,,,,,,
1,Line,,,,,,,,0,0.0600,0.0000,0.0000,2.8498,31.0098,1.2547,0.0600,2.7898,31.0098,1.2547,,,,,,
