Count,Name,Length,Area,Center X,Center Y,Center Z,Radius,Start Angle,Total Angle,Circumference,Diameter,Angle,Delta X,Delta Y,Delta Z,End X,End Y,End Z,Start X,Start Y,Start Z
1,Line,0.3847,,,,,,,,,,254,-0.1016,-0.3624,-0.0792,206.5778,263.7728,55.9137,206.6795,264.1352,55.9929
1,Line,4.1581,,,,,,,,,,0,2.9626,0.0000,-2.9177,206.7434,264.5573,56.0427,203.7808,264.5573,58.9604
1,Line,0.4298,,,,,,,,,,261,-0.0639,-0.4221,-0.0498,206.6795,264.1352,55.9929,206.7434,264.5573,56.0427
1,Line,4.1370,,,,,,,,,,0,2.9475,0.0000,-2.9029,206.6795,264.1352,55.9929,203.7320,264.1352,58.8957
1,Line,0.2623,,,,,,,,,,229,-0.1542,-0.1748,-0.1202,206.2912,263.3198,55.6902,206.4454,263.4946,55.8104
1,Line,4.1033,,,,,,,,,,0,2.9236,0.0000,-2.8793,206.5778,263.7728,55.9137,203.6543,263.7728,58.7929
1,Line,0.3249,,,,,,,,,,245,-0.1324,-0.2781,-0.1032,206.4454,263.4946,55.8104,206.5778,263.7728,55.9137
1,Line,4.1370,,,,,,,,,,0,2.9475,0.0000,-2.9029,206.6795,265.8852,55.9929,203.7320,265.8852,58.8957
1,Line,0.4298,,,,,,,,,,279,0.0639,-0.4221,0.0498,206.7434,265.4631,56.0427,206.6795,265.8852,55.9929
1,Line,4.1033,,,,,,,,,,0,2.9236,0.0000,-2.8793,206.5778,266.2476,55.9137,203.6543,266.2476,58.7929
1,Line,0.4538,,,,,,,,,,273,0.0218,-0.4529,0.0170,206.7652,265.0102,56.0597,206.7434,265.4631,56.0427
1,Line,4.1653,,,,,,,,,,0,2.9677,0.0000,-2.9228,206.7652,265.0102,56.0597,203.7974,265.0102,58.9824
1,Line,0.4538,,,,,,,,,,267,-0.0218,-0.4529,-0.0170,206.7434,264.5573,56.0427,206.7652,265.0102,56.0597
1,Line,4.1581,,,,,,,,,,0,2.9626,0.0000,-2.9177,206.7434,265.4631,56.0427,203.7808,265.4631,58.9604
1,Line,0.3847,,,,,,,,,,106,-0.1016,0.3624,-0.0792,205.5718,264.1352,55.1294,205.6735,263.7728,55.2087
1,Line,3.8478,,,,,,,,,,0,2.7415,0.0000,-2.7000,205.8059,263.4946,55.3119,203.0644,263.4946,58.0119
1,Line,0.3249,,,,,,,,,,115,-0.1324,0.2781,-0.1032,205.6735,263.7728,55.2087,205.8059,263.4946,55.3119
1,Line,3.8040,,,,,,,,,,0,2.7103,0.0000,-2.6692,205.6735,263.7728,55.2087,202.9632,263.7728,57.8779
1,Line,3.7703,,,,,,,,,,0,2.6863,0.0000,-2.6456,205.5718,264.1352,55.1294,202.8855,264.1352,57.7751
